"學期
Semester","課號
CourseID","課名
Course Title","教師
Instructor","選課人數
Enrollment Count","平均GPA
Average GPA","標準差
Standard Deviation",course,instructor_ref
110上,GE 170600,"當代西方與臺灣建築特論
Special Topics on Contemporary Western and Taiwanese Architecture","吳光庭WU, KWANG-TYNG",16,3.03,1.18,GE1706,2155520809242378785758765787184897871
110上,GE 171400,"音樂創作與台灣社會運動
The Making of Popular Music in Taiwan Social Movement","陳柏偉CHEN, BO-WEI",58,3.75,0.77,GE1714,385152657520553677269786679876973
110上,GE 172200,"生活中的科學
Science in Daily Life","白培霖PAI, PEI-LIN",79,3.26,0.78,GE1722,303332252138678806573806973767378
110上,GE 173200,"鑑識科學與犯罪預防
Forensic Science and Crime Prevention","李承龍LEE, CHENG-LUNG",81,4.25,0.14,GE1732,264462521540845766969677269787176857871
110上,GE 173202,"鑑識科學與犯罪預防
Forensic Science and Crime Prevention","王明偉WANG, MING-WOEI",50,4.02,0.2,GE1732,295792612620553876578717773787187796973
110上,GE 178200,"針灸與近代科學
Acupuncture and Modern Sciences","張翔CHANG, SHYANG",130,3.77,0.86,GE1782,24373327246772657871837289657871
110上,GE 180200,"運動與健康
Exercise and Health","朱真儀CHU, CHEN-YI",55,3.52,1.09,GE1802,264173049520736677285677269788973
110上,GE 181600,"非劇情電影賞析
Non-Fiction Film Appreciation","游惠貞YU, HUI-CHEN",42,3.26,1.03,GE1816,282162480035998898572857367726978
110上,GE 182400,"東南亞各國國情與文化
State Situations and Culture in Southeast Asia","林若雩LIN, JUO-YU",62,3.99,0.24,GE1824,2651933509386337673787485798985
110上,GE 183200,"運動科學概論
Introduction to exercise science","朱真儀CHU, CHEN-YI",39,3.79,0.64,GE1832,264173049520736677285677269788973
110上,GE 186200,"遇見科學
--時間、演化、選擇的科學Science Encountered-Time, evolution, and Decisions","潘瑋PAN, WEI",57,3.72,0.66,GE1862,2850429771806578876973
110上,GE 187200,"跨領域的中醫觀
Interdiscipline Viewpoint of Chinese Medicine","鄭宏足CHENG, HUNG-TSU",60,4.14,0.17,GE1872,371652343936275677269787172857871848385
110上,GE 189200,"生活化學應用：身在毒中不知毒
The Application of Life Chemistry: Living in a Poisoned Environment but being Unaware","任修平JEN, HSIU-PING",114,3.95,0.47,GE1892,2021920462241797469787283738580737871
110上,GE 190200,"太空探索：理論與實踐
Space Exploration: Theory and Practice","廖瑩LIAO, YING",49,3.78,0.62,GE1902,24278298017673657989737871
110上,GE 191200,"料理中的科學
Science of Cooking","張蓉CHANG, JUNG",68,3.95,0.18,GE1912,2437333993677265787174857871
110上,GE 192200,"微生物多樣性的科學與生活應用
Science of Microbial Diversity and Human Life","李清福LEE, CHING-FU",41,3.31,1.23,GE1922,26446281653111976696967727378717085
110上,GE 193200,"新竹半導體產業發展史
Developmental History of Semiconductor Industry in Hsinchu","王俊程WANG, JYUN-CHENG
史欽泰SHIH, CHIN-TAY
羅達賢LO, TA-HSIEN",49,3.8,0.4,GE1932,295792042631243876578717489857867726978712149027453278888372737267727378846589326453694836066767984657283736978
110上,GE 193600,"劇本演讀
Staged Readings","安原良AN, YUAN-LIANG",17,3.71,0.26,GE1936,2343321407333916578898565787673657871
110上,GE 199400,"新聞學概論
Introduction to Journalism","蒯亮LIANG, KUAI",29,3.62,0.73,GE1994,3396720142767365787175856573
110上,GE 199600,"音樂創作
Write Some Notes for Music","林怡君LIN, I-CHUN",101,4.08,0.39,GE1996,2651924609215317673787367728578
110上,GE 200101,"自主學習：新情勢下的印太戰略與新南向政策
Self -Planned Learning-The New Southbound Policy and Indo-Pacific Strategy in the New Situation",指導教授,4,4.3,0.0,GE2001,25351235662594525480
110上,GE 200102,"自主學習：新創公司的南向市場
Self -Planned Learning: Exploring Southeastern Markets for Startups",指導教授,3,4.1,0.14,GE2001,25351235662594525480
110上,GEC 110100,"當代科學文明
Contemporary Scientific Civilization","戴東源TAI, DONG-YUAN",27,3.49,0.63,GEC1101,2514026481283048465736879787189856578
110上,GEC 110200,"批判思考（通識）
Critical Thinking","趙之振CHIU, CHI-CHUN",46,3.18,0.8,GEC1102,3624920043253916772738567727367728578
110上,GEC 110301,"價值與實踐
Value and Practice","洪巳軒HUNG, SZU-HSUAN",73,3.48,0.79,GEC1103,279462405136562728578718390857283856578
110上,GEC 110302,"價值與實踐
Value and Practice","洪巳軒HUNG, SZU-HSUAN",62,2.92,0.87,GEC1103,279462405136562728578718390857283856578
110上,GEC 110500,"數理思維
Mathematical and scientific thinking","張延彰CHANG, YEN-CHANG",45,4.19,0.2,GEC1105,24373243102443267726578718969786772657871
110上,GEC 110800,"思想經典：《荀子》選讀
Selections from the Xunzi","洪巳軒HUNG, SZU-HSUAN",56,2.89,1.37,GEC1108,279462405136562728578718390857283856578
110上,GEC 111300,"思想經典：《周易》選讀
Selected Readings of Changes","黃忠天HUANG, CHUNG-TIEN",68,3.48,0.59,GEC1113,4064324544228257285657871677285787184736978
110上,GEC 111400,"思想經典：《韓非子》選讀
Selected Readings of Han Feizi","洪巳軒HUNG, SZU-HSUAN",47,3.39,0.93,GEC1114,279462405136562728578718390857283856578
110上,GEC 111501,"統計思維與分析
Statistical Thinking and Analysis","張延彰CHANG, YEN-CHANG",58,4.12,0.37,GEC1115,24373243102443267726578718969786772657871
110上,GEC 111502,"統計思維與分析
Statistical Thinking and Analysis","張延彰CHANG, YEN-CHANG",79,4.16,0.36,GEC1115,24373243102443267726578718969786772657871
110上,GEC 111503,"統計思維與分析
Statistical Thinking and Analysis","張延彰CHANG, YEN-CHANG",54,4.25,0.17,GEC1115,24373243102443267726578718969786772657871
110上,GEC 112200,"思想經典：《莊子》
Classics of Eastern Thought: Chuang Tzu","楊儒賓YANG, RUR-BIN",60,3.49,0.72,GEC1122,26954207543605189657871828582667378
110上,GEC 120100,"當代生命科學
Contemporary Biology and Your Life","周秀專CHOU, HSIU-CHUAN",61,3.59,0.85,GEC1201,21608311682356067727985728373856772856578
110上,GEC 120201,"生態體系與全球變遷
Eco-system and Global Changes","游能悌YU, NENG-TI",60,3.93,0.71,GEC1202,2821633021247168985786978718473
110上,GEC 120202,"生態體系與全球變遷
Eco-system and Global Changes","游能悌YU, NENG-TI",60,3.95,0.55,GEC1202,2821633021247168985786978718473
110上,GEC 120203,"生態體系與全球變遷
Eco-system and Global Changes","王俊秀WANG, CHIN-SHOU",87,4.0,0.5,GEC1202,295792042631168876578716772737883727985
110上,GEC 120301,"心理學與現代生活
Psychology and Modern Life","李姝慧LEE, SHU-HUI",49,3.46,0.81,GEC1203,264462300524935766969837285728573
110上,GEC 120302,"心理學與現代生活
Psychology and Modern Life","李姝慧LEE, SHU-HUI",46,3.46,0.79,GEC1203,264462300524935766969837285728573
110上,GEC 120303,"心理學與現代生活
Psychology and Modern Life","陳舜文CHEN, SHUN-WEN",45,3.7,0.45,GEC1203,3851533308259916772697883728578876978
110上,GEC 120304,"心理學與現代生活
Psychology and Modern Life","李昆樺LEE, KUN-HUA",54,3.11,0.91,GEC1203,264462611827194766969758578728565
110上,GEC 120601,"群眾的心理分析
Psychoanalysis of Group","蔣興儀CHIANG, HSING-YI",34,3.95,0.52,GEC1206,34083332882073667727365787172837378718973
110上,GEC 120602,"群眾的心理分析
Psychoanalysis of Group","蔣興儀CHIANG, HSING-YI",35,4.06,0.29,GEC1206,34083332882073667727365787172837378718973
110上,GEC 120700,"自然環境之變遷與永續
Changes and Sustainability of Nature","顏士清YEN, SHIH-CHING",86,3.52,0.91,GEC1207,389912276328165896978837273726772737871
110上,GEC 130100,"認識藝術：視覺藝術
Understanding Art: Visual Arts","馬孟晶MA, MENG-CHING",48,3.44,1.13,GEC1301,3934023391262307765776978716772737871
110上,GEC 130401,"藝術與社會
Art and Society","梅韻秋MEI, YUN-CHIU",47,3.27,1.04,GEC1304,26757389073117977697389857867727385
110上,GEC 130402,"藝術與社會
Art and Society","梅韻秋MEI, YUN-CHIU",50,3.38,0.8,GEC1304,26757389073117977697389857867727385
110上,GEC 130700,"文學經典：台灣文學選讀
Classic of Literature: Selection from Classics in Taiwanese Literature","陳惠齡HUANG CHEN, WEI-LIN",48,3.81,0.58,GEC1307,385152480040801728565787167726978876973767378
110上,GEC 130800,"藝術經典：西洋藝術名作精選
The Canon of Art: Selected Masterpieces of Western Art","梅韻秋MEI, YUN-CHIU",44,3.42,0.81,GEC1308,26757389073117977697389857867727385
110上,GEC 130900,"認識藝術：電影藝術
Understanding Art: Film Art","蕭菊貞HSIAO, CHU-CHEN",89,3.44,1.0,GEC1309,341573373835998728373657967728567726978
110上,GEC 131000,"認識藝術：音樂
Understanding Art : Music","陳孟亨CHEN, MENG-HENG",49,3.76,0.98,GEC1310,385152339120136677269787769787172697871
110上,GEC 131101,"藝術經典：中國藝術名品
Art Historical Canon: Chinese Art","馬孟晶MA, MENG-CHING",30,3.44,0.96,GEC1311,3934023391262307765776978716772737871
110上,GEC 131102,"藝術經典：中國藝術名品
Art Historical Canon: Chinese Art","馬孟晶MA, MENG-CHING",49,3.59,0.88,GEC1311,3934023391262307765776978716772737871
110上,GEC 131301,"文化與創意：文創產品設計與設計思考
Innovative design and its Design Thinking","黃致傑HUANG, CHIH-CHIEH",49,3.8,0.76,GEC1313,4064333268206257285657871677273726772736972
110上,GEC 131302,"文化與創意：文創產品設計與設計思考
Innovative design and its Design Thinking","黃致傑HUANG, CHIH-CHIEH",45,3.98,0.88,GEC1313,4064333268206257285657871677273726772736972
110上,GEC 131400,"認識藝術：戲劇
Understanding Art: Theatre Arts","石婉舜SHIH, WAN-SHUN",61,3.75,0.57,GEC1314,3070723113333088372737287657883728578
110上,GEC 131500,"藝術經典：中國歷代主流工藝
Art Classics: Chinese Crafts and Decorative Arts","楊美莉YANG, MEI-LI",52,3.24,0.81,GEC1315,269543265433673896578717769737673
110上,GEC 131600,"藝術經典：中國玉器與考古
Art Classics: Chinese Archaic Jade and Archaeology","楊美莉YANG, MEI-LI",55,3.27,0.9,GEC1316,269543265433673896578717769737673
110上,GEC 131800,"藝術經典：近代建築藝術發展源流
Art Classics: The Origin and Development of Modern Architecture","吳光庭WU, KWANG-TYNG",54,3.37,0.72,GEC1318,2155520809242378785758765787184897871
110上,GEC 140202,"社會文化分析
Social and cultural Analysis","謝小芩HSIEH, HSIAO-CHIN",42,3.35,0.64,GEC1402,3561323567334497283736972728373657967727378
110上,GEC 140203,"社會文化分析：跨文化比較
Social and Cultural Analysis: Cross-Cultural Comparison","賴婉琪LAI, YUEN-KI",22,3.87,0.51,GEC1402,360842311329738766573898569787573
110上,GEC 140204,"社會文化分析：跨文化比較
Social and Cultural Analysis: Cross-Cultural Comparison","賴婉琪LAI, YUEN-KI",31,3.59,0.79,GEC1402,360842311329738766573898569787573
110上,GEC 140205,"社會文化分析
Social and cultural Analysis","鄭志鵬CHENG, CHIH-PENG",46,3.84,0.27,GEC1402,37165245354030067726978716772737280697871
110上,GEC 140300,"媒體探索與反思
Media Understanding and Rethinking","翁曉玲WENG, HSIAO-LING",60,3.31,0.65,GEC1403,32705263132961887697871728373657976737871
110上,GEC 140401,"全球政治經濟學
Global Political Economy","李文政LEE,WEN-CHENG",46,2.85,0.96,GEC1404,2644625991259197669698769786772697871
110上,GEC 140402,"全球政治經濟學
Global Political Economy","方天賜FANG, TIEN-SZE",51,3.64,0.75,GEC1404,2604122825360607065787184736978839069
110上,GEC 140403,"全球政治經濟學
Global Political Economy","方天賜FANG, TIEN-SZE",57,3.75,0.68,GEC1404,2604122825360607065787184736978839069
110上,GEC 140600,"社會學經典名著
Classic Works of Sociology","賴婉琪LAI, YUEN-KI",34,3.62,0.71,GEC1406,360842311329738766573898569787573
110上,GEC 150101,"科學革命
The Scientific Revolution","徐光台HSU, KUANG-TAI",40,3.16,1.01,GEC1501,2446420809214887283857585657871846573
110上,GEC 150102,"科學革命
The Scientific Revolution","英家銘YING, JIA-MING",58,3.6,0.81,GEC1501,3352123478375288973787174736577737871
110上,GEC 150103,"科學革命
The Scientific Revolution","琅元VOLKOV, ALEXEI KARLOVITCH",55,3.38,0.89,GEC1501,297012080386797675798665766988697375658276798673846772
110上,GEC 150201,"科技與社會
Science, Technology and Society","林文源LIN, WEN-YUEN
林宗德LIN, TZUNG-DE",46,3.66,0.86,GEC1502,2651925991283047673788769788985697826519234472450376737884908578716869
110上,GEC 150202,"科技與社會
Science, Technology and Society","林宗德LIN, TZUNG-DE",41,3.68,0.53,GEC1502,26519234472450376737884908578716869
110上,GEC 150203,"科技與社會
Science, Technology and Society","林宗德LIN, TZUNG-DE",30,3.75,0.5,GEC1502,26519234472450376737884908578716869
110上,GEC 150400,"前近代科學史
Introduction to the History of Pre-Modern Science","琅元VOLKOV, ALEXEI KARLOVITCH",155,3.71,0.56,GEC1504,297012080386797675798665766988697375658276798673846772
110上,GEC 150700,"環境治理與管理
Environmental Governance and Management","申欽鳴SHIN, KYOUNG-MUN",5,2.94,1.51,GEC1507,30003274534018083727378758979857871778578
110上,GEC 150800,"東亞科學經典：《九章算術》與早期中華帝國
The Nine Chapters of Mathematical Art and the World of Early Imperial China","英家銘YING, JIA-MING",50,4.04,0.9,GEC1508,3352123478375288973787174736577737871
110上,GEC 160100,"文學經典：李杜詩選讀
Selections from the Poetry of Li Bai and Du Fu","向懿柔HSIANG, I-JOU",59,3.73,0.46,GEC1601,21521250872658072837365787173747985
110上,GEC 160201,"文學經典：《詩經》選讀
Selections from the Book of Odes","王月秀WANG, YUE-SHIOU",49,3.98,0.54,GEC1602,295792637631168876578718985698372737985
110上,GEC 160202,"文學經典：《詩經》選讀
Selections from the Book of Odes","陳燕梅CHEN, YEN-MEI",55,3.93,0.92,GEC1602,38515291412675767726978896978776973
110上,GEC 160300,"思想經典：《論》《孟》選讀
The selected readings of Lun Yu and Men Zu","徐其寧HSU, CHI-NING",50,3.61,0.67,GEC1603,24464208542352772838567727378737871
110上,GEC 160601,"文學經典：《左傳》選讀
Selections from the Tso Chuan","謝明憲HSIEH, MING-HSIEN",57,3.57,0.62,GEC1606,3561326126250107283736972777378717283736978
110上,GEC 160602,"文學經典：《左傳》選讀
Selections from the Tso Chuan","賴昶亘LAI, CHANG-XUAN",41,3.76,0.27,GEC1606,360842616620120766573677265787188856578
110上,GEC 161000,"文學經典：《史記》選讀
Selections from the Records of Grand Historian","張菀琤CHANG, WAN-CHENG",36,3.15,1.12,GEC1610,24373337282973267726578718765786772697871
110上,GEC 161100,"文學經典：魏晉風流與文學
Readings in the Wei and Jin Dynasties Literature","林宏安LIN, HUNG-AN",57,3.59,0.79,GEC1611,265192343923433767378728578716578
110上,GEC 161200,"思想經典：《莊子》選讀
The selected readings of Zhuang Zi","賴昶亘LAI, CHANG-XUAN",45,3.72,0.66,GEC1612,360842616620120766573677265787188856578
110上,GEC 161300,"思想經典：《六祖壇經》選讀
Reading Classics in Eastern Philosophy: the Platform Sutra of the Sixth Patriarch","王月秀WANG, YUE-SHIOU",50,3.73,0.78,GEC1613,295792637631168876578718985698372737985
110上,GEC 170501,"歷史思維：歷史學家如何想問題
Historical thinking：How do Historians think?",陳麗華CHEN LI HUA,51,3.99,0.27,GEC1705,385154059933775677269787673728565
110上,GEC 170502,"歷史思維：歷史學家如何想問題
Historical thinking：How do Historians think?",陳麗華CHEN LI HUA,48,3.57,1.0,GEC1705,385154059933775677269787673728565
110上,GOM 550400,"管理數量方法
Quantitative Methods in Management",林東盈DUNG-YING LIN,1,4.0,0.0,GOM5504,2651926481304086885787189737871767378
110上,GPTS 511200,"臺灣社會與文化專題
Special Topics on Cultures and Societies of Taiwan","邱鴻霖CHIU, HUNG-LIN",12,3.84,0.4,GPTS5112,3704140251386786772738572857871767378
110上,GPTS 511700,"都市空間與社會
Urban Space and Social Life in Taiwan",許瀞文CHING-WEN HSU,13,3.69,1.08,GPTS5117,3537728702259916772737871876978728385
110上,GPTS 521600,"現代文學研究與實作
Research and Practice of Modern Literature","劉柳書琴LIU, LIU SHU QIN",14,4.15,0.15,GPTS5216,21129266112636029748767385767385837285817378
110上,GPTS 522000,"次文化專題
Studying on Subculture","王威智WANG, WEI-CHIH",13,4.12,0.22,GPTS5220,2957923041262348765787187697367727372
110上,HBA 500200,"健康政策導論
Introduction to Health Policy","嚴秀茹YEN, HSIU-JU
陳仲嶙CHEN, CHUNG-LIN
林世昌LIN, SHIH-CHANG",15,4.06,0.25,HBA5002,221963116833593896978728373857485385152021023961677269786772857871767378265191999026124767378837273726772657871
110上,HBA 500300,"醫療財務管理
Healthcare Financial Management","林哲群LIN, CHE-CHUN
張焯然CHANG, JOW-RAN",15,4.3,0.0,HBA5003,265192174632676767378677269677285782437328975289826772657871747987826578
110上,HBA 500400,"健康產業行銷管理
Marketing in Healthcare Industry","丘宏昌CHIU, HUNG-CHANG
吳清炎WU. CHING-YAN",30,4.02,0.19,HBA5004,1999223439261246772738572857871677265787121555281652881487856772737871896578
110上,HIS 111000,"中國歷史的演變發展二
Continuity and Change in Chinese History (II)","張元CHANG, YUEN",58,3.48,0.91,HIS1110,2437320803677265787189856978
110上,HIS 212600,"歷史文化經典：《資治通鑑》—西晉興亡
Selected Readings of Tzu-chih t'ung-chien: The Rise and Fall of Western Jin Dynasty","許松源SHU, SUNG-YUAN",60,3.47,0.85,HIS2126,3537726494283048372858385787189856578
110上,HIS 213100,"歷史文化經典：中國上古歷史人物淺談
An Analysis of Chinese Historical Personages","許松源SHU, SUNG-YUAN",58,2.87,1.05,HIS2131,3537726494283048372858385787189856578
110上,HIS 213500,"歷史思維：人人都是史學家
Historical Thinking: We are all historians","李毓中LEE, YU-CHUNG
洪維晟HUNG,WEI-SHENG",131,3.98,0.32,HIS2135,26446276032001376696989856772857871279463217326207728578718769738372697871
110上,HIS 233000,"歷史文化經典：《資治通鑑(西漢)》選讀
Selected Readings from Zizhi tongjian （Comprehensive mirror to aid in government）：Western Han Dyn","張元CHANG, YUEN",70,3.76,0.56,HIS2330,2437320803677265787189856978
110上,HIS 233300,"歷史與世界：近代世界的形成
History and the World: the Making of the Modern World","馬文英MA, WEN-YING",67,2.64,1.6,HIS2333,393402599133521776587697889737871
110上,HIS 240200,"台灣文化史
The History of Taiwan Culture","黃子寧HUANG,TZU-NING",76,3.86,0.52,HIS2402,406432337623527728565787184908578737871
110上,HIS 260500,"德國史
The German History","馬文英MA, WEN-YING",75,3.16,1.02,HIS2605,393402599133521776587697889737871
110上,HIS 503600,"歷史研究與討論
Seminar on Historical Researches","毛傳慧MAU, CHUAN-HUI",14,3.48,0.77,HIS5036,2761120659249357765856772856578728573
110上,HIS 504000,"日文名著精選
Reading in Japanese Documents","黃依妹HUANG, I-MEI",7,4.3,0.0,HIS5040,406432038122969728565787173776973
110上,HIS 510300,"e-考據與歷史研究
e-Evidential Research and Studies in History","黃一農HUANG, YI-LONG",7,3.94,0.32,HIS5103,4064319968367867285657871897376797871
110上,HIS 514700,"滿文歷史文獻導讀
Introduction to Manchu Historical Sources","吳國聖WU, KUO-SHENG",11,3.94,0.38,HIS5147,21555222833285487857585798372697871
110上,HIS 575800,"科學史導論
Introduction to the History of Science","琅元VOLKOV, ALEXEI KARLOVITCH",1,3.7,0.0,HIS5758,297012080386797675798665766988697375658276798673846772
110上,HIS 608400,"近世江南城市文化研究
Jiangnan Urban Culture in Early Modern China","馬雅貞MA, YA-CHEN",2,3.85,0.15,HIS6084,3934038597359987765896567726978
110上,HIS 610900,"臺灣史研究專題
Seminar on Taiwan History","邱馨慧CHIU, HSIN-HUI",5,4.0,0.0,HIS6109,3704139336249356772738572837378728573
110上,HIS 673500,"技術圖像史專題
History of Technical Images","王憲群WANG, HSIEN-CHUN",2,4.0,0.0,HIS6735,29579250103267687657871728373697867728578
110上,HIS 700800,"英文歷史文獻選讀
Selected reading of English historical materials","毛傳慧MAU, CHUAN-HUI
英家銘YING, JIA-MING",7,3.8,0.39,HIS7008,27611206592493577658567728565787285733352123478375288973787174736577737871
110上,HSS 100100,"台灣啟航：跨領域的解讀與對話
Taiwanese Society: Interdisciplinary Dialogue","張嘉鳳CHANG, CHIA-FENG",104,3.85,0.56,HSS1001,24373220254017967726578716772736570697871
110上,HSS 101100,"人文思維：哲學基本問題
Central Problems in Philosophy","鄭喜恒CHENG, HSI-HENG",107,3.66,0.78,HSS1011,371652191624658677269787172837372697871
110上,HSS 110000,"史學導論
Introduction to History","李卓穎LI, CHO-YING",17,3.32,0.67,HSS1100,264462133131310767367727989737871
110上,HSS 140000,"社會學導論
Introduction to Sociology","姚人多YAO, JEN-TO",109,3.46,0.74,HSS1400,2300220154228108965797469788479
110上,HSS 150000,"人類學導論
Introduction to Anthropology","陳中民CHEN, CHUNG-MIN",81,3.47,0.94,HSS1500,385152001327665677269786772857871777378
110上,HSS 200500,"經典閱讀：人文社會科學經典閱讀
EReadings in the Classics for the Humanities and Social Sciences (E)","魏捷茲WILKERSON, JAMES RUSSELL",15,3.15,1.67,HSS2005,397592546333586877376756982837978746577698382858383697676
110上,HSS 201200,"社會連結：社會創新與人文實踐
Social innovation and human practice","李天健LEE, TIEN-CHIEN",23,4.13,0.15,HSS2012,264462282520581766969847369786772736978
110上,HSS 202100,"自由與行動
Freedom and Action","李天健LEE, TIEN-CHIEN",15,3.63,0.59,HSS2021,264462282520581766969847369786772736978
110上,HSS 202500,"意識、記憶與腦科學的解釋
Neuroscience Interpretations concerning the Problem of Consciousness and Memory","江安世CHIANG, ANN-SHYN
蔡英俊TSAI, YING-CHUN",16,3.88,0.73,HSS2025,27743234331999067727365787165787883728978340813352120426848365738973787167728578
110上,HSS 202600,"社區營造導論
Introduction of Community Empowerment","王俊秀WANG, CHIN-SHOU",29,3.98,0.37,HSS2026,295792042631168876578716772737883727985
110上,HSS 211700,"商品的世界史
The World History of Trade Goods","邱馨慧CHIU, HSIN-HUI",32,3.97,0.17,HSS2117,3704139336249356772738572837378728573
110上,HSS 211800,"中國中古史
An Introduction to Chinese Medieval History","施淳益SHIH, CHUN-YI",10,3.46,0.67,HSS2118,26045281473041083727372677285788973
110上,HSS 220000,"邏輯
Logic","鄭志忠JENG, JYH-JONG",32,2.58,1.5,HSS2200,3716524535245447469787174897274797871
110上,HSS 220100,"形上學
Metaphysics","陳思廷CHEN, SZU-TING",16,2.98,1.32,HSS2201,3851524605243116772697883908584737871
110上,HSS 230000,"語言分析
Linguistic Analysis",梅思德MEISTERERNST BARBARA,9,4.01,0.4,HSS2300,26757246052450377697383846982698278838466658266658265
110上,HSS 230200,"比較語法
Syntax  from a comparative perspective","廖家萱LIAO, CHIA-HSUAN",13,4.06,0.36,HSS2302,24278234783384176736579677273657283856578
110上,HSS 240100,"古典社會學理論
Classical Sociological Theory","李韶芬LEE, SHAO-FEN",42,3.8,0.74,HSS2401,26446389023345276696983726579706978
110上,HSS 240200,"社會學研究方法一
Social Research Methods (I)","古明君KU, MING-CHUN",40,3.72,0.52,HSS2402,21476261262153175857773787167728578
110上,HSS 250300,"人類學的實踐
Practice of Anthropology","李威宜LEE, WEI-I",17,3.59,0.71,HSS2503,26446230412345276696987697373
110上,HSS 251800,"台灣原住民族研究
Interdisciplinary research on Formosan indigenous peoples","顧坤惠KU, KUN-HUI",21,3.57,0.62,HSS2518,3901522372248007585758578728573
110上,HSS 270000,"性別學導論
Introduction to Gender Studies","沈秀華SHEN, HSIU-HUA",58,3.53,0.91,HSS2700,2778431168337758372697872837385728565
110上,HSS 290000,"台灣文學史
The History of Taiwanese Literature","王鈺婷WANG, YU-TING",39,3.77,0.41,HSS2900,29579374342315987657871898584737871
110上,HSS 291000,"文化資源調查與應用
Cultural Resources Investigation and Application","鄧慧恩TENG, HUI-EN",11,3.43,1.15,HSS2910,371592493524681846978717285736978
110上,HSS 300800,"跨領域對話：新世紀的社會與文化（四）－主
Disciplinary Dialogue: Culture and Society in the 21st Century IV","黃應貴HUANG, YING-KUEI",30,3.02,0.94,HSS3008,40643250333602072856578718973787175856973
110上,HSS 310300,"中國思想文化史
Chinese Intellectual and Cultural History","李卓穎LI, CHO-YING",21,4.03,0.24,HSS3103,264462133131310767367727989737871
110上,HSS 311000,"中國史
Chinese History","張永堂CHANG, YUNG-TANG",12,4.15,0.15,HSS3110,24373277042253067726578718985787184657871
110上,HSS 312500,"絲綢之路歷史導論
Introduction to the History of the Silk Road","吳國聖WU, KUO-SHENG",5,4.12,0.15,HSS3125,21555222833285487857585798372697871
110上,HSS 314600,"東亞殖民地比較：香港與台灣
Colonial comparison in East Asia: Hong Kong and Taiwan",陳麗華CHEN LI HUA,21,3.64,0.42,HSS3146,385154059933775677269787673728565
110上,HSS 315400,"戰後臺灣的政治與社會變遷
Political and Social Changes of Taiwan in Postwar Period","王憲群WANG, HSIEN-CHUN
陳肇萱CHEN, CHAO-HSUAN",7,4.17,0.22,HSS3154,2957925010326768765787172837369786772857838515329033384167726978677265797283856578
110上,HSS 320700,"現象學
Phenomenology","黃文宏HUANG, WEN-HONG",20,3.21,1.04,HSS3207,406432599123439728565787187697872797871
110上,HSS 323800,"黑格爾的《精神現象學》
Hegel’s Phenomenology of Spirit","鄭喜恒CHENG, HSI-HENG",38,3.45,1.11,HSS3238,371652191624658677269787172837372697871
110上,HSS 323900,"馬克思
Karl Marx","張旺山CHANG, WANG-SHAN",11,3.53,1.13,HSS3239,24373261062366567726578718765787183726578
110上,HSS 324000,"價值理論導論
Introduction to Value Theory","簡士傑JIAN, SHR-JIE",11,3.85,0.42,HSS3240,31777227632062574736578837282747369
110上,HSS 330500,"語言習得概論
Introduction to  Language Acquisition","蘇宜青SU, YI-CHING",12,3.48,1.21,HSS3305,343112345238738838589736772737871
110上,HSS 331300,"世界語言語法結構通論
Grammatical Structures of World's Languages","廖秀娟LIAO, HSIU-CHUAN",22,3.89,0.38,HSS3313,24278311682307176736579728373856772856578
110上,HSS 331700,"語用與語意及語境之互動
Pragmatics and the interaction of meaning and context","謝易達HSIEH, I-TA",16,3.58,1.22,HSS3317,3561326131369487283736972738465
110上,HSS 340100,"社會統計
Social Statistics","陳明祺CHEN, MING-CHI",47,3.6,1.32,HSS3401,3851526126310986772697877737871677273
110上,HSS 341700,"政治與社會
Politics and Society","姚人多YAO, JEN-TO",40,3.7,0.59,HSS3417,2300220154228108965797469788479
110上,HSS 343300,"族群與社會
Ethnicity and Society","張容嘉CHANG, JUNG-CHIA",5,4.0,0.27,HSS3433,24373234812202567726578717485787167727365
110上,HSS 344800,"國際現勢研究
Current International Relations","方天賜FANG, TIEN-SZE",17,3.85,0.44,HSS3448,2604122825360607065787184736978839069
110上,HSS 346800,"公民審議的理論與實踐
TheoryandPracticeofDeliberativeDemocracy","林祐聖LIN, YU-SHENG",10,4.12,0.2,HSS3468,26519310563285476737889858372697871
110上,HSS 348100,"當代中國政府與政治
Government and Politics of Contemporary China","陶逸駿TAO, YI-CHUN",22,3.59,0.94,HSS3481,385183692039423846579897367728578
110上,HSS 348200,"科技與社會導論
Introduction to Science, Technology and Society","黃令名HUAGN, LING-MING",17,3.18,1.35,HSS3482,40643201962151772856571787673787177737871
110上,HSS 348300,"舞蹈社會學：身體與空間經驗
The Sociology of Dance: Physical and Spatial Experience","洪意凌HUNG, YI-LING",13,3.99,0.23,HSS3483,27946248472094072857871897376737871
110上,HSS 350500,"東南亞族群與文化
Peoples and Cultures of Southeast Asia","高進榮GALIPEAU, BRENDAN ARTHUR",27,3.07,1.39,HSS3505,396403691427054716576738069658566826978686578658284728582
110上,HSS 353100,"新自由主義與地方文化
Neoliberalism and Local Cultures","黃應貴HUANG, YING-KUEI",3,4.2,0.14,HSS3531,40643250333602072856578718973787175856973
110上,HSS 353800,"當代社會的宗教
Religion in the Contemporary Society","呂玫鍰LU, MEI-HUAN",9,3.52,1.0,HSS3538,215702961137744768577697372856578
