0,1,2,3,4,5
11010GE  108200,從日常到科幻的有趣物理學Interesting physics from daily life to scientific fantasies,"鄭宜帆CHENG, YI-FAN",45,3.4,0.8
11010GE  108300,法律與文學Law and Literature,"黃仁俊HUANG,REN-JYUN",50,3.91,0.56
11010GE  108600,基礎素描Element of Art,"唐唐發TANG, TANG-FA",19,3.75,0.58
11010GE  108800,唐宋詞人的心靈世界The Inner World of Ci Poets in the Tang and Song Dynasties,"黃雅莉HUANG, YA-LI",43,3.98,0.56
11010GE  109601,陶藝製作Clay Work,"吳建福WU, CHIEN-FU",30,3.83,0.56
11010GE  109602,陶藝製作Clay Work,"吳建福WU, CHIEN-FU",30,4.01,0.12
11010GE  111300,"百年來的中華民國對外關係Foreign Relations of Republic of China, 1912-now","張棋炘CHANG, CHI-SHIN",39,4.07,0.56
11010GE  112800,世界古文明History of Ancient World Civilization,"陳冠穎CHEN, KUAN-YING",57,3.17,0.86
11010GE  113500,媒體影響與社會問題Media Effects and Social Problems,"簡立易CHIEN, LI-YI",26,3.58,0.86
11010GE  114600,現代藝術創作專題Art Project,"林甫珊LIN, FU-SHAN",18,3.98,0.39
11010GE  114800,城市與文學City and literature,"蔣興立CHIANG, HSIN-LI",50,4.17,0.31
11010GE  115100,認識真菌Knowing Fungi,"陳復琴TSCHEN, EDELGARD",60,3.94,0.51
11010GE  115601,水墨技法與美學：山水畫Techniques and Aesthetics of Ink Painting: Landscape Painting,"袁慧莉YUAN, HUI-LI",8,4,0
11010GE  115602,水墨技法與美學：山水畫Techniques and Aesthetics of Ink Painting: Landscape Painting,"袁慧莉YUAN, HUI-LI",8,4,0.15
11010GE  115800,台灣當代戲曲Taiwan Contemporary Xiqu,"吳岳霖WU, YUE-LIN",60,4.03,0.25
11010GE  117300,中亞國際關係Central Asia: Politics and Society and Contested Powers,"侍建宇SHIH, CHIEN-YU",64,3.46,0.58
11010GE  118300,中東地區研究The Research of Middle East Region,"葉長城YEH, CHANG-CHEN",47,3.81,0.37
11010GE  118600,台灣民謠與文化Taiwanese Folk Songs and Culture,"簡上仁CHIEN, SHANG-JEN",51,3.26,0.79
11010GE  119600,版畫實驗Print Making,"林甫珊LIN, FU-SHAN",19,3.68,0.96
11010GE  119800,十八世紀英國的藝術與社會Introduction to Eighteenth-century English Art and Society,"蕭智尹HSIAO, CHIH-YIN",31,3.99,0.18
11010GE  120500,媒體與社會Media and Society,"陳千惠CHEN, CHIEN-HUI蒯亮LIANG, KUAI",22,3.59,1.07
11010GE  120601,油畫Oil Painting,"唐唐發TANG, TANG-FA",20,3.94,0.28
11010GE  120602,油畫Oil Painting,"唐唐發TANG, TANG-FA",19,3.72,0.54
11010GE  122100,環保與生活 Environmental Protection and Life,"杜明進TU, MING-CHIN",86,3.75,0.62
11010GE  123300,身心障礙理論與權益The Introduction of  Disability and Civil Rights,"黃國晏HUANG, KUO-YEN",48,4.08,0.23
11010GE  123600,世界音樂文化導論Introduction to World Music,"趙慧璿CHAO, HUI-HSUAN",25,3.02,1.26
11010GE  124500,行銷管理Marketing Management,"洪淑芳HUNG, SHU-FANG",80,4,0.24
11010GE  125600,中國器樂賞析Chinese Instrumental Music Appreciation,"林心智LIN, HSIN-CHIH",68,3.92,0.45
11010GE  125700,聖經與人生Bible and Life,"麥偉基MAK WAI KEI李哲榮LEE, CHE-RUNG王道維WANG, DAW-WEI蔡仁松TSAY, REN-SONG",43,3.3,1.02
11010GE  125800,歐洲經濟社會史Economic and Social History of Europe,"何萍HO, PING",31,3.95,0.81
11010GE  126600,台灣美術與地方風土Taiwanese Art and Local Culture,"黃琪惠HUANG,CHI-HUI",12,4.23,0.18
11010GE  126800,古典詩歌選讀Selected Reading of Classical Poetry,"黃雅莉HUANG, YA-LI",15,3.93,0.56
11010GE  128600,插畫技法與運用Drawing skills and application,"林鴻堯LIN, HUNG-YAO",20,3.87,0.22
11010GE  129400,空間的社會與文化分析Social and Cultural Analysis of Space,"吳哲良WU, CHE-LIANG",44,3.79,0.58
11010GE  130300,創傷與社會Trauma and Society,"蔣興儀CHIANG, HSING-YI",33,3.95,0.83
11010GE  130500,電視製作的理論與實務Television Production,"曾行宜TSENG, HSING-I",44,3.96,0.76
11010GE  131600,數位美學Digital aesthetics,"邱誌勇CHIU, CHIH-YUNG",15,3.03,1.84
11010GE  131800,現代詩選讀Chinese Modern Poetry,"陳柏伶CHEN, PO-LING",42,3.81,0.55
11010GE  132300,國際時事與英語溝通Current Events & English Communication,"嚴震生YEN, CHEN-SHEN",47,3.38,0.78
11010GE  132800,"中國神話故事選讀Selective Readings for ""The Chinese Mythology""","陳燕梅CHEN, YEN-MEI",52,4.03,0.84
11010GE  134100,上山下海看台灣地質歷史Field observations of Taiwan's geological history,"游能悌YU, NENG-TI",23,4.06,0.38
11010GE  134500,廣告學概論Introduction to Advertising,"蒯亮LIANG, KUAI",42,3.9,0.41
11010GE  134600,電影配樂發展史與風格賞析The History of Film Scoring--Analysis and Development,"邱亭雅CHIU, TING-YA",60,4.04,0.37
11010GE  135600,歌劇欣賞--莫扎特Opera Appreciation-W.A Mozart,"彭文几PERNG, WEN-JI",42,3.73,0.6
11010GE  136500,高科技人力資源管理--基礎與實務應用Human Resource Management-- fundamentals and Practice,"洪淑芳HUNG, SHU-FANG",73,3.87,0.53
11010GE  137300,歐洲政府與政治European Governments and Politics,"張福昌CHANG, FU-CHANG",44,3.42,1.09
11010GE  137500,職場溝通學Business Communications,"彭冠宇PENG, KUAN-YU",69,4.11,0.24
11010GE  138200,繽紛海洋生命Introduction to Marine Life,"楊樹森YANG, SHU-SEN",51,3.48,1.11
11010GE  138500,經濟史的趣味Having Fun with Economic History,"賴建誠LAI, CHENG-CHUNG",20,3.74,1.06
11010GE  138600,京劇新美學：探索體驗New Aesthetic of Jingju :Exploration and Experiences,"羅仕龍LO, SHIH-LUNG林佳儀LIN, CHIA-YI",9,4.1,0.24
11010GE  139400,性別思考Gender Thinking,"陸品妃LU, PIN-FEI",35,3.83,0.76
11010GE  140400,遊戲與動漫導論An Introduction of Game and Anime,"梁世佑LIANG, SHIH-YU",61,3.39,1.09
11010GE  140500,產業創新與生涯探索Industry Innovation and Career development,"商雅婷SHANG, YA-TING蔡協亨TSAI, HSIEH-HENG李佳玫LI, CHIA-MEI",98,4.06,0.21
11010GE  140800,幽默與文化：西洋文學舉隅Humor and Culture: Examples from Western Literature,"陳麒方CHEN, CHI-FANG",37,3.66,0.67
11010GE  141300,消費者保護之理論與實務The Theory and Practice of Consumer Protection Law,靳邦忠 ,74,3.78,0.65
11010GE  141500,策與勢：運籌帷幄到大數據決策Decision and Context: Strategy to Big Data Decisions,"簡禎富CHIEN, CHEN-FU",40,4.26,0.14
11010GE  142800,旅讀苗栗能源相關礦業與聚落的歷史An exploration to the energy industry and communities in Miaoli County,"王憲群WANG, HSIEN-CHUN",13,4,0
11010GE  143800,認識甲骨文字與古代中國文化Oracle Bone Scripts and Ancient Chinese Culture,"江柏毅CHIANG, PO-YI",19,3.59,0.37
11010GE  144300,恐怖主義與反恐Terrorism and Anti-Terrorism,"侍建宇SHIH, CHIEN-YU",64,3.35,0.83
11010GE  144400,愛情關係的發展與經營Development and management of love relationship,"楊雅婷YANG, YA-TING",53,3.7,0.58
11010GE  144800,塹城生活文史調查Fieldwork for Culture and History in Hsinchu,"張繼瑩CHANG, CHI-YING徐淑賢HSU,SHU-HSIEN",7,4.26,0.11
11010GE  145300,兩岸關係與政策發展The Development of the Cross-Strait Relations and Policy,"徐銘謙HSU, MING-CHIEN",24,3.26,0.8
11010GE  145800,近世旅行史Travel History of Pre-modern World,"吳雅婷WU, YA-TING",27,3.11,1.57
11010GE  149300,認識著作權Learning the Rules of Taiwan's Copyright Law,"胡中瑋HU, CHUNG-WEI",59,3.79,0.63
11010GE  150300,國家責任與賠償Country Liability and Compensation,"許宏達HSU, HUNG-TA",125,4.14,0.25
11010GE  152400,印度文化概論Introduction to Indian Culture,"董玉莉TUNG, YU-LI",24,3.7,0.56
11010GE  153300,非洲政治Politics of Africa,"嚴震生YEN, CHEN-SHEN",13,3.2,1.04
11010GE  154300,美國研究American Studies,"何志勇HO, CHIH-YUNG",50,3.32,0.89
11010GE  154400,弗洛伊德與精神分析Freud and Psychoanalysis,"高榮禧KAO, JUNG-HSI",133,3.84,0.45
11010GE  154600,策展理論與實務Organizing Art Exhibitions :Theory and Practices,"賴小秋LAI, HSIAO-CHIU",16,3.89,0.36
11010GE  155600,公共藝術賞析Public Art,"賴小秋LAI, HSIAO-CHIU",79,3.83,0.36
11010GE  157600,"建築文化與社會ON ARCHITECTURE, its cultural characters and social significances","林洵可LIN, SHYUN-KEE",47,3.38,0.53
11010GE  158400,當代國際議題研究Current important issues in international Relations,"方天賜FANG, TIEN-SZE",49,3.72,0.77
11010GE  158600,戲劇表演Theatre acting,"安原良AN, YUAN-LIANG",18,3.79,0.21
11010GE  160300,認識音樂治療Introduction to Music Theraoy,"吳佳慧WU, CHIA HUI",60,4.17,0.56
11010GE  160400,中醫與現代生活一Traditional Chinese Medicine in Modern Life (I),"李如英LI, JU-YING",123,3.74,0.73
11010GE  160700,"科技、影像與社會Science, Visuals and Society","葉致微YEH, CHIH-WEI",46,4.25,0.11
11010GE  162200,資訊素養與倫理Information Literacy and Ethics,"區國良OU, KUO-LIANG",40,3.65,1.12
11010GE  163700,莊子的人生哲學The Philosophy of Life in Zhuangzi,"徐其寧HSU, CHI-NING",49,3.72,0.97
11010GE  168200,鑑識科學的奧妙Identify the Mysteries of Forensic Science,"任修平JEN, HSIU-PING",65,4.12,0.37
11010GE  168700,身體的知行理論The implication and cultivation of the body,"梁偉賢LEONG, WEI-HEAN",47,4.11,0.26
11010GE  169600,媒體藝術The Art of Medias,"邱永中CHIU, YUNG-CHUNG",26,3.95,0.9
11010GE  170200,基因改造食品與健康Genetically modified food and health,"黃琇珍HUANG, HSIU-CHEN",51,4,0.7
11010GE  170600,當代西方與臺灣建築特論Special Topics on Contemporary Western and Taiwanese Architecture,"吳光庭WU, KWANG-TYNG",16,3.03,1.18
11010GE  171400,音樂創作與台灣社會運動The Making of Popular Music in Taiwan Social Movement,"陳柏偉CHEN, BO-WEI",58,3.75,0.77
11010GE  172200,生活中的科學Science in Daily Life,"白培霖PAI, PEI-LIN",79,3.26,0.78
11010GE  173200,鑑識科學與犯罪預防Forensic Science and Crime Prevention,"李承龍LEE, CHENG-LUNG",81,4.25,0.14
11010GE  173202,鑑識科學與犯罪預防Forensic Science and Crime Prevention,"王明偉WANG, MING-WOEI",50,4.02,0.2
11010GE  178200,針灸與近代科學Acupuncture and Modern Sciences,"張翔CHANG, SHYANG",130,3.77,0.86
11010GE  180200,運動與健康Exercise and Health,"朱真儀CHU, CHEN-YI",55,3.52,1.09
11010GE  181600,非劇情電影賞析Non-Fiction Film Appreciation,"游惠貞YU, HUI-CHEN",42,3.26,1.03
11010GE  182400,東南亞各國國情與文化State Situations and Culture in Southeast Asia,"林若雩LIN, JUO-YU",62,3.99,0.24
11010GE  183200,運動科學概論Introduction to exercise science,"朱真儀CHU, CHEN-YI",39,3.79,0.64
11010GE  186200,"遇見科學--時間、演化、選擇的科學Science Encountered-Time, evolution, and Decisions","潘瑋PAN, WEI",57,3.72,0.66
11010GE  187200,跨領域的中醫觀Interdiscipline Viewpoint of Chinese Medicine,"鄭宏足CHENG, HUNG-TSU",60,4.14,0.17
11010GE  189200,生活化學應用：身在毒中不知毒The Application of Life Chemistry: Living in a Poisoned Environment but being Unaware,"任修平JEN, HSIU-PING",114,3.95,0.47
11010GE  190200,太空探索：理論與實踐Space Exploration: Theory and Practice,"廖瑩LIAO, YING",49,3.78,0.62
11010GE  191200,料理中的科學Science of Cooking,"張蓉CHANG, JUNG",68,3.95,0.18
11010GE  192200,微生物多樣性的科學與生活應用Science of Microbial Diversity and Human Life,"李清福LEE, CHING-FU",41,3.31,1.23
11010GE  193200,新竹半導體產業發展史Developmental History of Semiconductor Industry in Hsinchu,"王俊程WANG, JYUN-CHENG史欽泰SHIH, CHIN-TAY羅達賢LO, TA-HSIEN",49,3.8,0.4
11010GE  193600,劇本演讀Staged Readings,"安原良AN, YUAN-LIANG",17,3.71,0.26
11010GE  199400,新聞學概論Introduction to Journalism,"蒯亮LIANG, KUAI",29,3.62,0.73
11010GE  199600,音樂創作Write Some Notes for Music,"林怡君LIN, I-CHUN",101,4.08,0.39
11010GE  200101,自主學習：新情勢下的印太戰略與新南向政策Self -Planned Learning-The New Southbound Policy and Indo-Pacific Strategy in the New Situation,指導教授,4,4.3,0
11010GE  200102,自主學習：新創公司的南向市場Self -Planned Learning: Exploring Southeastern Markets for Startups,指導教授,3,4.1,0.14
11010GEC 110100,當代科學文明Contemporary Scientific Civilization,"戴東源TAI, DONG-YUAN",27,3.49,0.63
11010GEC 110200,批判思考（通識）Critical Thinking,"趙之振CHIU, CHI-CHUN",46,3.18,0.8
11010GEC 110301,價值與實踐Value and Practice,"洪巳軒HUNG, SZU-HSUAN",73,3.48,0.79
11010GEC 110302,價值與實踐Value and Practice,"洪巳軒HUNG, SZU-HSUAN",62,2.92,0.87
11010GEC 110500,數理思維Mathematical and scientific thinking,"張延彰CHANG, YEN-CHANG",45,4.19,0.2
11010GEC 110800,思想經典：《荀子》選讀Selections from the Xunzi,"洪巳軒HUNG, SZU-HSUAN",56,2.89,1.37
11010GEC 111300,思想經典：《周易》選讀Selected Readings of Changes,"黃忠天HUANG, CHUNG-TIEN",68,3.48,0.59
11010GEC 111400,思想經典：《韓非子》選讀Selected Readings of Han Feizi,"洪巳軒HUNG, SZU-HSUAN",47,3.39,0.93
11010GEC 111501,統計思維與分析Statistical Thinking and Analysis,"張延彰CHANG, YEN-CHANG",58,4.12,0.37
11010GEC 111502,統計思維與分析Statistical Thinking and Analysis,"張延彰CHANG, YEN-CHANG",79,4.16,0.36
11010GEC 111503,統計思維與分析Statistical Thinking and Analysis,"張延彰CHANG, YEN-CHANG",54,4.25,0.17
11010GEC 112200,思想經典：《莊子》Classics of Eastern Thought: Chuang Tzu,"楊儒賓YANG, RUR-BIN",60,3.49,0.72
11010GEC 120100,當代生命科學Contemporary Biology and Your Life,"周秀專CHOU, HSIU-CHUAN",61,3.59,0.85
11010GEC 120201,生態體系與全球變遷Eco-system and Global Changes,"游能悌YU, NENG-TI",60,3.93,0.71
11010GEC 120202,生態體系與全球變遷Eco-system and Global Changes,"游能悌YU, NENG-TI",60,3.95,0.55
11010GEC 120203,生態體系與全球變遷Eco-system and Global Changes,"王俊秀WANG, CHIN-SHOU",87,4,0.5
11010GEC 120301,心理學與現代生活Psychology and Modern Life,"李姝慧LEE, SHU-HUI",49,3.46,0.81
11010GEC 120302,心理學與現代生活Psychology and Modern Life,"李姝慧LEE, SHU-HUI",46,3.46,0.79
11010GEC 120303,心理學與現代生活Psychology and Modern Life,"陳舜文CHEN, SHUN-WEN",45,3.7,0.45
11010GEC 120304,心理學與現代生活Psychology and Modern Life,"李昆樺LEE, KUN-HUA",54,3.11,0.91
11010GEC 120601,群眾的心理分析Psychoanalysis of Group,"蔣興儀CHIANG, HSING-YI",34,3.95,0.52
11010GEC 120602,群眾的心理分析Psychoanalysis of Group,"蔣興儀CHIANG, HSING-YI",35,4.06,0.29
11010GEC 120700,自然環境之變遷與永續Changes and Sustainability of Nature,"顏士清YEN, SHIH-CHING",86,3.52,0.91
11010GEC 130100,認識藝術：視覺藝術Understanding Art: Visual Arts,"馬孟晶MA, MENG-CHING",48,3.44,1.13
11010GEC 130401,藝術與社會Art and Society,"梅韻秋MEI, YUN-CHIU",47,3.27,1.04
11010GEC 130402,藝術與社會Art and Society,"梅韻秋MEI, YUN-CHIU",50,3.38,0.8
11010GEC 130700,文學經典：台灣文學選讀Classic of Literature: Selection from Classics in Taiwanese Literature,"陳惠齡HUANG CHEN, WEI-LIN",48,3.81,0.58
11010GEC 130800,藝術經典：西洋藝術名作精選The Canon of Art: Selected Masterpieces of Western Art,"梅韻秋MEI, YUN-CHIU",44,3.42,0.81
11010GEC 130900,認識藝術：電影藝術Understanding Art: Film Art,"蕭菊貞HSIAO, CHU-CHEN",89,3.44,1
11010GEC 131000,認識藝術：音樂Understanding Art : Music,"陳孟亨CHEN, MENG-HENG",49,3.76,0.98
11010GEC 131101,藝術經典：中國藝術名品Art Historical Canon: Chinese Art,"馬孟晶MA, MENG-CHING",30,3.44,0.96
11010GEC 131102,藝術經典：中國藝術名品Art Historical Canon: Chinese Art,"馬孟晶MA, MENG-CHING",49,3.59,0.88
11010GEC 131301,文化與創意：文創產品設計與設計思考Innovative design and its Design Thinking,"黃致傑HUANG, CHIH-CHIEH",49,3.8,0.76
11010GEC 131302,文化與創意：文創產品設計與設計思考Innovative design and its Design Thinking,"黃致傑HUANG, CHIH-CHIEH",45,3.98,0.88
11010GEC 131400,認識藝術：戲劇Understanding Art: Theatre Arts,"石婉舜SHIH, WAN-SHUN",61,3.75,0.57
11010GEC 131500,藝術經典：中國歷代主流工藝Art Classics: Chinese Crafts and Decorative Arts,"楊美莉YANG, MEI-LI",52,3.24,0.81
11010GEC 131600,藝術經典：中國玉器與考古Art Classics: Chinese Archaic Jade and Archaeology,"楊美莉YANG, MEI-LI",55,3.27,0.9
11010GEC 131800,藝術經典：近代建築藝術發展源流Art Classics: The Origin and Development of Modern Architecture,"吳光庭WU, KWANG-TYNG",54,3.37,0.72
11010GEC 140202,社會文化分析Social and cultural Analysis,"謝小芩HSIEH, HSIAO-CHIN",42,3.35,0.64
11010GEC 140203,社會文化分析：跨文化比較Social and Cultural Analysis: Cross-Cultural Comparison,"賴婉琪LAI, YUEN-KI",22,3.87,0.51
11010GEC 140204,社會文化分析：跨文化比較Social and Cultural Analysis: Cross-Cultural Comparison,"賴婉琪LAI, YUEN-KI",31,3.59,0.79
11010GEC 140205,社會文化分析Social and cultural Analysis,"鄭志鵬CHENG, CHIH-PENG",46,3.84,0.27
11010GEC 140300,媒體探索與反思Media Understanding and Rethinking,"翁曉玲WENG, HSIAO-LING",60,3.31,0.65
11010GEC 140401,全球政治經濟學Global Political Economy,"李文政LEE,WEN-CHENG",46,2.85,0.96
11010GEC 140402,全球政治經濟學Global Political Economy,"方天賜FANG, TIEN-SZE",51,3.64,0.75
11010GEC 140403,全球政治經濟學Global Political Economy,"方天賜FANG, TIEN-SZE",57,3.75,0.68
11010GEC 140600,社會學經典名著Classic Works of Sociology,"賴婉琪LAI, YUEN-KI",34,3.62,0.71
11010GEC 150101,科學革命The Scientific Revolution,"徐光台HSU, KUANG-TAI",40,3.16,1.01
11010GEC 150102,科學革命The Scientific Revolution,"英家銘YING, JIA-MING",58,3.6,0.81
11010GEC 150103,科學革命The Scientific Revolution,"琅元VOLKOV, ALEXEI KARLOVITCH",55,3.38,0.89
11010GEC 150201,"科技與社會Science, Technology and Society","林文源LIN, WEN-YUEN林宗德LIN, TZUNG-DE",46,3.66,0.86
11010GEC 150202,"科技與社會Science, Technology and Society","林宗德LIN, TZUNG-DE",41,3.68,0.53
11010GEC 150203,"科技與社會Science, Technology and Society","林宗德LIN, TZUNG-DE",30,3.75,0.5
11010GEC 150400,前近代科學史Introduction to the History of Pre-Modern Science,"琅元VOLKOV, ALEXEI KARLOVITCH",155,3.71,0.56
11010GEC 150700,環境治理與管理Environmental Governance and Management,"申欽鳴SHIN, KYOUNG-MUN",5,2.94,1.51
11010GEC 150800,東亞科學經典：《九章算術》與早期中華帝國The Nine Chapters of Mathematical Art and the World of Early Imperial China,"英家銘YING, JIA-MING",50,4.04,0.9
11010GEC 160100,文學經典：李杜詩選讀Selections from the Poetry of Li Bai and Du Fu,"向懿柔HSIANG, I-JOU",59,3.73,0.46
11010GEC 160201,文學經典：《詩經》選讀Selections from the Book of Odes,"王月秀WANG, YUE-SHIOU",49,3.98,0.54
11010GEC 160202,文學經典：《詩經》選讀Selections from the Book of Odes,"陳燕梅CHEN, YEN-MEI",55,3.93,0.92
11010GEC 160300,思想經典：《論》《孟》選讀The selected readings of Lun Yu and Men Zu,"徐其寧HSU, CHI-NING",50,3.61,0.67
11010GEC 160601,文學經典：《左傳》選讀Selections from the Tso Chuan,"謝明憲HSIEH, MING-HSIEN",57,3.57,0.62
11010GEC 160602,文學經典：《左傳》選讀Selections from the Tso Chuan,"賴昶亘LAI, CHANG-XUAN",41,3.76,0.27
11010GEC 161000,文學經典：《史記》選讀Selections from the Records of Grand Historian,"張菀琤CHANG, WAN-CHENG",36,3.15,1.12
11010GEC 161100,文學經典：魏晉風流與文學Readings in the Wei and Jin Dynasties Literature,"林宏安LIN, HUNG-AN",57,3.59,0.79
11010GEC 161200,思想經典：《莊子》選讀The selected readings of Zhuang Zi,"賴昶亘LAI, CHANG-XUAN",45,3.72,0.66
11010GEC 161300,思想經典：《六祖壇經》選讀Reading Classics in Eastern Philosophy: the Platform Sutra of the Sixth Patriarch,"王月秀WANG, YUE-SHIOU",50,3.73,0.78
11010GEC 170501,歷史思維：歷史學家如何想問題Historical thinking：How do Historians think?,陳麗華CHEN LI HUA,51,3.99,0.27
11010GEC 170502,歷史思維：歷史學家如何想問題Historical thinking：How do Historians think?,陳麗華CHEN LI HUA,48,3.57,1
11010GOM 550400,管理數量方法Quantitative Methods in Management,林東盈DUNG-YING LIN,1,4,0
11010GPTS511200,臺灣社會與文化專題Special Topics on Cultures and Societies of Taiwan,"邱鴻霖CHIU, HUNG-LIN",12,3.84,0.4
11010GPTS511700,都市空間與社會Urban Space and Social Life in Taiwan,許瀞文CHING-WEN HSU,13,3.69,1.08
11010GPTS521600,現代文學研究與實作Research and Practice of Modern Literature,"劉柳書琴LIU, LIU SHU QIN",14,4.15,0.15
11010GPTS522000,次文化專題Studying on Subculture,"王威智WANG, WEI-CHIH",13,4.12,0.22
11010HBA 500200,健康政策導論Introduction to Health Policy,"嚴秀茹YEN, HSIU-JU陳仲嶙CHEN, CHUNG-LIN林世昌LIN, SHIH-CHANG",15,4.06,0.25
11010HBA 500300,醫療財務管理Healthcare Financial Management,"林哲群LIN, CHE-CHUN張焯然CHANG, JOW-RAN",15,4.3,0
11010HBA 500400,健康產業行銷管理Marketing in Healthcare Industry,"丘宏昌CHIU, HUNG-CHANG吳清炎WU. CHING-YAN",30,4.02,0.19
11010HIS 111000,中國歷史的演變發展二Continuity and Change in Chinese History (II),"張元CHANG, YUEN",58,3.48,0.91
11010HIS 212600,歷史文化經典：《資治通鑑》—西晉興亡Selected Readings of Tzu-chih t'ung-chien: The Rise and Fall of Western Jin Dynasty,"許松源SHU, SUNG-YUAN",60,3.47,0.85
11010HIS 213100,歷史文化經典：中國上古歷史人物淺談An Analysis of Chinese Historical Personages,"許松源SHU, SUNG-YUAN",58,2.87,1.05
11010HIS 213500,歷史思維：人人都是史學家Historical Thinking: We are all historians,"李毓中LEE, YU-CHUNG洪維晟HUNG,WEI-SHENG",131,3.98,0.32
11010HIS 233000,歷史文化經典：《資治通鑑(西漢)》選讀Selected Readings from Zizhi tongjian （Comprehensive mirror to aid in government）：Western Han Dyn,"張元CHANG, YUEN",70,3.76,0.56
11010HIS 233300,歷史與世界：近代世界的形成History and the World: the Making of the Modern World,"馬文英MA, WEN-YING",67,2.64,1.6
11010HIS 240200,台灣文化史The History of Taiwan Culture,"黃子寧HUANG,TZU-NING",76,3.86,0.52
11010HIS 260500,德國史The German History,"馬文英MA, WEN-YING",75,3.16,1.02
11010HIS 503600,歷史研究與討論Seminar on Historical Researches,"毛傳慧MAU, CHUAN-HUI",14,3.48,0.77
11010HIS 504000,日文名著精選Reading in Japanese Documents,"黃依妹HUANG, I-MEI",7,4.3,0
11010HIS 510300,e-考據與歷史研究e-Evidential Research and Studies in History,"黃一農HUANG, YI-LONG",7,3.94,0.32
11010HIS 514700,滿文歷史文獻導讀Introduction to Manchu Historical Sources,"吳國聖WU, KUO-SHENG",11,3.94,0.38
11010HIS 575800,科學史導論Introduction to the History of Science,"琅元VOLKOV, ALEXEI KARLOVITCH",1,3.7,0
11010HIS 608400,近世江南城市文化研究Jiangnan Urban Culture in Early Modern China,"馬雅貞MA, YA-CHEN",2,3.85,0.15
11010HIS 610900,臺灣史研究專題Seminar on Taiwan History,"邱馨慧CHIU, HSIN-HUI",5,4,0
11010HIS 673500,技術圖像史專題History of Technical Images,"王憲群WANG, HSIEN-CHUN",2,4,0
11010HIS 700800,英文歷史文獻選讀Selected reading of English historical materials,"毛傳慧MAU, CHUAN-HUI英家銘YING, JIA-MING",7,3.8,0.39
11010HSS 100100,台灣啟航：跨領域的解讀與對話Taiwanese Society: Interdisciplinary Dialogue,"張嘉鳳CHANG, CHIA-FENG",104,3.85,0.56
11010HSS 101100,人文思維：哲學基本問題Central Problems in Philosophy,"鄭喜恒CHENG, HSI-HENG",107,3.66,0.78
11010HSS 110000,史學導論Introduction to History,"李卓穎LI, CHO-YING",17,3.32,0.67
11010HSS 140000,社會學導論Introduction to Sociology,"姚人多YAO, JEN-TO",109,3.46,0.74
11010HSS 150000,人類學導論Introduction to Anthropology,"陳中民CHEN, CHUNG-MIN",81,3.47,0.94
11010HSS 200500,經典閱讀：人文社會科學經典閱讀EReadings in the Classics for the Humanities and Social Sciences (E),"魏捷茲WILKERSON, JAMES RUSSELL",15,3.15,1.67
11010HSS 201200,社會連結：社會創新與人文實踐Social innovation and human practice,"李天健LEE, TIEN-CHIEN",23,4.13,0.15
11010HSS 202100,自由與行動Freedom and Action,"李天健LEE, TIEN-CHIEN",15,3.63,0.59
11010HSS 202500,意識、記憶與腦科學的解釋Neuroscience Interpretations concerning the Problem of Consciousness and Memory,"江安世CHIANG, ANN-SHYN蔡英俊TSAI, YING-CHUN",16,3.88,0.73
11010HSS 202600,社區營造導論Introduction of Community Empowerment,"王俊秀WANG, CHIN-SHOU",29,3.98,0.37
11010HSS 211700,商品的世界史The World History of Trade Goods,"邱馨慧CHIU, HSIN-HUI",32,3.97,0.17
11010HSS 211800,中國中古史An Introduction to Chinese Medieval History,"施淳益SHIH, CHUN-YI",10,3.46,0.67
11010HSS 220000,邏輯Logic,"鄭志忠JENG, JYH-JONG",32,2.58,1.5
11010HSS 220100,形上學Metaphysics,"陳思廷CHEN, SZU-TING",16,2.98,1.32
11010HSS 230000,語言分析Linguistic Analysis,梅思德MEISTERERNST BARBARA,9,4.01,0.4
11010HSS 230200,比較語法Syntax  from a comparative perspective,"廖家萱LIAO, CHIA-HSUAN",13,4.06,0.36
11010HSS 240100,古典社會學理論Classical Sociological Theory,"李韶芬LEE, SHAO-FEN",42,3.8,0.74
11010HSS 240200,社會學研究方法一Social Research Methods (I),"古明君KU, MING-CHUN",40,3.72,0.52
11010HSS 250300,人類學的實踐Practice of Anthropology,"李威宜LEE, WEI-I",17,3.59,0.71
11010HSS 251800,台灣原住民族研究Interdisciplinary research on Formosan indigenous peoples,"顧坤惠KU, KUN-HUI",21,3.57,0.62
11010HSS 270000,性別學導論Introduction to Gender Studies,"沈秀華SHEN, HSIU-HUA",58,3.53,0.91
11010HSS 290000,台灣文學史The History of Taiwanese Literature,"王鈺婷WANG, YU-TING",39,3.77,0.41
11010HSS 291000,文化資源調查與應用Cultural Resources Investigation and Application,"鄧慧恩TENG, HUI-EN",11,3.43,1.15
11010HSS 300800,跨領域對話：新世紀的社會與文化（四）－主Disciplinary Dialogue: Culture and Society in the 21st Century IV,"黃應貴HUANG, YING-KUEI",30,3.02,0.94
11010HSS 310300,中國思想文化史Chinese Intellectual and Cultural History,"李卓穎LI, CHO-YING",21,4.03,0.24
11010HSS 311000,中國史Chinese History,"張永堂CHANG, YUNG-TANG",12,4.15,0.15
11010HSS 312500,絲綢之路歷史導論Introduction to the History of the Silk Road,"吳國聖WU, KUO-SHENG",5,4.12,0.15
