course_ID_full_orig,course_ID,course_num,department,course_title_zh,course_title_eng,credit_unit,limit,new_only,gen_cat,language,room_and_time_orig,time,building,instructor,memo,prerequisite,limitation,speciality,program,extra_enrollment,required_or_elective
11110AES 510000,AES 510000,AES5100,AES  分環所,專題演講,Colloquium,0,55,0,--,中文 ZH,"BMES醫環301	W7W8
",W7W8,BMES醫環,"吳劍侯	WU, CHIEN-HOU",--,--,"限分環所,環境博士學程",--,--,O 接受 Allowed,分環所111M必修
11110AES 510100,AES 510100,AES5101,AES  分環所,碩士班專題研究,MS Graduate Research,1,--,0,--,中文 ZH,--,--,--,指導教授	,指導教授限分環所教師,--,限分環所碩士班2年級,--,--,O 接受 Allowed,分環所111M必修
11110AES 511100,AES 511100,AES5111,AES  分環所,書報討論,Seminar,1,55,0,--,中文 ZH,"BMES醫環419	W5W6
",W5W6,BMES醫環,"吳劍侯	WU, CHIEN-HOU",限分環所碩一學生可選,--,限分環所碩士班1年級,--,--,O 接受 Allowed,分環所111M必修
11110AES 520100,AES 520100,AES5201,AES  分環所,環境分析化學,Environmental Analytical Chemistry,3,--,0,--,中文 ZH,"BMES醫環501	R5R6R7
",R5R6R7,BMES醫環,"黃郁棻	HUANG, YU-FEN",--,--,--,環境科技學程(二),--,O 接受 Allowed,分環所111M必修/原科院學士班108B選修
11110AES 520300,AES 520300,AES5203,AES  分環所,環境化學,Environment Chemistry,3,--,0,--,英文 EN,"BMES醫環501	M6M7F3F4
",M6M7F3F4,BMES醫環,"董瑞安	DOONG, RUEY-AN",本課程上150分鐘，其餘時間由教授視情形彈性運用,--,--,環境科技學程(二),--,O 接受 Allowed,分環所111M必修/原科院學士班108B必修
11110AES 520400,AES 520400,AES5204,AES  分環所,生態與健康,Ecohealth,3,--,0,--,中文 ZH,"BMES醫環717	R2R3R4
",R2R3R4,BMES醫環,"周秀專	CHOU, HSIU-CHUAN
楊樹森	YANG, SHU-SEN",--,--,--,--,--,O 接受 Allowed,分環所111M必修
11110AES 530200,AES 530200,AES5302,AES  分環所,表面分析技術,Surface Analysis Techniques,3,--,0,--,英文 EN,"BMES醫環618	W2W3W4
",W2W3W4,BMES醫環,"周子勤	CHOU, TSU-CHIN",--,--,--,--,--,O 接受 Allowed,分環所111M選修/原科院學士班108B選修
11110AES 540400,AES 540400,AES5404,AES  分環所,分子光譜學,Molecular Spectroscopy,3,--,0,--,中文 ZH,"BMES醫環501	M2M3M4
",M2M3M4,BMES醫環,"周子勤	CHOU, TSU-CHIN",--,--,--,--,--,O 接受 Allowed,分環所111M選修
11110AES 550200,AES 550200,AES5502,AES  分環所,當代環境醫學特論一,Specific Topic for Contemporary Environmental Medicine (I),1,0,0,--,中文 ZH,"BMES醫環105	M2
",M2,BMES醫環,"周秀專	CHOU, HSIU-CHUAN",需與老師討論後加簽選課,--,--,--,--,O 接受 Allowed,分環所111M選修
11110AES 570100,AES 570100,AES5701,AES  分環所,廢棄物與處理,Waste Management and Treatment,3,--,0,--,中文 ZH,"BMES醫環717	T2T3T4
",T2T3T4,BMES醫環,"王竹方	WANG, CHU-FANG",--,--,--,環境科技學程(二),(跨領域)能源科技與永續社會學分學程/(跨領域)先進能源研究生學分學程,O 接受 Allowed,分環所111M選修/原科院學士班108B選修/核工所111D選修/核工所111M選修
11110AES 610000,AES 610000,AES6100,AES  分環所,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限分環所碩二以上,--,排除分環所碩士班2年級,--,--,O 接受 Allowed,分環所111M必修
11110AES 611100,AES 611100,AES6111,AES  分環所,專題書報討論,Seminar,1,55,0,--,英文 EN,"BMES醫環501	W5W6
",W5W6,BMES醫環,"楊樹森	YANG, SHU-SEN",需先修畢書報討論,--,"限分環所,環境博士學程",--,--,O 接受 Allowed,分環所111M必修
11110AIIM500100,AIIM 500100,AIIM5001,AIIM AI智造暨聯網產碩專班,產學實務專題一,Special Topics on Industrial Practice I,2,--,0,--,中文 ZH,--,--,--,指導教授	,本課程由專班主任開設、指導教授評定成績,--,限AI智造暨聯網產碩專班,--,--,O 接受 Allowed,AI智造暨聯網產碩專班111M必修
11110AMEV500100,AMEV 500100,AMEV5001,AMEV 電動載具先進製造產碩,產業實務專題(一),--,2,--,0,--,中文 ZH,--,--,--,指導教授	,由專班主任開設，指導教授評分,--,限電動載具先進製造產碩專班,--,--,O 接受 Allowed,電動載具先進製造產碩專班111M必修
11110ANTH500000,ANTH 500000,ANTH5000,ANTH 人類所,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限人類所碩三以上同學，Selectable after successfully completing second year's coursework,--,排除碩士班1年級2年級,--,--,O 接受 Allowed,人類所111M必修
11110ANTH651000,ANTH 651000,ANTH6510,ANTH 人類所,文化人類學專題,Special Topics in Cultural Anthropology,3,--,0,--,中文 ZH,"HSS人社C304	R2R3R4
",R2R3R4,HSS人社,許瀞文	CHING-WEN HSU,本課程為16 週課程,--,排除大學部1年級2年級3年級4年級,--,--,O 接受 Allowed,人類所111D選修/人類所111M必修/台研教在職學位班111P選修
11110ANTH672400,ANTH 672400,ANTH6724,ANTH 人類所,人類學的社群研究,Anthropology of Community Studies,3,--,0,--,中文 ZH,"HSS人社C304	T6T7T8
",T6T7T8,HSS人社,"呂玫鍰	LU, MEI-HUAN",本課程為16 週課程,--,排除大學部1年級2年級3年級,--,--,O 接受 Allowed,人類所111D選修/人類所111M選修/台研教在職學位班111P選修
11110ANTH674200,ANTH 674200,ANTH6742,ANTH 人類所,台灣史前文化,Prehistoric culture of Taiwan,3,--,0,--,中文 ZH,"HSS人社C303	R2R3R4
",R2R3R4,HSS人社,"邱鴻霖	CHIU, HUNG-LIN",--,--,排除大學部1年級2年級3年級,--,--,O 接受 Allowed,人類所111D選修/人類所111M選修/台研教在職學位班111P選修
11110ANTH674300,ANTH 674300,ANTH6743,ANTH 人類所,當代人類處境專題,Contemporary Human Conditions: Anthropological Perspectives,3,--,0,--,中文 ZH,"HSS人社C304	F2F3F4
",F2F3F4,HSS人社,"林浩立	LIN, HAO-LI",--,--,排除大學部1年級2年級3年級4年級,--,--,O 接受 Allowed,人類所111D必修/人類所111M選修/台研教在職學位班111P選修
11110ANTH675700,ANTH 675700,ANTH6757,ANTH 人類所,中國考古學,Chinese Archaeology,3,--,0,--,中文 ZH,"HSS人社C304	M6M7M8
",M6M7M8,HSS人社,"臧振華	TSANG, CHENG-HWA",--,--,排除大學部1年級2年級,--,(跨領域)藝術學分學程,O 接受 Allowed,人類所111D選修/人類所111M選修/台研教在職學位班111P選修
11110ANTH676800,ANTH 676800,ANTH6768,ANTH 人類所,殖民考古學,The Archaeology of Colonialism,3,10,0,--,中文 ZH,"HSS人社C304	T2T3T4
",T2T3T4,HSS人社,謝艾倫	ELLEN HSIEH,本課程為16 週課程,--,排除大學部1年級2年級,--,--,O 接受 Allowed,人類所111D選修/人類所111M選修/台研教在職學位班111P選修
11110ANTH678400,ANTH 678400,ANTH6784,ANTH 人類所,自然文化與權力：殖民主義到21世紀資本主義,"Nature, Culture, and Power from Colonialism to 21st Century Capitalism",3,10,0,--,英文 EN,"HSS人社C303	T2T3T4
",T2T3T4,HSS人社,"高進榮	GALIPEAU, BRENDAN ARTHUR",本課程為16 週課程,--,排除大學部1年級2年級,--,(跨領域)世界南島暨原住民族學分學程,O 接受 Allowed,人類所111D選修/人類所111M選修/台研教在職學位班111P選修
11110ANTH678800,ANTH 678800,ANTH6788,ANTH 人類所,文化人類學田野實習,Fieldwork Training,1,--,0,--,中文 ZH,"HSS人社C304	F5
",F5,HSS人社,"李威宜	LEE, WEI-I",需修過人類學方法論,"擋修對象 : 全校 
先修科目 : 人類學方法論-成績需B-以上上述條件一定要有，則不擋修。",排除大學部1年級2年級3年級4年級,--,--,O 接受 Allowed,人類所111D選修/人類所111M必修/台研教在職學位班111P選修
11110ANTH678900,ANTH 678900,ANTH6789,ANTH 人類所,考古學田野實習,Archaeological Field Practicum,1,--,0,--,中文 ZH,--,--,--,謝艾倫	ELLEN HSIEH,"需先修過考古學方法論,上課地點:人社A421","擋修對象 : 全校 
先修科目 : 考古學方法論-成績需B-以上上述條件一定要有，則不擋修。",排除大學部1年級2年級3年級4年級,--,--,O 接受 Allowed,人類所111M必修/台研教在職學位班111P選修
11110ANTH679500,ANTH 679500,ANTH6795,ANTH 人類所,文化人類學,Advance Cultural Anthropology,3,--,0,--,英文 EN,"HSS人社C304	W2W3W4
",W2W3W4,HSS人社,"陳中民	CHEN, CHUNG-MIN",此為本所乙組:南島英語學程組之必修課,--,排除大學部1年級2年級3年級4年級,--,(跨領域)世界南島暨原住民族學分學程,O 接受 Allowed,人類所111D選修/人類所111M必修/台研教在職學位班111P選修
11110ANTH679600,ANTH 679600,ANTH6796,ANTH 人類所,書報討論：主體性研究,Seminar：Studies of Subjectivity,2,3,0,--,中文 ZH,--,--,--,指導教授	,上課地點: 人社院C616,--,限人類所,--,--,O 接受 Allowed,人類所111M選修
11110ANTH679700,ANTH 679700,ANTH6797,ANTH 人類所,台灣考古學,Archaeology of Taiwan,3,--,0,--,英文 EN,"HSS人社C304	M2M3M4
",M2M3M4,HSS人社,王儷螢	LI-YING WANG,--,--,--,--,--,O 接受 Allowed,--
11110ANTH800000,ANTH 800000,ANTH8000,ANTH 人類所,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限人類所博三以上同學，Selectable after successfully completing second year's coursework.,--,排除博士班1年級2年級,--,--,O 接受 Allowed,人類所111D必修
11110ASTR500100,ASTR 500100,ASTR5001,ASTR 天文所,專題研究--天文教學二,Special Topic on Teaching Astronomy (II),1,--,0,--,中文 ZH,--,--,--,指導教授	,--,--,--,--,--,O 接受 Allowed,天文所111D選修/天文所111M選修
11110ASTR530000,ASTR 530000,ASTR5300,ASTR 天文所,星系天文學,Galactic Astronomy,3,--,0,--,英文 EN,"GEN II綜二521	T6T7T8
",T6T7T8,GEN II綜二,"安德魯˙古柏	COOPER, ANDREW PAUL",--,--,--,--,--,O 接受 Allowed,天文所111D必修/天文所111M必修
11110ASTR591000,ASTR 591000,ASTR5910,ASTR 天文所,專題演講一,Colloquium (I),1,--,0,--,英文 EN,"GEN II綜二521	F6F7
",F6F7,GEN II綜二,何英宏	Daniel Harsono,--,--,--,--,--,O 接受 Allowed,天文所111D必修/天文所111M必修
11110ASTR600700,ASTR 600700,ASTR6007,ASTR 天文所,天文物理的前沿一,Frontier of Astrophysics Seminars I,1,--,0,--,英文 EN,"GEN II綜二501	TnWnRn
",TnWnRn,GEN II綜二,"後藤友嗣	GOTO, TOMOTSUGU",--,--,--,--,--,O 接受 Allowed,天文所111D選修/天文所111M選修
11110ASTR610000,ASTR 610000,ASTR6100,ASTR 天文所,天文觀測,Observational Astronomy,3,15,0,--,英文 EN,"GEN II綜二521	W6W7W8
",W6W7W8,GEN II綜二,江國興	ALBERT KONG,--,--,--,--,(台聯大)太空科技與工程學分學程,O 接受 Allowed,天文所111D必修/天文所111M必修
11110ASTR660000,ASTR 660000,ASTR6600,ASTR 天文所,計算天文物理,Computational Astrophysics,3,--,0,--,英文 EN,"GEN II綜二501	R6R7R8
",R6R7R8,GEN II綜二,"楊湘怡	YANG, HSIANG-YI",--,--,--,--,--,O 接受 Allowed,天文所111D選修/天文所111M選修
11110ASTR691000,ASTR 691000,ASTR6910,ASTR 天文所,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限天文所碩二以上同學，Selectable after successfully completing first year's coursework,--,排除天文所碩士班1年級,--,--,O 接受 Allowed,天文所111M必修
11110ASTR992000,ASTR 992000,ASTR9920,ASTR 天文所,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限天文所博二以上同學，Selectable after successfully completing first year's coursework,--,排除博士班1年級,--,--,O 接受 Allowed,天文所111D必修
11110BAI 700100,BAI 700100,BAI7001,BAI  智慧生醫博士學位學程,統計與機器學習概論一,Introduction of Statistics and Machine Learning (I),3,20,0,--,英文 EN,"GEN II綜二614	T2T3T4
",T2T3T4,GEN II綜二,"楊立威	YANG, LEE-WEI
羅中泉	LO, CHUNG-CHUAN
張筱涵	CHANG, HSIAO-HAN",本課程為 16 週課程。限大三以上修習,--,"電資院,工學院,生科院,原科院,智慧生醫博士學程優先，第3次選課起開放全校修習",--,(跨領域)人工智慧與應用進階學分學程/(跨領域)人工智慧與應用基礎學分學程/(跨領域)神經科學學分學程,O 接受 Allowed,智慧生醫博士學程111D必修
11110BAI 700300,BAI 700300,BAI7003,BAI  智慧生醫博士學位學程,專題演講,Colloquium,1,40,0,--,英文 EN,"GEN II綜二104	T5T6
",T5T6,GEN II綜二,"楊立威	YANG, LEE-WEI",課程為 16 週課程。,--,"電資院,工學院,生科院,原科院,智慧生醫博士學程優先，第3次選課起開放全校修習",--,--,O 接受 Allowed,智慧生醫博士學程111D必修
11110BAI 700600,BAI 700600,BAI7006,BAI  智慧生醫博士學位學程,實驗輪轉一,Lab Rotation (I),1,3,0,--,中文 ZH,--,--,--,--,--,--,限智慧生醫博士學程,--,--,O 接受 Allowed,智慧生醫博士學程111D必修
11110BME 400100,BME 400100,BME4001,BME  醫工所,專題研究,Undergraduate Research,3,--,0,--,中文 ZH,--,--,--,指導教授	,限大學部學生修課,--,限大學部,--,--,O 接受 Allowed,醫工所111M選修
11110BME 500400,BME 500400,BME5004,BME  醫工所,書報討論,Seminar,1,--,0,--,中文 ZH,"NTHU Lab清實826	W3W4
",W3W4,NTHU Lab清實,"鄭兆珉	CHENG, CHAO-MIN",--,--,限醫工所,--,--,O 接受 Allowed,醫工所111D必修/醫工所111M必修
11110BME 500800,BME 500800,BME5008,BME  醫工所,癌症生物學與治療,Cancer Biology and Therapy,3,24,0,--,英文 EN,"NTHU Lab清實826	M5M6M7
",M5M6M7,NTHU Lab清實,"陳韻晶	CHEN, YUN-CHING",--,--,--,--,(跨領域)生物產業技術學分學程,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 501200,BME 501200,BME5012,BME  醫工所,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限醫工所碩二以上同學，Selectable after successfully completing first year's coursework,--,排除碩士班1年級,--,--,O 接受 Allowed,醫工所111M必修
11110BME 501900,BME 501900,BME5019,BME  醫工所,微機電奈米感測器,Microelectromechanical Sensor,3,--,0,--,英文 EN,"NTHU Lab清實319	F6F7F8
",F6F7F8,NTHU Lab清實,"林宗宏	LIN, ZONG-HONG",--,--,限醫工所,--,(跨領域)奈米科技學分學程,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 502400,BME 502400,BME5024,BME  醫工所,奈米生醫材料,Nano-/Bio-materials,3,--,0,--,英文 EN,"NTHU Lab清實319	W5W6W7
",W5W6W7,NTHU Lab清實,"鄭兆珉	CHENG, CHAO-MIN",--,--,--,--,(跨領域)奈米科技學分學程/(跨領域)奈微米機電元件與系統全英語學分學程,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 502500,BME 502500,BME5025,BME  醫工所,生物分析化學,Bioanalytical Chemistry,3,--,0,--,英文 EN,"NTHU Lab清實826	T6T7T8
",T6T7T8,NTHU Lab清實,"林宗宏	LIN, ZONG-HONG",--,--,--,--,(跨領域)生物產業技術學分學程,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 502600,BME 502600,BME5026,BME  醫工所,醫療器材設計與開發實務,Practical Skills of the Design and Development of Medical Devices,3,36,0,--,中文 ZH,"GEN II綜二616	MaMbMc
",MaMbMc,GEN II綜二,"王明哲	WANG, MING-CHE",--,--,--,--,--,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 503600,BME 503600,BME5036,BME  醫工所,奈米光學材料,Optical Nanomaterials,3,--,0,--,英文 EN,"NTHU Lab清實826	R7R8R9
",R7R8R9,NTHU Lab清實,"萬德輝	WAN, DE-HUI",--,--,限醫工所,--,--,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 503900,BME 503900,BME5039,BME  醫工所,應用細胞生物工程學,Applied Cellular Bioengineering,3,--,0,--,英文 EN,"NTHU Lab清實826	R2R3R4
",R2R3R4,NTHU Lab清實,"黃玠誠	HUANG, CHIEH-CHENG",--,--,--,--,--,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 504000,BME 504000,BME5040,BME  醫工所,金屬生物醫藥與生醫材料,Metal-based biomedicine and biomaterials,3,--,0,--,英文 EN,"NTHU Lab清實826	M2M3M4
",M2M3M4,NTHU Lab清實,"魯才德	LU, TSAI-TE",限曾修過「普通化學」者選修,--,--,--,--,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 504400,BME 504400,BME5044,BME  醫工所,前瞻生物醫學技術概論,Introduction of Frontier Biomedical Technology,3,15,0,--,中文 ZH,"GEN II綜二614	F2F3F4
",F2F3F4,GEN II綜二,"裘正健	CHIU, JENG-JIANN",限大四以上選修,--,排除大學部1年級2年級3年級,--,--,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 504600,BME 504600,BME5046,BME  醫工所,液態生物檢體與轉譯醫學應用,Liquid biopsy and its applications in translational medicine,3,--,0,--,英文 EN,"NTHU Lab清實319	M2M3M4
",M2M3M4,NTHU Lab清實,"林幸瑩	LIN, HSING-YING",修課學生須先經過任課教師同意,--,--,--,--,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 504900,BME 504900,BME5049,BME  醫工所,物聯網生醫感測平台於轉譯醫學之應用,IoT biomedical sensing platformsin translational medicine application,3,--,0,--,英文 EN,"NTHU Lab清實319	M5M6M7
",M5M6M7,NTHU Lab清實,"林幸瑩	LIN, HSING-YING",修課學生須先經過任課教師同意,--,--,--,--,O 接受 Allowed,醫工所111D選修/醫工所111M選修
11110BME 800100,BME 800100,BME8001,BME  醫工所,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,--,--,限醫工所博士班,--,--,O 接受 Allowed,醫工所111D必修
11110BMES111100,BMES 111100,BMES1111,BMES 醫環系,生醫工程與環境科學導論,Introduction to Biomedical Engineering and Environmental Sciences,2,60,0,--,中文 ZH,"BMES醫環301	M7M8M9
",M7M8M9,BMES醫環,"黃郁棻	HUANG, YU-FEN
陳之碩	CHEN, CHI-SHUO",本課程每週上180分鐘,--,原科院優先，第3次選課起開放全校修習,生醫工程(二)/生醫工程與環境科學(一),--,O 接受 Allowed,醫環系111B必修
11110BMES211100,BMES 211100,BMES2111,BMES 醫環系,工程數學一,Engineering Mathematics I,3,50,0,--,中文 ZH,"BMES醫環110	T7T8T9
",T7T8T9,BMES醫環,"朱麗安	CHU, LI-AN",--,"擋修對象 : 醫環系 
先修科目 : 微積分二-成績需D以上微積分Ｂ二-成績需D以上微積分二(數學系)-成績需D以上微積分Ａ二-成績需D以上上述條件任選一科，則不擋修。","醫環系大學部2年級,原科院學士班大學部2年級優先，第3次選課起開放全校修習",生醫工程與環境科學(一),--,O 接受 Allowed,醫環系110B必修/原科院學士班110B必修
11110BMES212100,BMES 212100,BMES2121,BMES 醫環系,機率與統計,Probability and Statistics,3,60,0,--,中文 ZH,"BMES醫環110	M3M4W2
",M3M4W2,BMES醫環,"陳之碩	CHEN, CHI-SHUO",--,"擋修對象 : 醫環系 
先修科目 : 微積分一-成績需D以上微積分Ａ一-成績需D以上微積分Ｂ一-成績需D以上微積分一(數學系)-成績需D以上曾修微積分一(數學系)(基本科目免修測試)曾修微積分Ａ一(基本科目免修測試)曾修微積分Ｂ一(基本科目免修測試)上述條件任選一科，則不擋修。",--,生醫工程(二)/生醫工程與環境科學(一)/醫學物理(二),(跨領域)生物資訊學分學程/(跨領域)人工智慧與應用基礎學分學程/(跨領域)音樂科技與健康學分學程/(跨領域)神經科學學分學程,O 接受 Allowed,醫環系110B必修
11110BMES213300,BMES 213300,BMES2133,BMES 醫環系,電子學一,Electronics I,3,--,0,--,中文 ZH,"BMES醫環110	T3T4R4
",T3T4R4,BMES醫環,"葉秩光	YEH, CHIH-KUANG",--,--,--,生醫工程(二)/生醫工程與環境科學(一)/醫學物理(二),(跨領域)積體電路設計學分學程,O 接受 Allowed,醫環系110B必修
11110BMES215100,BMES 215100,BMES2151,BMES 醫環系,有機化學一,Organic Chemistry (I),3,--,0,--,中文 ZH,"BMES醫環110	W3W4F3F4
",W3W4F3F4,BMES醫環,"俞鐘山	YU, CHUNG-SHAN",本課程上150分鐘，其餘時間由教授彈性運用,--,--,環境科技學程(二)/生醫工程(二)/生醫工程與環境科學(一)/生命科學(二),--,O 接受 Allowed,醫環系110B必修/原科院學士班110B必修
11110BMES312101,BMES 312101,BMES3121,BMES 醫環系,生醫電子與儀器實驗,Biomedical Electronics and Instrumentation Laboratory,2,25,0,--,中文 ZH,"BMES醫環110	M5M6M7M8
",M5M6M7M8,BMES醫環,"葉秩光	YEH, CHIH-KUANG",--,--,醫環系大學部3年級優先，第3次選課起開放全校修習,--,--,O 接受 Allowed,醫環系109B必修
11110BMES312102,BMES 312102,BMES3121,BMES 醫環系,生醫電子與儀器實驗,Biomedical Electronics and Instrumentation Laboratory,2,25,0,--,中文 ZH,"BMES醫環110	R5R6R7R8
",R5R6R7R8,BMES醫環,"陳之碩	CHEN, CHI-SHUO",--,--,醫環系大學部3年級優先，第3次選課起開放全校修習,--,--,O 接受 Allowed,醫環系109B必修
11110BMES316100,BMES 316100,BMES3161,BMES 醫環系,生物化學一,Biochemistry I,3,--,0,--,中文 ZH,"BMES醫環101	T3T4R3
",T3T4R3,BMES醫環,"邱信程	CHIU, HSIN-CHENG",--,--,--,環境科技學程(二)/生醫工程(二)/生醫工程與環境科學(一)/生命科學(二),(跨領域)生物產業技術學分學程,O 接受 Allowed,醫環系109B必修/原科院學士班109B必修
11110BMES318100,BMES 318100,BMES3181,BMES 醫環系,專題研究一,Undergraduate Research (I),1,--,0,--,中文 ZH,--,--,--,指導教授	,指導教授限醫環系教師,--,限大學部,--,--,O 接受 Allowed,醫環系109B選修
11110BMES323100,BMES 323100,BMES3231,BMES 醫環系,數值方法,Numerical Methods,3,--,0,--,中文 ZH,"BMES醫環101	T6T7T8
",T6T7T8,BMES醫環,"劉耕谷	LIU, KENG-KU",--,--,--,生醫工程(二)/生醫工程與環境科學(一),(跨領域)神經科學學分學程,O 接受 Allowed,醫環系109B選修
11110BMES327200,BMES 327200,BMES3272,BMES 醫環系,生醫材料,Biomedical Materials,3,30,0,--,中文 ZH,"BMES醫環717	W3W4F2
",W3W4F2,BMES醫環,"胡尚秀	HU, SHANG-HSIU",--,--,--,生醫工程(二),(跨領域)醫學科技學分學程,O 接受 Allowed,醫環系109B選修
11110BMES332100,BMES 332100,BMES3321,BMES 醫環系,儀器分析,Instrumental Analysis,3,--,0,--,中文 ZH,"BMES醫環618	R4F3F4
",R4F3F4,BMES醫環,"李亦淇	LEE, I-CHI",--,--,--,生醫工程(二)/生醫工程與環境科學(一),--,O 接受 Allowed,醫環系109B選修/原科院學士班109B選修
11110BMES337100,BMES 337100,BMES3371,BMES 醫環系,物理化學一,Physical Chemistry (I),3,--,0,--,中文 ZH,"BMES醫環717	M3M4W1W2
",M3M4W1W2,BMES醫環,"吳劍侯	WU, CHIEN-HOU","本課程上150分鐘,其餘時間由教授彈性運用.","擋修對象 : 醫環系 
先修科目 : 普通化學二-成績需D以上上述條件一定要有，則不擋修。",--,環境科技學程(二)/生醫工程(二)/生醫工程與環境科學(一),--,O 接受 Allowed,醫環系109B選修/原科院學士班110B必修
11110BMES343100,BMES 343100,BMES3431,BMES 醫環系,醫學儀器,Medical Instrumentation,3,--,0,--,中文 ZH,"BMES醫環501	W2W3W4
",W2W3W4,BMES醫環,"彭旭霞	PENG, HSU-HSIA",--,--,--,生醫工程(二)/生醫工程與環境科學(一)/醫學物理(二),--,O 接受 Allowed,醫環系109B選修
11110BMES411100,BMES 411100,BMES4111,BMES 醫環系,書報討論,Seminar,1,26,0,--,中文 ZH,"BMES醫環110	W6
",W6,BMES醫環,"林曉均	Lin, Hsiao Chun",--,--,醫環系大學部4年級優先，第3次選課起開放全校修習,--,--,O 接受 Allowed,醫環系108B必修
11110BMES418100,BMES 418100,BMES4181,BMES 醫環系,專題研究三,Undergraduate Research (III),1,--,0,--,中文 ZH,--,--,--,指導教授	,指導教授限醫環系教師,--,限大學部,--,--,O 接受 Allowed,醫環系108B選修
11110BMES420200,BMES 420200,BMES4202,BMES 醫環系,放射化學,Radiochemistry,3,--,0,--,中文 ZH,"BMES醫環110	W7W8W9
",W7W8W9,BMES醫環,"張智偉	CHANG, CHIH-WEI",--,--,--,環境科技學程(二)/生醫工程(二)/生醫工程與環境科學(一),--,O 接受 Allowed,醫環系108B選修/原科院學士班108B選修/核工所111M選修
11110BMES423100,BMES 423100,BMES4231,BMES 醫環系,分子細胞生物學,Molecular and Cellular Biology,3,--,0,--,中文 ZH,"BMES醫環401	M7M8M9
",M7M8M9,BMES醫環,"張建文	CHANG, CHIEN-WEN",--,--,醫環系優先，第3次選課起開放全校修習,生醫工程(二)/生醫工程與環境科學(一),--,O 接受 Allowed,醫環系108B選修
11110BMES433100,BMES 433100,BMES4331,BMES 醫環系,全球能源短缺衝擊,Impact of Global Energy Shortage,2,120,0,自然 Natural,中文 ZH,"BMES醫環120	R7R8
",R7R8,BMES醫環,"鍾堅	CHUNG, CHIEN","不接受停修(二退),本課程為16週課程",--,--,--,(跨領域)能源科技與永續社會學分學程/(跨領域)永續發展與環境管理學分學程,O 接受 Allowed,醫環系108B選修
11110BMES441100,BMES 441100,BMES4411,BMES 醫環系,臨床醫學影像概論,Introduction of medical imaging,3,--,0,--,中文 ZH,"BMES醫環401	F5F6F7
",F5F6F7,BMES醫環,"楊菁華	YANG, CHIN-HUA",--,--,--,生醫工程(二)/生醫工程與環境科學(一),--,O 接受 Allowed,醫環系108B選修
11110BMES441200,BMES 441200,BMES4412,BMES 醫環系,放射物理,Radiation Physics,3,--,0,--,中文 ZH,"BMES醫環401	T6T7T8
",T6T7T8,BMES醫環,"許芳裕	HSU, FANG-YUH",--,--,--,生醫工程(二)/生醫工程與環境科學(一)/醫學物理(二),--,O 接受 Allowed,醫環系108B選修/核工所111M選修
11110BMES441300,BMES 441300,BMES4413,BMES 醫環系,臨床醫學總論,Clinical Medicine,3,--,0,--,中文 ZH,"BMES醫環401	W2W3W4
",W2W3W4,BMES醫環,"沈名吟	SHEN, MING-YIN",--,--,--,--,--,O 接受 Allowed,醫環系108B選修
11110BMES442100,BMES 442100,BMES4421,BMES 醫環系,生醫訊號與系統,Biomedical Signals and Systems,3,--,0,--,中文 ZH,"BMES醫環301	M2M3M4
",M2M3M4,BMES醫環,"許靖涵	HSU, CHING-HAN",--,--,--,生醫工程(二)/生醫工程與環境科學(一),(跨領域)神經科學學分學程,O 接受 Allowed,醫環系108B選修/核工所111M選修
11110BMES500000,BMES 500000,BMES5000,BMES 醫環系,專題演講,Colloquium,0,--,0,--,中文 ZH,"BMES醫環120	W7W8
",W7W8,BMES醫環,"朱麗安	CHU, LI-AN
莊淳宇	CHUANG, CHUN-YU",限碩博班各組,--,限醫環系碩士班博士班,--,--,O 接受 Allowed,醫環系111D必修/醫環系111DA必修/醫環系111DB必修/醫環系111M必修
11110BMES511101,BMES 511101,BMES5111,BMES 醫環系,書報討論-分子生醫工程與材料,Seminar：Molecular Biomedical Engineering and Materials,1,--,0,--,中文 ZH,"BMES醫環101	W5
",W5,BMES醫環,"莊淳宇	CHUANG, CHUN-YU",限醫環系碩一甲(分子生醫工程與材料組)、丙(應用化學組)限醫環系碩士班1年級,--,限醫環系碩士班1年級,--,--,O 接受 Allowed,醫環系111M必修
