0,1,2,3,4,5
10910BMES523100,基因晶片及其生醫應用Gene Chips and Its Biomedical Applications,"許志楧HSU, CHIH-YING",19,3.17,0.93
10910BMES523500,器官晶片與人工器官設計與應用Design and Application of Organ on a Chip and Bioartificial Organ,"李亦淇LEE, I-CHI",16,3.83,0.44
10910BMES545500,精準醫學暨臨床應用Clinical applications of precision medicine,"楊晶安YANG, CHIN-AN",8,4,0.21
10910BMES546300,生醫影像處理Biomedical Image Processing,"許靖涵HSU, CHING-HAN",31,3.59,0.75
10910BMES546700,核磁共振影像原理及應用Magnetic Resonance Imaging Principles and Applications,"彭旭霞PENG, HSU-HSIA",11,3.78,0.54
10910BMES611101,專題書報討論-分子生醫工程與材料Seminar：Molecular Biomedical Engineering and Materials,"李亦淇LEE, I-CHI",25,4.24,0.17
10910BMES611103,專題書報討論-生醫影像工程Seminar：Biomedical Imaging Engineering,"彭旭霞PENG, HSU-HSIA",13,4.18,0.15
10910BMES622100,輻射生物學Radiation Biology,"江啟勳CHIANG, CHI-SHIUN",22,3.37,0.48
10910BMES711100,專題書報討論Seminar,"黃郁棻HUANG, YU-FEN",24,4.11,0.19
10910BMES712100,博士班專題研究一PhD Graduate Research (I),指導教授,10,4.18,0.2
10910CHE 116000,化學工程導論Introduction to Chemical Engineering,"劉英麟LIU, YING-LING",71,4.07,0.17
10910CHE 211001,工程數學一Engineering Mathematics I,"呂世源LU, SHIH-YUAN",45,2.11,1.31
10910CHE 211002,工程數學一Engineering Mathematics I,"姚遠YAO, YUAN",32,2.5,1.23
10910CHE 241001,物理化學一Physical Chemistry (I),"段興宇TUAN, HSING-YU",29,3.48,1.07
10910CHE 241002,物理化學一Physical Chemistry (I),"王潔WANG, JANE",34,3.76,0.71
10910CHE 301000,能源科技與環境概論Introduction to Energy Technology and Environment,"段興宇TUAN, HSING-YU",59,3.91,0.8
10910CHE 303001,化工熱力學Chemical Engineering Thermodynamics,"陳信文CHEN, SINN-WEN",36,3.23,1.44
10910CHE 303002,化工熱力學Chemical Engineering Thermodynamics,"何榮銘HO, RONG-MING",34,3.41,0.87
10910CHE 307000,化學反應工程Chemical Reaction Engineering,"衛子健WEI, TZU-CHIEN",72,3.77,0.99
10910CHE 309001,儀器分析及實驗一Instrumental Analysis and Lab.(I),堀江正樹MASAKI HORIE,29,3.64,0.94
10910CHE 309002,儀器分析及實驗一Instrumental Analysis and Lab.(I),"劉英麟LIU, YING-LING",29,3.52,0.78
10910CHE 352001,輸送現象及單元操作一Transport Phenomena and Unit Operations(I),"黃振煌HUANG, JEN-HUANG",25,3.23,1.18
10910CHE 352002,輸送現象及單元操作一Transport Phenomena and Unit Operations(I),"陳信龍CHEN, HSIN-LUNG",37,3.14,0.96
10910CHE 412000,材料科學Materials Science,"陳信文CHEN, SINN-WEN",9,3.78,0.41
10910CHE 415001,程序設計Process Design,"汪上曉WONG, SHANG-HSIAO",31,4.09,0.32
10910CHE 415002,程序設計Process Design,"潘詠庭PAN, YUNG-TIN",34,3.94,0.12
10910CHE 421001,單元操作實驗Unit Operation Laboratory,"朱一民CHU, I-MIN",36,3.89,0.28
10910CHE 421002,單元操作實驗Unit Operation Laboratory,"潘詠庭PAN, YUNG-TIN",28,3.9,0.24
10910CHE 453000,全球氣候變遷Climate Change,"談駿嵩TAN, CHUNG-SUNG",51,4.01,0.49
10910CHE 455200,生物技術概論Introduction to Biotechnology,"胡育誠HU, YU-CHEN",15,3.21,1.41
10910CHE 495000,專題研究一Undergraduate Research (I),指導教授,6,4.3,0
10910CHE 496000,專題研究二Undergraduate Research (II),指導教授,25,4.29,0.06
10910CHE 500100,分子工程一Molecular Engineering (I),"周鶴修CHOU, HO-HSIU",13,4.01,0.4
10910CHE 501000,高等化工熱力學Advanced Chem. Engineering Thermodynamics,"汪上曉WONG, SHANG-HSIAO",14,4,0.11
10910CHE 503000,高等化學反應工程Advanced Chemical Reaction Engineering,"朱一民CHU, I-MIN",37,4.06,0.21
10910CHE 507000,化工原理一Chemical Engineering Principles (I),"蔡德豪TSAI, DE-HAO",8,4.06,0.32
10910CHE 509000,書報討論Seminar,"沈若樸SHEN, CLAIRE-ROAPU",171,4.23,0.18
10910CHE 512100,石油化學工業Petroleum Chemistry,谷家嵩 ,43,3.92,0.32
10910CHE 512200,綠能發展與環境控制Green Energy Development and Environmental Control,"盧文章LU, WEN-CHANG",50,3.99,0.52
10910CHE 512600,代謝工程與生質化學品概論Metabolic Engineering and Renewable Chemical Production,"沈若樸SHEN, CLAIRE-ROAPU",7,3.96,0.25
10910CHE 517000,高等程序控制Advanced Process Control,"鄭西顯JANG, SHI-SHANG",8,4.04,0.28
10910CHE 522500,小角度散射原理與應用Principles and Applications of Small Angle Scattering,"陳信龍CHEN, HSIN-LUNG",30,3.83,0.69
10910CHE 533000,同步輻射在物質結構上的應用Synchrotron applications in structural analysis,"鄭有舜JENG, U-SER",16,4.06,0.37
10910CHE 541200,人工器官與組織工程Artificial Organs and Tissue Engineering,"宋信文SUNG, HSING-WEN",25,4.05,0.39
10910CHE 545400,高等高分子化學Advanced Polymer Chemistry,"劉英麟LIU, YING-LING堀江正樹MASAKI HORIE",26,3.72,0.64
10910CHE 554000,微流體系統於化工之應用與實作Microfluidic System: Application and Implementation in Chemical Engineering,"黃振煌HUANG, JEN-HUANG",20,4.12,0.15
10910CHE 579500,有機光電Organic Electronics,"陳壽安CHEN, SHOW-AN",5,3.78,0.53
10910CHEM100001,普通化學乙General Chemistry (B),黃暄益HUANG MICHAEL HSUAN-YI,127,3.57,0.88
10910CHEM100002,普通化學乙General Chemistry (B),"王素蘭WANG, SUE-LEIN",131,3.08,1.13
10910CHEM101001,普通化學一General Chemistry (I),"廖文峯LIAW, WEN-FENG",152,2.91,1.15
10910CHEM101002,普通化學一General Chemistry (I),"洪嘉呈HORNG, JIA-CHERNG",177,2.16,1.33
10910CHEM101003,普通化學一General Chemistry (I),"黃國柱HWANG, KUO-CHU",159,2.95,1.22
10910CHEM101004,普通化學一General Chemistry (I),"游靜惠YU, CHIN-HUI",22,1.88,1.03
10910CHEM103001,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",56,3.86,0.47
10910CHEM103002,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",51,3.6,0.52
10910CHEM103003,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",61,3.71,0.45
10910CHEM103004,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",66,3.72,0.56
10910CHEM103005,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",62,3.83,0.67
10910CHEM103006,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",60,3.83,0.43
10910CHEM103007,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",57,3.8,0.67
10910CHEM103008,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",54,3.6,0.47
10910CHEM103009,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",56,3.53,0.46
10910CHEM103010,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",60,3.46,0.63
10910CHEM103011,普通化學實驗一General Chemistry Laboratory (I),"廖翊雅LIAO, YI-YA",53,3.55,0.47
10910CHEM221001,有機化學一Organic Chemistry (I),"汪炳鈞UANG, BIING-JIUN",75,2.93,1.36
10910CHEM221002,有機化學一Organic Chemistry (I),"韓建中HAN, CHIEN-CHUNG",160,3.67,0.92
10910CHEM223001,有機化學實驗一Organic Chemistry Laboratory(I),"涂育瑋TU, YU-WEI",23,3.78,0.44
10910CHEM223002,有機化學實驗一Organic Chemistry Laboratory(I),"涂育瑋TU, YU-WEI",36,3.76,0.52
10910CHEM223003,有機化學實驗一Organic Chemistry Laboratory(I),"涂育瑋TU, YU-WEI",40,3.91,0.3
10910CHEM223004,有機化學實驗一Organic Chemistry Laboratory(I),"涂育瑋TU, YU-WEI",34,3.59,0.6
10910CHEM241001,物理化學一Physical Chemistry (I),"陳益佳CHEN, I-CHIA",85,2.24,1.25
10910CHEM293000,應用數學Applied Mathematics,"江昀緯CHIANG, YUN-WEI",62,2.89,1.37
10910CHEM310000,有機化學三Organic Chemistry(III),"林俊成LIN, CHUN-CHENG",17,3.19,1.21
10910CHEM311000,分析化學一Analytical Chemistry (I),"陳貴通TAN, KUI THONG",71,3.09,1.2
10910CHEM313001,分析化學實驗一Analytical Chemistry Laboratory (I),"廖英孝LIAO, YING-HSIAO",28,4.05,0.32
10910CHEM313002,分析化學實驗一Analytical Chemistry Laboratory (I),"廖英孝LIAO, YING-HSIAO",32,3.85,0.42
10910CHEM331000,無機化學一Inorganic Chemistry (I),"黃暄益HUANG MICHAEL HSUAN-YI彭之皓PENG, CHI-HOW",75,2.94,1.29
10910CHEM337000,材料化學導論Introduction to Materials Chemistry,"王素蘭WANG, SUE-LEIN",44,3.46,0.73
10910CHEM343000,物理化學三Physical Chemistry (III),"楊家銘YANG, CHIA-MIN",29,2.63,1.6
10910CHEM345001,物理化學實驗二Physical Chemistry Laboratory (II),"莊晴如CHUANG, CHING-JU",19,3.83,0.44
10910CHEM345002,物理化學實驗二Physical Chemistry Laboratory (II),"莊晴如CHUANG, CHING-JU",27,4,0.35
10910CHEM345003,物理化學實驗二Physical Chemistry Laboratory (II),"莊晴如CHUANG, CHING-JU",30,3.97,0.35
10910CHEM345004,物理化學實驗二Physical Chemistry Laboratory (II),"莊晴如CHUANG, CHING-JU",30,3.79,0.54
10910CHEM350000,生物化學導論Introduction to Biochemistry,"余靖YU, CHIN",45,3.21,1.32
10910CHEM423000,核磁共振光譜Nuclear Magnetic Resonance Spectroscopy,"余靖YU, CHIN",15,3.09,1.14
10910CHEM461000,書報討論 (有機無機組)Seminar- Organic and Inorganic Chemistry,"黃郁文HUANG, YU-WEN",33,3.9,0.27
10910CHEM462000,書報討論 (物化分析組）Seminar-Physical and Analytical Chemistry,"陳貴通TAN, KUI THONG",25,2.98,0.7
10910CHEM465000,專題演講一Colloquium (I),"林俊成LIN, CHUN-CHENG",5,2.36,0.76
10910CHEM480000,專題研究一Undergraduate Research (I),指導教授,22,4.22,0.16
10910CHEM500000,教學實習一Teaching Internship (I),指導教授,81,4.16,0.22
10910CHEM501300,藥物化學Pharmaceutical Chemistry,"謝興邦HSIEH, HSING-PANG",23,3.74,0.52
10910CHEM508500,雷射光電化學實驗Laser Chemistry Laboratory,"陳益佳CHEN, I-CHIA",11,4,0
10910CHEM527000,有機光譜學Spectroscopic Methods for Organic Analysis,"黃郁文HUANG, YU-WEN",41,3.7,0.74
10910CHEM536500,分離科學Separation Science,"帕偉鄂本URBAN, PAWEL LUKASZ",19,4.05,0.44
10910CHEM541000,Ｘ光繞射及晶體結構分析X-ray Diffraction & Crystal Structure Analysis,"王素蘭WANG, SUE-LEIN",21,3.26,0.85
10910CHEM543000,材料化學分析技術Analytical techniques for Materials Chemistry,"楊家銘YANG, CHIA-MIN",18,3.81,0.56
10910CHEM545000,量子化學Quantum Chemistry,"周佳駿CHOU, CHIA-CHUN",45,3.96,0.36
10910CHEM546000,物理化學研究技術Experimental Techniques in Physical   Chemistry,"倪其焜NI, CHI-KUNG朱立岡CHU, LI-KANG",20,3.62,0.61
10910CHEM553400,研究專題討論一Seminar I,指導教授,81,4.15,0.18
10910CHEM561000,書報討論(有機組)Seminar - Organic Division,"王聖凱WANG, SHENG-KAI",29,3.77,0.51
10910CHEM563000,書報討論(物化組)Seminar - Physical Chemistry Division,"鄭博元CHENG, PO-YUAN",18,4.13,0.18
10910CHEM565000,書報討論(無機組)Seminar - Inorganic,"劉瑞雄LIU, JUI-HSIUNG",21,3.92,0.34
10910CHEM567000,書報討論(分析組)Seminar - Analytical Chemistry Division,"陳貴通TAN, KUI THONG",11,3.31,0.31
10910CHEM570000,專題演講Colloquium,"林俊成LIN, CHUN-CHENG",111,3.91,0.53
10910CHEM576000,化學動力學Chemical Kinetics,"朱立岡CHU, LI-KANG",13,3.82,0.36
10910CHEM586000,金屬有機合成Metal Organic Chemistry,"劉瑞雄LIU, JUI-HSIUNG",17,3.63,0.48
10910CHEM598000,化學生物Chemical Biology,"王聖凱WANG, SHENG-KAI",29,3.63,0.65
10910CHEM600000,化學教學實習Teaching Practice,指導教授,12,4.14,0.28
10910CHEM621000,物理有機化學Physical Organic Chemistry,林民生HAYASHI TAMIO,15,3.71,0.54
10910CHEM622000,有機反應機構 (研)Organic Reaction Mechanism,"胡紀如HWU, JIH-RU",23,3.72,0.56
10910CHEM623000,有機合成一Organic Synthesis (I),"陳建添CHEN, CHIEN-TIEN",46,3.55,0.66
10910CHEM650000,研究專題討論一Seminar I,指導教授,16,4.19,0.18
10910CHEM661000,書報討論(有機組)Seminar - Organic Division,"王聖凱WANG, SHENG-KAI",2,4.3,0
10910CHEM665000,書報討論(無機組)Seminar - Inorganic,"劉瑞雄LIU, JUI-HSIUNG",5,3.94,0.12
10910CHEM667000,書報討論(分析組)Seminar - Analytical Chemistry Division,"陳貴通TAN, KUI THONG",1,3.3,0
10910CHEM669000,書報討論(物化組)Seminar - Physical Chemistry Division,"鄭博元CHENG, PO-YUAN",3,4.2,0.14
10910CL  101001,大學中文College Chinese,"江曉輝KONH, HIU-FAI",25,3.97,0.84
10910CL  101002,大學中文College Chinese,"黃鈴棋HUANG, LING-CHI",24,4,0.19
10910CL  101003,大學中文College Chinese,"王達甫WANG, DA-FU",22,3.76,0.53
10910CL  101004,大學中文College Chinese,"潘芊樺PAN, CHIEN-HUA",25,3.98,0.32
10910CL  101005,大學中文College Chinese,"王秋今WANG, CHIU-CHIN",23,3.66,0.9
10910CL  101006,大學中文College Chinese,"王月秀WANG, YUE-SHIOU",24,3.85,0.91
10910CL  101010,大學中文College Chinese,"謝明憲HSIEH, MING-HSIEN",24,3.54,0.72
10910CL  101011,大學中文College Chinese,"江曉輝KONH, HIU-FAI",24,4.12,0.29
10910CL  101012,大學中文College Chinese,"林宣佑LIN, HSUAN-YU",25,3.54,0.43
10910CL  101013,大學中文College Chinese,"余能城YU, NENG-CHENG",26,3.41,1.03
10910CL  101014,大學中文College Chinese,"王達甫WANG, DA-FU",24,3.96,0.2
10910CL  101015,大學中文College Chinese,"潘芊樺PAN, CHIEN-HUA",24,4.09,0.22
10910CL  101017,大學中文College Chinese,"李瑞竹LEE, JUI-CHU",25,3.62,1.08
10910CL  101020,大學中文College Chinese,"林家妃LIN, CHIA-FEI",2,3.85,0.15
10910CL  101021,大學中文College Chinese,"許漢祥HSU, HAN-HSIANG",27,3.94,0.37
10910CL  101022,大學中文College Chinese,"林家妃LIN, CHIA-FEI",25,3.3,0.87
10910CL  101023,大學中文College Chinese,"余能城YU, NENG-CHENG",25,3.76,0.18
10910CL  101024,大學中文College Chinese,"李瑞竹LEE, JUI-CHU",27,3.89,0.38
10910CL  101025,大學中文College Chinese,"劉盈成LIU, YIN-GHENG",24,3.9,0.14
10910CL  101029,大學中文College Chinese,"劉盈成LIU, YIN-GHENG",25,3.93,0.15
10910CL  101030,大學中文College Chinese,"許漢祥HSU, HAN-HSIANG",25,3.96,0.37
10910CL  101031,大學中文College Chinese,"李威寰LI, WEI-HUAN",24,3.97,0.29
10910CL  101032,大學中文College Chinese,"林宣佑LIN, HSUAN-YU",26,3.62,0.34
10910CL  101033,大學中文College Chinese,"劉龢靚LIU, HO-CHING",25,4.11,0.19
10910CL  101034,大學中文College Chinese,"劉思妤LIU, SZU-YU",25,4.02,0.24
10910CL  101038,大學中文College Chinese,"方俠文FANG, SHIA-WEN",25,3.41,0.34
10910CL  101039,大學中文College Chinese,"李威寰LI, WEI-HUAN",26,4.03,0.25
10910CL  101040,大學中文College Chinese,"劉龢靚LIU, HO-CHING",25,4.1,0.22
10910CL  101041,大學中文College Chinese,"劉思妤LIU, SZU-YU",26,4.09,0.25
10910CL  101042,大學中文College Chinese,葉人豪YEH，JEN-HAO,25,3.66,0.43
10910CL  101050,大學中文College Chinese,"蔡幸娟TSAI, HSING-CHUAN",25,3.51,0.88
10910CL  101051,大學中文College Chinese,"王秋今WANG, CHIU-CHIN",25,3.53,1.09
10910CL  101061,大學中文College Chinese,"方俠文FANG, SHIA-WEN",24,2.51,0.94
10910CL  101062,大學中文College Chinese,"蔡幸娟TSAI, HSING-CHUAN",25,3.13,0.88
10910CL  101063,大學中文College Chinese,"王月秀WANG, YUE-SHIOU",22,2.75,1.37
10910CL  101064,大學中文College Chinese,"黃鈴棋HUANG, LING-CHI",25,3.93,0.15
10910CL  101065,大學中文College Chinese,葉人豪YEH，JEN-HAO,24,3.52,0.68
10910CL  110300,小說選Introduction to Traditional Chinese Fiction,陳珏CHEN JUE,27,3.47,0.68
10910CL  110601,中國語文通論Survey of Chinese Language & Linguistics,"蘇建唐SU, JIAN-TANG",60,3.26,1.19
10910CL  110700,基礎寫作一Basic Writing (I),"楊佳嫻YANG, CHIA-HSIEN",62,3.72,0.72
10910CL  111300,"唐宋明清文Essays of Tang, Song, Ming and Qing","李貞慧LEE, CHEN-HUI",63,2.91,1.35
10910CL  112000,古籍導讀Introduction to Classical Works,"朱曉海CHU, HSIAO-HAI",30,2.82,1.2
10910CL  121000,文學概論Introduction to Literature,"楊佳嫻YANG, CHIA-HSIEN",63,3.41,0.72
10910CL  210400,戲曲選Selected Readings in Chinese Opera,"林佳儀LIN, CHIA-YI",14,4.13,0.22
10910CL  210700,文字學Chinese Grammatology,"邴尚白BIING, SHANG-BAIR",48,3.86,0.6
10910CL  211200,近現代文學史History of Chinese Modern Literature,"顏健富GUAN, KEAN-FUNG",57,3.3,0.88
10910CL  230000,中日文化交流史History of cultural exchanges between Chaina and Japan,"鍋島亞朱華NABESHIMA,ASUKA",10,4.05,0.32
10910CL  232400,王維詩The Poetry of Wang Wei,"簡良如CHIEN, LIANG-JU",31,3.44,1.09
10910CL  232700,水滸傳Outlaws of the Marsh,"陳建男CHEN, CHIEN-NAN",26,3.98,0.97
10910CL  251200,大學中文寫作：散文創作College Chinese Writing: Prose,"吳億偉WU,I-WEI",16,4.08,0.2
10910CL  270000,華語教學通論Survey of Teaching Chinese as a Second Language,陳淑芬Shu-Fen Chen,13,3.89,0.32
10910CL  280600,古今詩詞吟唱Ancient and Modern Chinese Poetry Chanting,"蔡維天TSAI, WEI-TIEN",11,3.65,1.2
10910CL  281000,華語教材教法Methods and Materials in Chinese Language Teaching,"吳貞慧WU, CHEN-HUEI",18,4.22,0.17
10910CL  310100,中國文學史一History of Chinese Literature (I),"蔡英俊TSAI, YING-CHUN",59,3.26,0.9
10910CL  330300,宋詩選讀Selected Reading in Song Poetry,"李貞慧LEE, CHEN-HUI",11,3.72,0.64
10910CL  330800,李白詩Poetry of Li Po,"李欣錫LEE, HSIN-HSI",35,3.67,0.9
10910CL  331000,荀子Hsun Tzu,"祝平次CHU, PING-TZU",7,3.13,1.08
10910CL  331900,老子Lao-Tzu,"黃忠天HUANG, CHUNG-TIEN",24,3.73,1.14
10910CL  332600,漢書History of the Former Han Dynasty,"林聰舜LIN, TSUNG-SHUN",31,3.78,0.48
10910CL  363100,第二語言習得Second Language Acquisition,"吳貞慧WU, CHEN-HUEI",4,3.48,1.43
10910CL  370000,文化研究專題Topics in Cultural Studies,"劉人鵬LIU, JEN-PENG",7,3.66,0.73
10910CL  370200,漢學英文English for Chinese Studies,"羅仕龍LO, SHIH-LUNG",44,3.43,0.81
10910CL  370700,張愛玲作品Selected Readings on Fiction of Chang Eileen,"楊佳嫻YANG, CHIA-HSIEN",36,3.46,0.44
10910CL  370800,現代小說Modern Chinese Fiction,"顏健富GUAN, KEAN-FUNG",29,3.47,1.13
10910CL  390900,文學與文化研究Literary and Cultural Studies,"劉人鵬LIU, JEN-PENG",6,3.57,0.88
10910CL  392000,閱讀寫作的理論與方法Theory and Practice of Reading and Writing,"蔡英俊TSAI, YING-CHUN",5,4,0.19
10910CL  410100,中國思想史一History of Chinese Thought (I),"祝平次CHU, PING-TZU",47,3.5,0.76
