0,1,2,3,4,5
10920ESS 454000,燃料電池原理與應用Principles and Applications of Fuel Cells,"葉宗洸YEH, TSUNG-KUANG",40,3.12,1.15
10920ESS 455000,太陽光電創意專題實作Solar Cell Laboratory and Project Study,"吳永俊WU, YUNG-CHUN",31,4.24,0.14
10920ESS 498000,工程系統專題研究一Independent Study in Engineering & System Science I,指導教授,63,3.97,0.64
10920ESS 499000,工程系統專題研究二Independent Study in Engineering & System Science II,指導教授,12,3.99,0.33
10920ESS 500000,專題演講Colloquium,"林洸銓LIN, KUANG-CHUAN陳馨怡CHEN, HSIN-YI",180,3.78,0.26
10920ESS 502001,書報討論Seminar,"李志浩LEE, CHIH-HAO",18,3.78,0.18
10920ESS 502002,書報討論Seminar,"曾繁根TSENG, FAN-GANG",30,4.17,0.15
10920ESS 502003,書報討論Seminar,"王翔郁WANG, HSIANG-YU",8,4.26,0.1
10920ESS 502004,書報討論Seminar,"朱鵬維CHU, PENG-WEI",52,4.22,0.17
10920ESS 502005,書報討論Seminar,"張廖貴術CHANG LIAO, KUEI-SHU",31,4.12,0.18
10920ESS 502006,書報討論Seminar,"吳順吉WU, SHUN-CHI",47,4.21,0.23
10920ESS 523000,半導體元件物理Semiconductor Devices Physics,"張廖貴術CHANG LIAO, KUEI-SHU",72,3.55,0.78
10920ESS 523300,半導體元件設計與模擬Semiconductor devices design and simulation,"吳永俊WU, YUNG-CHUN",29,4.19,0.17
10920ESS 527100,微波工程Microwave Engineering,"柳克強LEOU, KEH-CHYANG",7,4.09,0.21
10920ESS 537500,先進製程特論Special Topics on Advanced Process Technology,"蘇紘儀SU, DAVID HUNG-I",111,3.76,0.36
10920ESS 552000,高等物理冶金Advanced Physical Metallurgy,"黃嘉宏HUANG, JIA-HONG",17,3.42,0.59
10920ESS 552800,材料分析與檢測Inspection and Analysis for Materials,"陳健群CHEN, CHEIN-CHUN",57,3.22,1.29
10920ESS 568001,輻射度量實驗Radiation Detection and Measurement Lab.,"李志浩LEE, CHIH-HAO",9,3.99,0.27
10920ESS 571500,高分子物理Polymer Physics,"蕭百沂HSIAO, PAI-YI",3,4.3,0
10920ESS 573000,先進太陽能電池Advanced Solar Cells,"陳燦耀CHEN, TSAN-YAO",5,3.98,0.5
10920ESS 584000,電子構裝冷卻理論與實驗Electronics Cooling System Design,"林唯耕LIN, WEI-KENG",10,4.3,0
10920ESS 584500,奈微米生醫及流體系統Nano/Micro Biomedical and Fluidic Systems,"曾繁根TSENG, FAN-GANG楊重熙YANG, CHUNG-SHI",6,3.98,0.46
10920ESS 589800,軟物質科學導論Introduction to Soft Condensed Matter,"王本誠WANG, PEN-CHENG",16,3.84,0.41
10920ESS 634000,高等電漿工程Advanced Plasma Engineering,"柳克強LEOU, KEH-CHYANG",11,4.08,0.18
10920FL  100600,西洋文學概論二Introduction to Western Literature II,金守民MARGARET KIM,60,2.86,1.25
10920FL  101900,應用語言學Introduction to Applied Linguistics,"楊梵孛YANG, FAN-PEI",68,4.13,0.23
10920FL  102001,英文二English II,"楊梵孛YANG, FAN-PEI",20,3.81,0.14
10920FL  102002,英文二English II,"張銪容CHANG, YU-JUNG",20,3.92,0.32
10920FL  102003,英文二English II,"陳宗穎CHEN, TSUNG-YING",7,3.84,0.57
10920FL  102801,進階英文：閱讀與討論Advanced English: Reading and Discussion,"郭詩芝KUO, SHIH-CHIH",26,3.87,0.24
10920FL  102802,進階英文：閱讀與討論Advanced English: Reading and Discussion,"秦震宇CHIN, CHEN-YU",5,3.54,0.35
10920FL  102803,進階英文：閱讀與討論Advanced English: Reading and Discussion,"林雅瓊LIM, NGA-KHING",12,4.28,0.08
10920FL  102804,進階英文：閱讀與討論Advanced English: Reading and Discussion,"鄺粵敏KWONG, YUET MAN",28,4.15,0.2
10920FL  102805,進階英文：閱讀與討論Advanced English: Reading and Discussion,"黃伊岑HUANG, I-TSEN",17,3.66,0.92
10920FL  102806,進階英文：聽講Advanced English: Listening and Speaking,"呂文仁LIU, WEN-REN",24,3.86,0.33
10920FL  102807,進階英文：聽講Advanced English: Listening and Speaking,"詹智婷CHAN, CHIH-TING",23,3.8,0.96
10920FL  102808,進階英文：聽講Advanced English: Listening and Speaking,"郭詩芝KUO, SHIH-CHIH",14,3.69,0.37
10920FL  102809,進階英文：聽講Advanced English: Listening and Speaking,"呂文仁LIU, WEN-REN",21,3.57,0.62
10920FL  102810,進階英文：聽講Advanced English: Listening and Speaking,"馬紹芸MA, SHAO-YUN",6,4,0.17
10920FL  103600,文學作品讀法二Introduction to Literature II,"黃仕宜HUANG, SHIH-YI",64,3.12,0.91
10920FL  104201,英語聽講二English Listening and Speaking II,"黃伊岑HUANG, I-TSEN",28,3.82,0.77
10920FL  104202,英語聽講二English Listening and Speaking II,"許淳潔HSU, CHUN-CHIEH",29,3.98,0.22
10920FL  200300,十八世紀前英國文學English Literature before 1700,金守民MARGARET KIM,12,3.93,0.51
10920FL  201001,閱讀與寫作一(下)Reading & Writing I (2),"林惠芬LIN, HUI-FEN",13,4.02,0.22
10920FL  201002,閱讀與寫作一(下)Reading & Writing I (2),張寶玉VIPHAVEE VONGPUMIVITCH,16,3.85,0.18
10920FL  201003,閱讀與寫作一(下)Reading & Writing I (2),"陳皇華CHEN, HUANG-HUA",21,4.1,0.19
10920FL  201201,初級日語二Beginning Japanese II,"簡嘉菁CHIEN, CHIA-CHING",24,3.98,0.41
10920FL  201202,初級日語二Beginning Japanese II,"陳國卿CHEN, KUO-CHING",43,4.15,0.2
10920FL  201203,初級日語二Beginning Japanese II,"周雅玲CHOU, YA-LING",40,3.55,0.92
10920FL  201204,初級日語二Beginning Japanese II,"周雅玲CHOU, YA-LING",19,3.34,1.23
10920FL  201205,初級日語二Beginning Japanese II,"周雅玲CHOU, YA-LING",22,3.5,0.84
10920FL  201206,初級日語二Beginning Japanese II,"周雅玲CHOU, YA-LING",14,3.61,0.87
10920FL  201207,初級日語二Beginning Japanese II,"張鈞竹CHANG,CHUN-CHU",38,3.93,0.42
10920FL  201208,初級日語二Beginning Japanese II,"張鈞竹CHANG,CHUN-CHU",37,3.91,0.47
10920FL  201209,初級日語二Beginning Japanese II,"簡嘉菁CHIEN, CHIA-CHING",33,3.92,0.42
10920FL  201210,初級日語二Beginning Japanese II,"簡嘉菁CHIEN, CHIA-CHING",38,4.06,0.3
10920FL  201211,初級日語二Beginning Japanese II,"簡嘉菁CHIEN, CHIA-CHING",37,3.96,0.29
10920FL  201212,初級日語二Beginning Japanese II,"楊漫恩YANG, MAN-EN",33,3.98,0.51
10920FL  201213,初級日語二Beginning Japanese II,"陳曉貞CHEN, HSIAO-CHEN",29,4.07,0.24
10920FL  201214,初級日語二Beginning Japanese II,"陳曉貞CHEN, HSIAO-CHEN",41,4.02,0.39
10920FL  201215,初級日語二Beginning Japanese II,"陳曉貞CHEN, HSIAO-CHEN",38,4.02,0.37
10920FL  201216,初級日語二Beginning Japanese II,"王瑋婷WANG, WEI-TING",38,3.97,0.75
10920FL  201217,初級日語二Beginning Japanese II,"王瑋婷WANG, WEI-TING",38,4.03,0.45
10920FL  201218,初級日語二Beginning Japanese II,"王瑋婷WANG, WEI-TING",30,3.77,0.92
10920FL  201219,初級日語二Beginning Japanese II,"張嘉芬CHANG, CHIA-FEN",40,4.18,0.24
10920FL  201220,初級日語二Beginning Japanese II,"李蕙如LEE,HUI-JU",26,3.95,0.62
10920FL  201401,初級西班牙語二Basic Spanish II,"張雅鈴CHANG, YEA-LING",18,3.71,0.54
10920FL  201402,初級西班牙語二Basic Spanish II,"張雅鈴CHANG, YEA-LING",26,3.63,0.58
10920FL  201403,初級西班牙語二Basic Spanish II,"張雅鈴CHANG, YEA-LING",22,3.58,0.57
10920FL  201404,初級西班牙語二Basic Spanish II,"張雅鈴CHANG, YEA-LING",18,3.53,0.98
10920FL  201405,初級西班牙語二Basic Spanish II,"張雅鈴CHANG, YEA-LING",13,3.64,0.42
10920FL  201406,初級西班牙語二Basic Spanish II,"張雅鈴CHANG, YEA-LING",16,3.7,0.73
10920FL  201601,初級法語二Beginning French II,"張月琴CHANG, YUEH-CHIN",12,3.07,0.99
10920FL  201602,初級法語二Beginning French II,"徐琿輝HSU, HUN-HUI",23,4.05,0.19
10920FL  201603,初級法語二Beginning French II,"石秋燕SHIH, CHIU-YEN",7,4.26,0.11
10920FL  201604,初級法語二Beginning French II,"石秋燕SHIH, CHIU-YEN",11,4.19,0.19
10920FL  201605,初級法語二Beginning French II,"廖含潔LIAO, HAN-CHIEH",41,4.27,0.09
10920FL  201606,初級法語二Beginning French II,"石秋燕SHIH, CHIU-YEN",8,3.66,0.8
10920FL  201607,初級法語二Beginning French II,"廖含潔LIAO, HAN-CHIEH",45,4.25,0.13
10920FL  201608,初級法語二Beginning French II,"廖含潔LIAO, HAN-CHIEH",41,4.17,0.67
10920FL  201609,初級法語二Beginning French II,"廖含潔LIAO, HAN-CHIEH",31,4.2,0.26
10920FL  202401,英語口語訓練二English Oral Practice(II),"黃仕宜HUANG, SHIH-YI",11,3.92,0.22
10920FL  202402,英語口語訓練二English Oral Practice(II),"張銪容CHANG, YU-JUNG",18,4.01,0.29
10920FL  202403,英語口語訓練二English Oral Practice(II),"黃虹慈HUANG, HUNG-TZU",15,4.01,1.07
10920FL  202600,語言教學導論Introduction to Foreign Language Teaching and Learning,張寶玉VIPHAVEE VONGPUMIVITCH,5,3.74,0.26
10920FL  202800,當代小說Contemporary Fiction,"李書雨LEE, SHU-YU",11,3.9,0.42
10920FL  204201,初級德語二Beginning German II,"郭春長KUO, CHUN-CHANG",18,3.87,0.49
10920FL  204202,初級德語二Beginning German II,"郭春長KUO, CHUN-CHANG",19,3.91,0.37
10920FL  204203,初級德語二Beginning German II,"郭春長KUO, CHUN-CHANG",14,3.9,0.5
10920FL  204204,初級德語二Beginning German II,"郭春長KUO, CHUN-CHANG",21,3.85,0.65
10920FL  204205,初級德語二Beginning German II,"郭春長KUO, CHUN-CHANG",35,4.06,0.37
10920FL  204206,初級德語二Beginning German II,"韓珮雯HAN, PEI-WEN",27,3.92,0.4
10920FL  204207,初級德語二Beginning German II,"韓珮雯HAN, PEI-WEN",38,3.93,0.37
10920FL  204208,初級德語二Beginning German II,"韓珮雯HAN, PEI-WEN",32,3.98,0.46
10920FL  204209,初級德語二Beginning German II,"韓珮雯HAN, PEI-WEN",30,4.07,0.38
10920FL  207100,21世紀圖像小說中的社會政治議題Society and Politics in 21st-Century Graphic Novels,"李書雨LEE, SHU-YU",6,3.88,0.31
10920FL  213700,十八世紀文學Eighteenth-Century Literature,"陳皇華CHEN, HUANG-HUA",51,3.76,0.42
10920FL  300401,閱讀與寫作二(下)Reading & Writing II (2),"林宜莊LIN, YI-CHUANG",9,3.69,0.77
10920FL  300402,閱讀與寫作二(下)Reading & Writing II (2),"黃虹慈HUANG, HUNG-TZU",14,3.64,0.33
10920FL  300403,閱讀與寫作二(下)Reading & Writing II (2),"李書雨LEE, SHU-YU",17,3.69,0.37
10920FL  300601,中級日語二Intermediate Japanese II,真武薰KAORU MATAKE,15,4.04,0.57
10920FL  300602,中級日語二Intermediate Japanese II,"周雅玲CHOU, YA-LING",22,3.57,1
10920FL  300603,中級日語二Intermediate Japanese II,"周雅玲CHOU, YA-LING",36,3.71,0.57
10920FL  300604,中級日語二Intermediate Japanese II,"張鈞竹CHANG,CHUN-CHU",22,3.75,0.67
10920FL  300605,中級日語二Intermediate Japanese II,"簡嘉菁CHIEN, CHIA-CHING",42,4.14,0.21
10920FL  300606,中級日語二Intermediate Japanese II,"簡嘉菁CHIEN, CHIA-CHING",41,4.02,0.29
10920FL  300607,中級日語二Intermediate Japanese II,"廖紋淑LIAO, WEN-SHU",23,3.86,0.88
10920FL  300608,中級日語二Intermediate Japanese II,"陳曉貞CHEN, HSIAO-CHEN",32,4.1,0.26
10920FL  300609,中級日語二Intermediate Japanese II,"王佑心WANG, YU-HSIN",14,3.98,0.84
10920FL  300801,中級法語二Intermediate French II,"于治中YU, CHIH-CHUNG",9,4.27,0.09
10920FL  300802,中級法語二Intermediate French II,"于治中YU, CHIH-CHUNG",9,3.52,1.27
10920FL  301001,中級德語二Intermediate German II,"郭春長KUO, CHUN-CHANG",26,3.67,0.68
10920FL  301002,中級德語二Intermediate German II,"郭春長KUO, CHUN-CHANG",21,3.95,0.42
10920FL  301200,維多利亞時期文學Victorian Literature,"林宜莊LIN, YI-CHUANG",11,3.52,1.14
10920FL  306000,電腦輔助語言學習Computer-Assisted Language Learning,"林惠芬LIN, HUI-FEN",8,2.99,1.76
10920FL  307800,語意學Semantics,梅思德MEISTERERNST BARBARA,29,4.06,0.78
10920FL  308400,中英筆譯Chinese-English Translation,"謝宏濱HSIEH, HUNGPIN",23,4.08,0.24
10920FL  308700,中英翻譯習作English-Chinese Translation Practice,"陳國華CHEN, KUO-HUA",17,3.51,0.57
10920FL  310100,第二語言習得Second Language Acquisition,張寶玉VIPHAVEE VONGPUMIVITCH,37,3.72,0.64
10920FL  312700,西班牙語短篇故事閱讀與習作二Spanish Short Essay Reading and Writing II,張淑英SHU-YING CHANG,6,3.93,0.44
10920FL  327200,日語會話二Japanese Conversation II,"簡嘉菁CHIEN, CHIA-CHING",16,4,0.18
10920FL  327400,日語聽解二Japanese Listening II,"簡嘉菁CHIEN, CHIA-CHING",17,4.05,0.31
10920FL  328700,中級法語會話二Intermediate French Conversation II,"廖含潔LIAO, HAN-CHIEH",25,4.28,0.12
10920FL  329100,中級法語語法二Intermediate French Grammar II,"石秋燕SHIH, CHIU-YEN",6,4.15,0.23
10920FL  329300,中級法語聽力二Intermediate French oral comprehension II,"廖含潔LIAO, HAN-CHIEH",9,3.41,0.63
10920FL  330100,音韻學Phonology,"陳宗穎CHEN, TSUNG-YING",14,2.53,1.56
10920FL  330800,語言與認知Language and Cognition,"楊梵孛YANG, FAN-PEI",30,4.05,0.76
10920FL  338001,初級韓語二Basic Korean II,韓京惪HAN KYUNG DUK,20,4.01,0.4
10920FL  338002,初級韓語二Basic Korean II,韓京惪HAN KYUNG DUK,28,3.71,0.85
10920FL  338003,初級韓語二Basic Korean II,韓京惪HAN KYUNG DUK,27,3.41,1.15
10920FL  338004,初級韓語二Basic Korean II,韓京惪HAN KYUNG DUK,10,3.56,0.69
10920FL  338005,初級韓語二Basic Korean II,韓京惪HAN KYUNG DUK,22,3.72,0.61
10920FL  338006,初級韓語二Basic Korean II,韓京惪HAN KYUNG DUK,27,3.53,1.02
10920FL  338101,中級韓語二Intermediate Korean II,韓京惪HAN KYUNG DUK,16,3.84,0.57
10920FL  338102,中級韓語二Intermediate Korean II,韓京惪HAN KYUNG DUK,14,3.59,1.13
10920FL  342600,中級德語會話二Intermediate German Conversation II,"韓珮雯HAN, PEI-WEN",13,3.97,1.15
10920FL  343200,日語聽解四Japanese Listening IV,"周雅玲CHOU, YA-LING",13,3.58,0.64
10920FL  343300,商用英語會話English for Oral Business Communication,"黃伊岑HUANG, I-TSEN",9,3.93,0.12
10920FL  344400,日語會話四Japanese Conversation IV,真武薰KAORU MATAKE,6,4.3,0
10920FL  344500,從《哈利波特》學英文English Language Skills with Harry Potter,柯安娜JOHANNA KATCHEN,32,3.88,0.66
10920FL  350000,科技與人文Technology and Humanities,"吳建亨WU, CHIEN-HENG",6,3.62,0.89
10920FL  350100,魯濱遜漂流記：全球脈絡下的多重文本Robinson Crusoe: A Multilayered Text in Global Contexts,"紀元文CHI, YUAN-WEN",20,4.12,0.2
10920FL  402600,高級韓語二Advanced Korean II,韓京惪HAN KYUNG DUK,17,4.1,0.3
10920FL  403500,新聞英文Journalistic English,"黃伊岑HUANG, I-TSEN",23,4.12,0.19
10920FL  404000,高級法語二Advanced French II,"于治中YU, CHIH-CHUNG",5,4.3,0
10920FL  404500,中級西班牙語二Intermediate Spanish II,"張雅鈴CHANG, YEA-LING",14,3.79,0.46
10920FL  404501,中級西班牙語二Intermediate Spanish II,"張雅鈴CHANG, YEA-LING",17,3.65,1.01
10920FL  404801,高級日語二Advanced Japanese II,真武薰KAORU MATAKE,17,3.74,0.99
10920FL  404802,高級日語二Advanced Japanese II,藤井康子FUJII YASUKO,33,4.19,0.18
10920FL  404803,高級日語二Advanced Japanese II,"張鈞竹CHANG,CHUN-CHU",15,3.85,0.53
10920FL  405000,日語閱讀二Japanese Reading II,"周雅玲CHOU, YA-LING",16,3.73,0.3
10920FL  405500,中級西班牙語會話二Intermediate Spanish Conversation II,"張雅鈴CHANG, YEA-LING",7,4.17,0.15
10920FL  406500,口譯Oral Interpretation,"黃嘉瑜HUANG, CHIA-YU",13,4.05,0.2
10920FL  417100,高級德語二Advanced German II,"郭春長KUO, CHUN-CHANG",13,3.98,0.38
10920FL  420700,美國文學經典Classics of American Literature,"傅士珍FUH, SHYH-JEN",23,3.51,0.81
10920FL  420900,高級西班牙語二Advanced Spanish II,"張雅鈴CHANG, YEA-LING",6,4.15,0.15
10920FL  421200,商用日語二 Business Japanese II,"簡嘉菁CHIEN, CHIA-CHING",14,4.04,0.19
10920FL  421400,新聞日語二News Japanese II,"簡嘉菁CHIEN, CHIA-CHING",9,4.1,0.2
10920FL  422000,語句處理實驗實作Sentence Processing Experiments,"許淳潔HSU, CHUN-CHIEH",2,3.85,0.15
10920FL  456200,日語寫作二Japanese writing 2,藤井康子FUJII YASUKO,13,4.09,0.14
10920FL  513700,後現代小說Postmodern Novel,"林宜莊LIN, YI-CHUANG",5,4,0.27
10920FL  514300,敘述焦慮與小說興起Narrative Anxiety and The Rise of the Novel,"陳皇華CHEN, HUANG-HUA",7,4.09,0.21
10920FL  518000,當代美國劇場Contemporary American Theatre,"黃仕宜HUANG, SHIH-YI",1,4,0
10920FL  518100,電影與意識形態Film and Ideology,"吳建亨WU, CHIEN-HENG",16,3.69,0.86
10920FL  531800,美國普羅文學U.S. Proletarian Literature,"傅士珍FUH, SHYH-JEN",1,4,0
10920FL  560200,第二語言習得Second Language Acquisition,"黃虹慈HUANG, HUNG-TZU",5,3.66,0.31
10920FL  571700,身分認同與語言教學Identity in Language Teaching and Learning,"張銪容CHANG, YU-JUNG",6,3.68,0.49
10920FL  582200,內隱與外顯語言學習Implicit and Explicit Language Learning,"陳宗穎CHEN, TSUNG-YING",5,3.68,0.41
10920FL  582600,語言習得專題Topics in Language Acquisition,"許淳潔HSU, CHUN-CHIEH",1,4.3,0
10920GE  100800,現代散文選讀Studies in Modern Prose,"黃雅莉HUANG, YA-LI",17,4.14,0.35
10920GE  101200,工業4.0與發展趨勢概論Introduction to the development trend of the Industry 4.0,"陳德鴻CHEN, TE-HUNG曾仕君TSENG, SHIH-CHUN",28,3.76,0.93
10920GE  101300,東亞地區的宗教與政治The Interrelation between Religion and Politics in East Asia,"李文政LEE,WEN-CHENG",47,3.31,0.63
10920GE  102200,"現代科技的應用、風險與福祉Applications, Risks and Benefits of Modern Technologies","林基興LIN, JI-SHING",73,3.52,0.76
10920GE  102400,產業創新實作Practice for Industry innovation,"李天健LEE, TIEN-CHIEN商雅婷SHANG, YA-TING蔡協亨TSAI, HSIEH-HENG",63,4.07,0.22
10920GE  102600,短片製作Short Film Production,"蕭菊貞HSIAO, CHU-CHEN",33,3.95,0.32
10920GE  104200,飲食素養與永續食物設計Food Literacy and Sustainable Food Design,"張瑋琦CHANG, WEI-CHI",28,3.94,0.8
10920GE  105200,歐幾里得與西方文明中的數學Euclid and Mathematics in Western Civilisation,"英家銘YING, JIA-MING",57,4.15,0.25
10920GE  105400,共善的社會設計Social Design for the Common Good,"王俊秀WANG, CHIN-SHOU",38,4.24,0.12
10920GE  106601,設計繪畫Design Drawing,"連正宏LIEN, CHENG-HUNG",20,3.49,1.19
10920GE  106602,設計繪畫Design Drawing,"連正宏LIEN, CHENG-HUNG",20,4.06,0.26
10920GE  107200,中藥與近代科技Chinese Herbology and Modern Sciences & Technologies,"張翔CHANG, SHYANG陳瑞凱CHEN, SWE-KAI",68,3.93,0.55
10920GE  107600,繪畫創作Painting Creation,"連正宏LIEN, CHENG-HUNG",16,3.73,0.99
10920GE  108200,從日常到科幻的有趣物理學Interesting physics from daily life to scientific fantasies,"鄭宜帆CHENG, YI-FAN",47,3.48,0.99
10920GE  108300,法律與文學Law and Literature,"黃仁俊HUANG,REN-JYUN",50,3.71,1.18
10920GE  108600,基礎素描Element of Art,"唐唐發TANG, TANG-FA",19,3.67,0.63
10920GE  109601,陶藝製作Clay Work,"吳建福WU, CHIEN-FU",34,4,0
10920GE  109602,陶藝製作Clay Work,"吳建福WU, CHIEN-FU",32,4,0
10920GE  109800,"台語‧影劇及文學Taiwanese / Tâi-gí‧movie, drama and Literature","鄧慧恩TENG, HUI-EN",52,3.79,0.48
10920GE  111300,"百年來的中華民國對外關係Foreign Relations of Republic of China, 1912-now","張棋炘CHANG, CHI-SHIN",29,4.09,0.26
10920GE  112800,世界古文明History of Ancient World Civilization,"陳冠穎CHEN, KUAN-YING",57,3.47,0.89
10920GE  113500,媒體影響與社會問題Media Effects and Social Problems,"簡立易CHIEN, LI-YI",23,3.56,0.9
10920GE  114600,現代藝術創作專題Art Project,"林甫珊LIN, FU-SHAN",15,3.61,0.48
10920GE  115100,認識真菌Knowing Fungi,"陳復琴TSCHEN, EDELGARD",67,3.79,0.58
10920GE  115500,創新創意與創業Innovation and Entrepreneurship,"蔡仁松TSAY, REN-SONG",47,4.19,0.26
10920GE  115600,水墨技法與美學：山水畫Techniques and Aesthetics of Ink Painting: Landscape Painting,"袁慧莉YUAN, HUI-LI",15,4.24,0.12
10920GE  115800,台灣當代戲曲Taiwan Contemporary Xiqu,"吳岳霖WU, YUE-LIN",57,4,0.21
10920GE  117300,中亞國際關係Central Asia: Politics and Society and Contested Powers,"侍建宇SHIH, CHIEN-YU",60,3.71,0.63
10920GE  118300,中東地區研究The Research of Middle East Region,"葉長城YEH, CHANG-CHEN",44,3.73,0.39
10920GE  118500,個人危機預防Personal Crisis Prevention,"鍾堅CHUNG, CHIEN",60,3.91,0.44
10920GE  119500,媒體與寫作Media and Writing,"陳千惠CHEN, CHIEN-HUI",23,3.89,0.26
10920GE  119600,版畫實驗Print Making,"林甫珊LIN, FU-SHAN",20,3.57,0.52
10920GE  119800,十八世紀英國的藝術與社會Introduction to Eighteenth-century English Art and Society,"蕭智尹HSIAO, CHIH-YIN",20,3.74,0.88
10920GE  120601,油畫Oil Painting,"唐唐發TANG, TANG-FA",19,3.68,0.58
10920GE  120602,油畫Oil Painting,"唐唐發TANG, TANG-FA",19,3.69,0.89
10920GE  122100,環保與生活 Environmental Protection and Life,"杜明進TU, MING-CHIN",89,3.79,0.55
10920GE  122500,台灣社會與語言變遷Changes of Taiwan Society and Language,"陳淑娟CHEN, SHU-CHUAN",26,3.79,0.88
10920GE  123300,身心障礙理論與權益The Introduction of  Disability and Civil Rights,"黃國晏HUANG, KUO-YEN",48,3.68,0.71
10920GE  123600,世界音樂文化導論Introduction to World Music,"趙慧璿CHAO, HUI-HSUAN",37,3.42,0.94
10920GE  124100,離散數學趣談Interesting Topics in Discrete Mathematics,韓永楷HON WING KAI,41,4.19,0.17
10920GE  124500,行銷管理Marketing Management,"洪淑芳HUNG, SHU-FANG",58,4.18,0.21
10920GE  125700,聖經與人生Bible and Life,"麥偉基MAK WAI KEI李哲榮LEE, CHE-RUNG王道維WANG, DAW-WEI潘榮隆PAN, RONG-LONG",37,3.83,0.78
10920GE  125800,歐洲經濟社會史Economic and Social History of Europe,"何萍HO, PING",26,4.15,0.21
10920GE  126500,企業文化與傳播Corporate Cultures,"蒯亮LIANG, KUAI",16,3.94,0.23
10920GE  127600,音樂賞析三Music Appreciation and Analysis (III),"彭文几PERNG, WEN-JI",42,3.87,0.51
10920GE  128600,插畫技法與運用Drawing skills and application,"林鴻堯LIN, HUNG-YAO",21,4.01,0.2
10920GE  129400,空間的社會與文化分析Social and Cultural Analysis of Space,"吳哲良WU, CHE-LIANG",18,3.98,0.74
10920GE  130300,創傷與社會Trauma and Society,"蔣興儀CHIANG, HSING-YI",33,3.92,0.66
10920GE  130500,電視製作的理論與實務Television Production,"曾行宜TSENG, HSING-I",45,3.9,0.63
10920GE  131800,現代詩選讀Chinese Modern Poetry,"陳柏伶CHEN, PO-LING",44,3.86,0.28
10920GE  132800,"中國神話故事選讀Selective Readings for ""The Chinese Mythology""","陳燕梅CHEN, YEN-MEI",51,4.09,0.55
10920GE  133500,互動設計概論Introduction to Interaction design,"許有真HSU, YU-CHEN",33,3.87,0.38
10920GE  134600,電影配樂發展史與風格賞析The History of Film Scoring--Analysis and Development,"邱亭雅CHIU, TING-YA",75,4.1,0.38
10920GE  135500,高科技創業入門Introduction to High-Tech Entrepreneurship,"蔡仁松TSAY, REN-SONG",93,3.85,0.46
10920GE  135600,歌劇欣賞--理夏德•史特勞斯Opera Appreciation ~ Richard Strauss,"彭文几PERNG, WEN-JI",48,4.03,0.22
10920GE  136500,高科技人力資源管理--基礎與實務應用Human Resource Management-- fundamentals and Practice,"洪淑芳HUNG, SHU-FANG",61,4.22,0.17
10920GE  136800,小說閱讀與創意書寫Novel reading and Creative Writing,"蔣興立CHIANG, HSIN-LI",49,3.8,1.08
10920GE  137300,歐洲政府與政治European Governments and Politics,"張福昌CHANG, FU-CHANG",43,3.04,0.84
10920GE  137500,職場溝通學Business Communications,"彭冠宇PENG, KUAN-YU",81,4.04,0.23
10920GE  137600,除魅與欲望：英文愛情小說導讀Disenchantment and Desire: Introduction to the Romance Novel,"陳麒方CHEN, CHI-FANG",11,3.82,0.36
10920GE  137800,列女傳Biography of Women in Ancient China,"曾美雲TSENG, MEI-YUN",31,3.36,1.5
10920GE  138200,繽紛海洋生命Introduction to Marine Life,"楊樹森YANG, SHU-SEN",52,3.19,1.13
10920GE  138500,經濟史的趣味Having Fun with Economic History,"賴建誠LAI, CHENG-CHUNG",25,3.4,0.92
10920GE  139400,性別思考Gender Thinking,"陸品妃LU, PIN-FEI",40,3.81,0.5
10920GE  140400,遊戲與動漫導論An Introduction of Game and Anime,"梁世佑LIANG, SHIH-YU",85,3.47,0.94
10920GE  140600,產品設計與實作Product design and Practice,"黃致傑HUANG, CHIH-CHIEH巫銘紘WU, MING  HONG",16,4.13,0.15
10920GE  141300,消費者保護之理論與實務The Theory and Practice of Consumer Protection Law,靳邦忠 ,122,3.7,0.7
10920GE  144300,恐怖主義與反恐Terrorism and Anti-Terrorism,"侍建宇SHIH, CHIEN-YU",57,3.58,0.87
10920GE  144400,愛情關係的發展與經營Development and management of love relationship,"楊雅婷YANG, YA-TING",51,3.97,0.65
10920GE  145300,兩岸關係與政策發展The Development of the Cross-Strait Relations and Policy,"徐銘謙HSU, MING-CHIEN",17,2.47,1.27
10920GE  145600,台灣歌謠發展史The Development Process of Taiwanese Songs,"簡上仁CHIEN, SHANG-JEN",60,3.45,0.55
10920GE  149300,認識著作權Learning the Rules of Taiwan's Copyright Law,"胡中瑋HU, CHUNG-WEI",46,4,0.35
10920GE  152400,印度文化概論Introduction to Indian Culture,"董玉莉TUNG, YU-LI",18,3.88,0.38
10920GE  153200,體重管理的科學與實踐The science and practical application of weight management,"莊永仁CHUANG, YUNG-JEN",25,3.96,0.35
10920GE  154400,弗洛伊德與精神分析Freud and Psychoanalysis,"高榮禧KAO, JUNG-HSI",136,3.77,0.72
10920GE  154600,策展理論與實務Organizing Art Exhibitions :Theory and Practices,"賴小秋LAI, HSIAO-CHIU",24,3.73,0.84
10920GE  155600,公共藝術賞析Public Art,"賴小秋LAI, HSIAO-CHIU",124,3.8,0.58
10920GE  157600,"建築文化與社會ON ARCHITECTURE, its cultural characters and social significances","林洵可LIN, SHYUN-KEE",48,3.44,0.5
10920GE  158400,當代國際議題研究Current important issues in international Relations,"方天賜FANG, TIEN-SZE",43,3.81,0.49
