"學期
Semester","課號
CourseID","課名
Course Title","教師
Instructor","選課人數
Enrollment Count","平均GPA
Average GPA","標準差
Standard Deviation",course,instructor_ref
110下,ESS 251000,"材料熱力學
Thermodynamics of Materials","朱鵬維CHU, PENG-WEI",23,3.25,1.2,ESS2510,26417403003217367728580697871876973
110下,ESS 260000,"工程化學概論
Introductory Chemistry for Engineers","王本誠WANG, PEN-CHENG",5,4.04,0.39,ESS2600,295792641235488876578718069786772697871
110下,ESS 302001,"近代物理一
Modern Physics I","陳馨怡CHEN, HSIN-YI",60,3.27,0.88,ESS3020,38515393362460967726978728373788973
110下,ESS 302002,"近代物理一
Modern Physics I","陳馨怡CHEN, HSIN-YI",59,3.19,1.15,ESS3020,38515393362460967726978728373788973
110下,ESS 304000,"機率與統計
Probability and Statistics","蕭百沂HSIAO, PAI-YI",59,3.56,0.8,ESS3040,34157303342777872837365798065738973
110下,ESS 325000,"控制系統
Feedback Control Systems","蘇育全SU, YU-CHUAN",50,3.68,0.93,ESS3250,343113294620840838589856772856578
110下,ESS 327100,"量測系統實驗
Measurement System Experiments","蘇育全SU, YU-CHUAN",17,3.98,0.22,ESS3271,343113294620840838589856772856578
110下,ESS 340000,"熱傳學
Heat Transfer","李敏LEE, MIN",8,2.93,1.31,ESS3400,2644625935766969777378
110下,ESS 341000,"熱流學實驗
Heat Transfer Laboratory","林洸銓LIN, KUANG-CHUAN",19,3.81,0.33,ESS3410,26519279603752376737875856578716772856578
110下,ESS 352000,"物理冶金二
Physical Metallurgy II","黃嘉宏HUANG, JIA-HONG",34,3.07,1.18,ESS3520,406432202523439728565787174736572797871
110下,ESS 370000,"氫能科技導論
Introduction to Hydrogen Energy Technology","王翔郁WANG, HSIANG-YU",22,3.95,0.55,ESS3700,295793272437057876578717283736578718985
110下,ESS 401200,"核能安全
Nuclear Power Reactor Safety","馮玉明FERNG, YUH-MING",16,3.63,0.86,ESS4012,393422957726126706982787189857277737871
110下,ESS 401300,"書報討論二
Seminar(II)","陳馨怡CHEN, HSIN-YI",21,3.64,0.5,ESS4013,38515393362460967726978728373788973
110下,ESS 415000,"數值分析二
Numerical Analysis II","蕭百沂HSIAO, PAI-YI",9,3.66,0.77,ESS4150,34157303342777872837365798065738973
110下,ESS 423000,"半導體製程
Semiconductor Processing","吳文發WU, WEN-FA",122,3.64,0.65,ESS4230,21555259913033287858769787065
110下,ESS 427000,"機器學習導論
Introduction to Machine Learning","吳順吉WU, SHUN-CHI",45,3.72,1.04,ESS4270,215553891821513878583728578677273
110下,ESS 430000,"固態物理導論一
Introduction to Solid State Physics I","吳永俊WU, YUNG-CHUN",63,3.96,0.45,ESS4300,21555277042042687858985787167728578
110下,ESS 450000,"材料機械性質
Mechanical Properties of Materials","藍貫哲LAN, KUAN-CHE",20,3.85,0.75,ESS4500,34253360112174676657875856578677269
110下,ESS 454000,"燃料電池原理與應用
Principles and Applications of Fuel Cells","葉宗洸YEH, TSUNG-KUANG",54,3.09,1.07,ESS4540,33865234472796089697284838578717585657871
110下,ESS 455000,"太陽光電創意專題實作
Solar Cell Laboratory and Project Study","吳永俊WU, YUNG-CHUN",30,4.29,0.05,ESS4550,21555277042042687858985787167728578
110下,ESS 498000,"工程系統專題研究一
Independent Study in Engineering & System Science I",指導教授,56,4.13,0.24,ESS4980,25351235662594525480
110下,ESS 499000,"工程系統專題研究二
Independent Study in Engineering & System Science II",指導教授,23,4.22,0.13,ESS4990,25351235662594525480
110下,ESS 500000,"專題演講
Colloquium","朱鵬維CHU, PENG-WEI
林洸銓LIN, KUANG-CHUAN",181,3.9,0.27,ESS5000,2641740300321736772858069787187697326519279603752376737875856578716772856578
110下,ESS 502001,"書報討論
Seminar","李志浩LEE, CHIH-HAO",20,3.7,0.27,ESS5020,26446245352800976696967727372726579
110下,ESS 502002,"書報討論
Seminar","曾繁根TSENG, FAN-GANG",21,4.11,0.15,ESS5020,263663232126681848369787170657871657871
110下,ESS 502003,"書報討論
Seminar","王翔郁WANG, HSIANG-YU",7,4.3,0.0,ESS5020,295793272437057876578717283736578718985
110下,ESS 502004,"書報討論
Seminar","朱鵬維CHU, PENG-WEI",65,4.17,0.21,ESS5020,26417403003217367728580697871876973
110下,ESS 502005,"書報討論
Seminar","張廖貴術CHANG LIAO, KUEI-SHU",33,4.2,0.16,ESS5020,2437324278360203489967726578717673657975856973837285
110下,ESS 523000,"半導體元件物理
Semiconductor Devices Physics","張廖貴術CHANG LIAO, KUEI-SHU",65,3.29,1.1,ESS5230,2437324278360203489967726578717673657975856973837285
110下,ESS 523300,"半導體元件設計與模擬
Semiconductor devices design and simulation","吳永俊WU, YUNG-CHUN",32,4.28,0.07,ESS5233,21555277042042687858985787167728578
110下,ESS 524000,"離子佈植原理
Principles of Ion Implantation","梁正宏LIANG, JENQ-HORNG",11,3.08,1.55,ESS5240,2675327491234397673657871746978817279827871
110下,ESS 527100,"微波工程
Microwave Engineering","柳克強LEOU, KEH-CHYANG",12,4.03,0.26,ESS5271,26611208112437576697985756972677289657871
110下,ESS 537500,"先進製程特論
Special Topics on Advanced Process Technology","蘇紘儀SU, DAVID HUNG-I",110,3.34,0.51,ESS5375,343113202420736838568658673687285787173
110下,ESS 552000,"高等物理冶金
Advanced Physical Metallurgy","黃嘉宏HUANG, JIA-HONG",21,3.39,0.58,ESS5520,406432202523439728565787174736572797871
110下,ESS 568001,"輻射度量實驗
Radiation Detection and Measurement Lab.","李志浩LEE, CHIH-HAO",16,3.98,0.17,ESS5680,26446245352800976696967727372726579
110下,ESS 584000,"電子構裝冷卻理論與實驗
Electronics Cooling System Design","林唯耕LIN, WEI-KENG",8,4.3,0.0,ESS5840,26519218073278976737887697375697871
110下,ESS 584500,"奈微米生醫及流體系統
Nano/Micro Biomedical and Fluidic Systems","曾繁根TSENG, FAN-GANG
楊重熙YANG, CHUNG-SHI",12,3.72,0.45,ESS5845,263663232126681848369787170657871657871269543732529081896578716772857871837273
110下,ESS 589800,"軟物質科學導論
Introduction to Soft Condensed Matter","王本誠WANG, PEN-CHENG",16,3.99,0.47,ESS5898,295792641235488876578718069786772697871
110下,ESS 634000,"高等電漿工程
Advanced Plasma Engineering","柳克強LEOU, KEH-CHYANG",17,4.11,0.18,ESS6340,26611208112437576697985756972677289657871
110下,EST 710200,"博士班專題研究二
PhD Graduate Research (II)",指導教授,5,4.3,0.0,EST7102,25351235662594525480
110下,EST 710300,"環境科學與工程特論
Special Topics on Environmental Science and Technology","董瑞安DOONG, RUEY-AN",10,4.18,0.15,EST7103,3389129790234336879797871828569896578
110下,FL 100600,"西洋文學概論二
Introduction to Western Literature II",金守民MARGARET KIM,60,3.48,0.64,FL1006,3732923432276657765827165826984757377
110下,FL 101900,"應用語言學
Introduction to Applied Linguistics","蘇怡如SU, I-RU",62,2.85,0.92,FL1019,3431124609229148385738285
110下,FL 102001,"英文二
English II","黃伊岑HUANG, I-TSEN",17,4.06,0.47,FL1020,40643202342369772856578717384836978
110下,FL 102002,"英文二
English II","楊梵孛YANG, FAN-PEI",17,4.21,0.17,FL1020,26954268052338789657871706578806973
110下,FL 102003,"英文二
English II","陳宗穎CHEN, TSUNG-YING",15,3.97,0.38,FL1020,38515234473131067726978848385787189737871
110下,FL 102803,"進階英文：閱讀與討論
Advanced English: Reading and Discussion","郭詩芝KUO, SHIH-CHIH",13,3.81,0.37,FL1028,3710135433334377585798372737267727372
110下,FL 102804,"進階英文：閱讀與討論
Advanced English: Reading and Discussion","林雅瓊LIM, NGA-KHING",6,4.05,0.11,FL1028,2651938597298987673777871657572737871
110下,FL 102805,"進階英文：閱讀與討論
Advanced English: Reading and Discussion","鄺粵敏KWONG, YUET MAN",13,4.12,0.53,FL1028,371783192525935758779787189856984776578
110下,FL 102806,"進階英文：聽講
Advanced English: Listening and Speaking","鄺粵敏KWONG, YUET MAN",9,4.19,0.31,FL1028,371783192525935758779787189856984776578
110下,FL 102807,"進階英文：聽講
Advanced English: Listening and Speaking","郭詩芝KUO, SHIH-CHIH",18,3.72,0.31,FL1028,3710135433334377585798372737267727372
110下,FL 102809,"進階英文：聽講
Advanced English: Listening and Speaking","詹智婷CHAN, CHIH-TING",12,3.58,0.76,FL1028,354492623423159677265786772737284737871
110下,FL 102810,"進階英文：聽講
Advanced English: Listening and Speaking","馬紹芸MA, SHAO-YUN",3,4.1,0.14,FL1028,393403205733464776583726579898578
110下,FL 102811,"進階英文：聽講
Advanced English: Listening and Speaking",周寶齡 ,15,4.12,0.24,FL1028,216082354240801
110下,FL 103600,"文學作品讀法二
Introduction to Literature II","李書雨LEE, SHU-YU",64,3.62,0.66,FL1036,2644626360386327669698372858985
110下,FL 104201,"英語聽講二
English Listening and Speaking II","黃伊岑HUANG, I-TSEN",30,4.14,0.34,FL1042,40643202342369772856578717384836978
110下,FL 104202,"英語聽講二
English Listening and Speaking II","許淳潔HSU, CHUN-CHIEH",28,3.93,0.33,FL1042,353772814728500728385677285786772736972
110下,FL 201001,"閱讀與寫作一(下
)Reading & Writing I (2)","林惠芬LIN, HUI-FEN",17,3.76,0.32,FL2010,265192480033452767378728573706978
110下,FL 201003,"閱讀與寫作一(下
)Reading & Writing I (2)","陳皇華CHEN, HUANG-HUA",17,4.04,0.2,FL2010,385153034333775677269787285657871728565
110下,FL 201201,"初級日語二
Beginning Japanese II","簡嘉菁CHIEN, CHIA-CHING",28,4.07,0.81,FL2012,3177722025337296772736978677273656772737871
110下,FL 201202,"初級日語二
Beginning Japanese II","張嘉芬CHANG, CHIA-FEN",30,4.06,0.37,FL2012,243732202533452677265787167727365706978
110下,FL 201203,"初級日語二
Beginning Japanese II","周雅玲CHOU, YA-LING",36,3.73,0.74,FL2012,21608385972961867727985896576737871
110下,FL 201204,"初級日語二
Beginning Japanese II","周雅玲CHOU, YA-LING",11,3.5,0.92,FL2012,21608385972961867727985896576737871
110下,FL 201205,"初級日語二
Beginning Japanese II","周雅玲CHOU, YA-LING",18,3.72,0.62,FL2012,21608385972961867727985896576737871
110下,FL 201206,"初級日語二
Beginning Japanese II","周雅玲CHOU, YA-LING",13,3.09,1.64,FL2012,21608385972961867727985896576737871
110下,FL 201207,"初級日語二
Beginning Japanese II","張鈞竹CHANG,CHUN-CHU",14,3.95,0.32,FL2012,243733740631481677265787167728578677285
110下,FL 201208,"初級日語二
Beginning Japanese II","張鈞竹CHANG,CHUN-CHU",31,3.84,0.61,FL2012,243733740631481677265787167728578677285
110下,FL 201209,"初級日語二
Beginning Japanese II","簡嘉菁CHIEN, CHIA-CHING",42,4.17,0.23,FL2012,3177722025337296772736978677273656772737871
110下,FL 201210,"初級日語二
Beginning Japanese II","楊漫恩YANG, MAN-EN",35,3.97,0.64,FL2012,269542845924681896578717765786978
110下,FL 201211,"初級日語二
Beginning Japanese II","陳曉貞CHEN, HSIAO-CHEN",20,3.92,0.6,FL2012,38515263133599867726978728373657967726978
110下,FL 201212,"初級日語二
Beginning Japanese II","陳曉貞CHEN, HSIAO-CHEN",34,3.95,0.5,FL2012,38515263133599867726978728373657967726978
110下,FL 201213,"初級日語二
Beginning Japanese II","陳曉貞CHEN, HSIAO-CHEN",31,3.93,0.52,FL2012,38515263133599867726978728373657967726978
110下,FL 201214,"初級日語二
Beginning Japanese II","陳曉貞CHEN, HSIAO-CHEN",35,4.02,0.44,FL2012,38515263133599867726978728373657967726978
110下,FL 201215,"初級日語二
Beginning Japanese II","王瑋婷WANG, WEI-TING",39,3.94,0.52,FL2012,2957929771231598765787187697384737871
110下,FL 201216,"初級日語二
Beginning Japanese II","王瑋婷WANG, WEI-TING",42,4.03,0.57,FL2012,2957929771231598765787187697384737871
110下,FL 201217,"初級日語二
Beginning Japanese II","王瑋婷WANG, WEI-TING",42,4.09,0.49,FL2012,2957929771231598765787187697384737871
110下,FL 201218,"初級日語二
Beginning Japanese II","王瑋婷WANG, WEI-TING",39,3.92,0.79,FL2012,2957929771231598765787187697384737871
110下,FL 201219,"初級日語二
Beginning Japanese II","張嘉芬CHANG, CHIA-FEN",39,3.99,0.32,FL2012,243732202533452677265787167727365706978
110下,FL 201220,"初級日語二
Beginning Japanese II","李蕙如LEE,HUI-JU",29,4.21,0.19,FL2012,2644634137229147669697285737485
110下,FL 201401,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",16,3.79,0.62,FL2014,243733859737428677265787189696576737871
110下,FL 201402,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",22,3.82,0.45,FL2014,243733859737428677265787189696576737871
110下,FL 201403,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",30,3.79,0.81,FL2014,243733859737428677265787189696576737871
110下,FL 201404,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",14,3.84,0.54,FL2014,243733859737428677265787189696576737871
110下,FL 201405,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",18,3.92,0.4,FL2014,243733859737428677265787189696576737871
110下,FL 201406,"初級西班牙語二
Basic Spanish II","張雅鈴CHANG, YEA-LING",6,3.15,1.52,FL2014,243733859737428677265787189696576737871
110下,FL 201601,"初級法語二
Beginning French II","張月琴CHANG, YUEH-CHIN",4,3.83,0.37,FL2016,24373263762974867726578718985697267727378
110下,FL 201602,"初級法語二
Beginning French II","徐琿輝HSU, HUN-HUI",20,4.24,0.12,FL2016,244642975936637728385728578728573
110下,FL 201603,"初級法語二
Beginning French II","廖含潔LIAO, HAN-CHIEH",33,4.12,0.16,FL2016,242782154728500767365797265786772736972
110下,FL 201604,"初級法語二
Beginning French II","廖含潔LIAO, HAN-CHIEH",36,4.09,0.18,FL2016,242782154728500767365797265786772736972
110下,FL 201605,"初級法語二
Beginning French II","廖含潔LIAO, HAN-CHIEH",35,4.16,0.17,FL2016,242782154728500767365797265786772736972
110下,FL 201606,"初級法語二
Beginning French II","廖含潔LIAO, HAN-CHIEH",34,4.17,0.22,FL2016,242782154728500767365797265786772736972
110下,FL 201607,"初級法語二
Beginning French II","石秋燕SHIH, CHIU-YEN",8,4.19,0.21,FL2016,3070731179291418372737267727385896978
110下,FL 201608,"初級法語二
Beginning French II","石秋燕SHIH, CHIU-YEN",15,4.28,0.07,FL2016,3070731179291418372737267727385896978
110下,FL 202402,"英語口語訓練二
English Oral Practice(II)","詹智婷CHAN, CHIH-TING",14,3.21,1.39,FL2024,354492623423159677265786772737284737871
110下,FL 202403,"英語口語訓練二
English Oral Practice(II)","黃虹慈HUANG, HUNG-TZU",16,3.98,0.17,FL2024,406433442524904728565787172857871849085
110下,FL 202600,"語言教學導論
Introduction to Foreign Language Teaching and Learning",張寶玉VIPHAVEE VONGPUMIVITCH,10,3.88,0.49,FL2026,243732354229577867380726586696986797871808577738673846772
110下,FL 204201,"初級德語二
Beginning German II","郭春長KUO, CHUN-CHANG",16,3.98,0.65,FL2042,371012614938263758579677285786772657871
110下,FL 204202,"初級德語二
Beginning German II","郭春長KUO, CHUN-CHANG",18,3.91,0.33,FL2042,371012614938263758579677285786772657871
110下,FL 204203,"初級德語二
Beginning German II","郭春長KUO, CHUN-CHANG",21,4.05,0.41,FL2042,371012614938263758579677285786772657871
110下,FL 204204,"初級德語二
Beginning German II","郭春長KUO, CHUN-CHANG",14,3.96,0.38,FL2042,371012614938263758579677285786772657871
110下,FL 204205,"初級德語二
Beginning German II","郭春長KUO, CHUN-CHANG",19,3.98,0.51,FL2042,371012614938263758579677285786772657871
110下,FL 204206,"初級德語二
Beginning German II","韓珮雯HAN, PEI-WEN",30,3.88,0.43,FL2042,388672967838639726578806973876978
110下,FL 204207,"初級德語二
Beginning German II","韓珮雯HAN, PEI-WEN",29,3.92,0.68,FL2042,388672967838639726578806973876978
110下,FL 204208,"初級德語二
Beginning German II","韓珮雯HAN, PEI-WEN",37,3.81,0.54,FL2042,388672967838639726578806973876978
110下,FL 204209,"初級德語二
Beginning German II","韓珮雯HAN, PEI-WEN",19,3.99,0.57,FL2042,388672967838639726578806973876978
110下,FL 206100,"聖經與文學
The English Bible and Literature",金守民MARGARET KIM,10,4.14,0.3,FL2061,3732923432276657765827165826984757377
110下,FL 207100,"21世紀圖像小說中的社會政治議題
Society and Politics in 21st-Century Graphic Novels","李書雨LEE, SHU-YU",6,3.28,1.47,FL2071,2644626360386327669698372858985
110下,FL 215700,"語言與R統計
Language and Statistics in R","陳宗穎CHEN, TSUNG-YING",10,3.04,0.8,FL2157,38515234473131067726978848385787189737871
110下,FL 300401,"閱讀與寫作二(下
)Reading & Writing II (2)","林宜莊LIN, YI-CHUANG",16,3.98,0.37,FL3004,2651923452336747673788973677285657871
110下,FL 300402,"閱讀與寫作二(下
)Reading & Writing II (2)","黃虹慈HUANG, HUNG-TZU",18,3.9,0.17,FL3004,406433442524904728565787172857871849085
110下,FL 300403,"閱讀與寫作二(下
)Reading & Writing II (2)","李書雨LEE, SHU-YU",20,3.64,0.41,FL3004,2644626360386327669698372858985
110下,FL 300601,"中級日語二
Intermediate Japanese II",真武薰KAORU MATAKE,14,3.74,0.83,FL3006,3049527494342247565798285776584657569
110下,FL 300602,"中級日語二
Intermediate Japanese II","周雅玲CHOU, YA-LING",33,3.6,0.71,FL3006,21608385972961867727985896576737871
110下,FL 300603,"中級日語二
Intermediate Japanese II","張鈞竹CHANG,CHUN-CHU",20,3.95,0.52,FL3006,243733740631481677265787167728578677285
110下,FL 300604,"中級日語二
Intermediate Japanese II","簡嘉菁CHIEN, CHIA-CHING",40,3.96,0.43,FL3006,3177722025337296772736978677273656772737871
110下,FL 300605,"中級日語二
Intermediate Japanese II","簡嘉菁CHIEN, CHIA-CHING",40,4.07,0.3,FL3006,3177722025337296772736978677273656772737871
110下,FL 300606,"中級日語二
Intermediate Japanese II","廖紋淑LIAO, WEN-SHU",14,4.17,0.22,FL3006,24278320112811376736579876978837285
110下,FL 300607,"中級日語二
Intermediate Japanese II","陳曉貞CHEN, HSIAO-CHEN",37,4.04,0.4,FL3006,38515263133599867726978728373657967726978
110下,FL 300608,"中級日語二
Intermediate Japanese II","王瑋婷WANG, WEI-TING",41,4.15,0.24,FL3006,2957929771231598765787187697384737871
110下,FL 300609,"中級日語二
Intermediate Japanese II","王佑心WANG, YU-HSIN",17,4.25,0.11,FL3006,29579203052451587657871898572837378
110下,FL 300801,"中級法語二
Intermediate French II","廖含潔LIAO, HAN-CHIEH",11,3.49,0.58,FL3008,242782154728500767365797265786772736972
110下,FL 300802,"中級法語二
Intermediate French II","廖含潔LIAO, HAN-CHIEH",7,3.71,0.48,FL3008,242782154728500767365797265786772736972
110下,FL 301001,"中級德語二
Intermediate German II","郭春長KUO, CHUN-CHANG",17,3.88,0.42,FL3010,371012614938263758579677285786772657871
110下,FL 301002,"中級德語二
Intermediate German II","郭春長KUO, CHUN-CHANG",15,4.12,0.24,FL3010,371012614938263758579677285786772657871
110下,FL 301200,"維多利亞時期文學
Victorian Literature","林宜莊LIN, YI-CHUANG",16,3.77,0.4,FL3012,2651923452336747673788973677285657871
110下,FL 312700,"西班牙語短篇故事閱讀與習作二
Spanish Short Essay Reading and Writing II",張淑英SHU-YING CHANG,8,4.11,0.21,FL3127,243732811333521837285897378716772657871
110下,FL 320100,"文學理論
Literary Theory","吳建亨WU, CHIEN-HENG",34,4.02,0.23,FL3201,2155524314201368785677273697872697871
110下,FL 326600,"英中新聞翻譯
English-Chinese News Translation","陳國華CHEN, KUO-HUA",18,3.34,1.02,FL3266,38515222833377567726978758579728565
110下,FL 327200,"日語會話二
Japanese Conversation II","簡嘉菁CHIEN, CHIA-CHING",14,4.13,0.22,FL3272,3177722025337296772736978677273656772737871
110下,FL 327400,"日語聽解二
Japanese Listening II","簡嘉菁CHIEN, CHIA-CHING",15,3.83,1.07,FL3274,3177722025337296772736978677273656772737871
110下,FL 328700,"中級法語會話二
Intermediate French Conversation II","廖含潔LIAO, HAN-CHIEH",26,4.06,0.17,FL3287,242782154728500767365797265786772736972
110下,FL 329100,"中級法語語法二
Intermediate French Grammar II","石秋燕SHIH, CHIU-YEN",6,4.25,0.11,FL3291,3070731179291418372737267727385896978
110下,FL 329300,"中級法語聽力二
Intermediate French oral comprehension II","廖含潔LIAO, HAN-CHIEH",17,3.6,0.65,FL3293,242782154728500767365797265786772736972
110下,FL 330100,"音韻學
Phonology","陳宗穎CHEN, TSUNG-YING",22,3.12,0.67,FL3301,38515234473131067726978848385787189737871
110下,FL 330800,"語言與認知
Language and Cognition","楊梵孛YANG, FAN-PEI",14,4.17,0.15,FL3308,26954268052338789657871706578806973
110下,FL 333000,"美國普羅文學選讀
Studies in U. S. Proletarian Literature","傅士珍FUH, SHYH-JEN",6,4.05,0.27,FL3330,20613227632964570857283728972746978
110下,FL 338001,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,15,3.82,0.69,FL3380,3886720140248107265787589857871688575
110下,FL 338002,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,19,3.82,0.62,FL3380,3886720140248107265787589857871688575
110下,FL 338003,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,23,3.74,0.57,FL3380,3886720140248107265787589857871688575
110下,FL 338004,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,9,3.96,0.49,FL3380,3886720140248107265787589857871688575
110下,FL 338005,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,13,3.79,0.66,FL3380,3886720140248107265787589857871688575
110下,FL 338006,"初級韓語二
Basic Korean II",韓京惪HAN KYUNG DUK,33,3.69,0.83,FL3380,3886720140248107265787589857871688575
110下,FL 338101,"中級韓語二
Intermediate Korean II",韓京惪HAN KYUNG DUK,15,3.88,0.5,FL3381,3886720140248107265787589857871688575
110下,FL 338102,"中級韓語二
Intermediate Korean II",韓京惪HAN KYUNG DUK,12,3.73,0.48,FL3381,3886720140248107265787589857871688575
110下,FL 342600,"中級德語會話二
Intermediate German Conversation II","韓珮雯HAN, PEI-WEN",16,4.21,0.17,FL3426,388672967838639726578806973876978
110下,FL 343200,"日語聽解四
Japanese Listening IV","周雅玲CHOU, YA-LING",14,3.59,0.76,FL3432,21608385972961867727985896576737871
110下,FL 343300,"商用英語會話
English for Oral Business Communication","黃伊岑HUANG, I-TSEN",13,4.02,0.57,FL3433,40643202342369772856578717384836978
110下,FL 344400,"日語會話四
Japanese Conversation IV",真武薰KAORU MATAKE,7,4.26,0.11,FL3444,3049527494342247565798285776584657569
110下,FL 344500,"從《哈利波特》學英文
English Language Skills with Harry Potter",柯安娜JOHANNA KATCHEN,32,3.81,0.86,FL3445,2660723433230687479726578786575658467726978
110下,FL 344600,"費滋傑羅短篇小說選讀
Scott Fitzgerald's Short Stories","陳皇華CHEN, HUANG-HUA",30,3.89,0.78,FL3446,385153034333775677269787285657871728565
110下,FL 350100,"魯濱遜漂流記：全球脈絡下的多重文本
Robinson Crusoe: A Multilayered Text in Global Contexts","紀元文CHI, YUAN-WEN",23,4.03,0.38,FL3501,32000208032599167727389856578876978
110下,FL 400700,"詩歌文類
Poetry","傅士珍FUH, SHYH-JEN",28,3.18,1.25,FL4007,20613227632964570857283728972746978
110下,FL 402000,"兒童語言習得
Child Language Acquisition","許淳潔HSU, CHUN-CHIEH",4,4.0,0.0,FL4020,353772814728500728385677285786772736972
110下,FL 402600,"高級韓語二
Advanced Korean II",韓京惪HAN KYUNG DUK,9,3.96,0.39,FL4026,3886720140248107265787589857871688575
110下,FL 403500,"新聞英文
Journalistic English","林雅瓊LIM, NGA-KHING",14,4.28,0.08,FL4035,2651938597298987673777871657572737871
110下,FL 404000,"高級法語二
Advanced French II","廖含潔LIAO, HAN-CHIEH",5,4.0,0.19,FL4040,242782154728500767365797265786772736972
110下,FL 404500,"中級西班牙語二
Intermediate Spanish II","張雅鈴CHANG, YEA-LING",17,3.94,0.27,FL4045,243733859737428677265787189696576737871
110下,FL 404501,"中級西班牙語二
Intermediate Spanish II","張雅鈴CHANG, YEA-LING",7,4.03,0.44,FL4045,243733859737428677265787189696576737871
110下,FL 404801,"高級日語二
Advanced Japanese II",真武薰KAORU MATAKE,11,3.94,0.3,FL4048,3049527494342247565798285776584657569
110下,FL 404802,"高級日語二
Advanced Japanese II",藤井康子FUJII YASUKO,48,4.15,0.62,FL4048,342762011724247233767085747373896583857579
110下,FL 404803,"高級日語二
Advanced Japanese II","張鈞竹CHANG,CHUN-CHU",14,3.94,0.26,FL4048,243733740631481677265787167728578677285
110下,FL 405000,"日語閱讀二
Japanese Reading II","周雅玲CHOU, YA-LING",19,3.84,0.2,FL4050,21608385972961867727985896576737871
110下,FL 405500,"中級西班牙語會話二
Intermediate Spanish Conversation II","張雅鈴CHANG, YEA-LING",5,4.12,0.15,FL4055,243733859737428677265787189696576737871
110下,FL 406500,"口譯
Oral Interpretation","黃嘉瑜HUANG, CHIA-YU",16,3.61,0.68,FL4065,4064322025297887285657871677273658985
110下,FL 417100,"高級德語二
Advanced German II","郭春長KUO, CHUN-CHANG",6,3.72,0.93,FL4171,371012614938263758579677285786772657871
110下,FL 420900,"高級西班牙語二
Advanced Spanish II","張雅鈴CHANG, YEA-LING",8,4.04,0.28,FL4209,243733859737428677265787189696576737871
110下,FL 421200,"商用日語二
 Business Japanese II","簡嘉菁CHIEN, CHIA-CHING",15,4.0,0.19,FL4212,3177722025337296772736978677273656772737871
110下,FL 456200,"日語寫作二
Japanese writing 2",藤井康子FUJII YASUKO,14,3.94,0.83,FL4562,342762011724247233767085747373896583857579
110下,FL 515000,"當代美國文學中的政治經濟觀
Political Economy in Contemporary American Literature","李書雨LEE, SHU-YU",2,4.0,0.0,FL5150,2644626360386327669698372858985
110下,FL 518100,"電影與意識形態
Film and Ideology","吳建亨WU, CHIEN-HENG",5,3.54,0.49,FL5181,2155524314201368785677273697872697871
110下,FL 532000,"書信體小說
The Epistolary Novel","陳皇華CHEN, HUANG-HUA",6,3.95,0.11,FL5320,385153034333775677269787285657871728565
110下,FL 560200,"第二語言習得
Second Language Acquisition","蘇怡如SU, I-RU",5,3.66,0.47,FL5602,3431124609229148385738285
110下,FL 581900,"語言學習動機
Language Learning and Motivation","黃虹慈HUANG, HUNG-TZU",6,3.95,0.21,FL5819,406433442524904728565787172857871849085
110下,FL 582600,"語言習得專題
Topics in Language Acquisition","許淳潔HSU, CHUN-CHIEH",5,4.0,0.27,FL5826,353772814728500728385677285786772736972
110下,FL 593200,"初級統計
Introduction to Statistics","林惠芬LIN, HUI-FEN",8,3.88,0.39,FL5932,265192480033452767378728573706978
110下,GE 101200,"工業
4.0與發展趨勢概論Introduction to the development trend of the Industry 4.0","陳德鴻CHEN, TE-HUNG
曾仕君TSENG, SHIH-CHUN",46,3.96,0.86,GE1012,3851524503402516772697884697285787126366201812153184836978718372737267728578
110下,GE 101300,"東亞地區的宗教與政治
The Interrelation between Religion and Politics in East Asia","李文政LEE,WEN-CHENG",45,3.2,0.73,GE1013,2644625991259197669698769786772697871
110下,GE 102200,"現代科技的應用、風險與福祉
Applications, Risks and Benefits of Modern Technologies","林基興LIN, JI-SHING",65,3.74,0.71,GE1022,26519225223328876737874738372737871
110下,GE 102400,"產業創新實作
Practice for Industry innovation","商雅婷SHANG, YA-TING
蔡協亨TSAI, HSIEH-HENG
李佳玫LI, CHIA-MEI",57,4.1,0.27,GE1024,218303859723159837265787189658473787134081213322013684836573728373697272697871264462033929611767367727365776973
110下,GE 103600,"中國音樂概論
Chinese Music Introduction","林心智LIN, HSIN-CHIH",72,4.03,0.3,GE1036,2651924515262347673787283737867727372
110下,GE 106600,"設計繪畫
Design Drawing","連正宏LIEN, CHENG-HUNG",15,3.57,1.02,GE1066,36899274912343976736978677269787172857871
