0,1,2,3,4,5,6,7,8,9,10,11
11110KSS 600200,            休閒運動專題研究Seminar on Recreational Sport,3,      R2R3R4,      Nanda南大A310／容量25,"許建民HSU, CHIEN-MING",15,運科系碩士班優先，第3次選課起開放全校修習,1,       , ,
11110KSS 600300,            運動傷害專題研究Study in Athletic Injuries,3,      R5R6R7,      Nanda南大A412／容量20,"黎俊彥LI, CHUN-YEN",15,運科系碩士班優先，第3次選課起開放全校修習,2,       , ,
11110KSS 600600,            運動社會科學研究調查與分析Survey and Dada Analysis for Social Sciences in Sport and Exercise,3,      T5T6T7,      Nanda南大A310／容量25,"高三福KAO, SAN-FU許建民HSU, CHIEN-MING",20,限先修研究方法-量化研究 運科系碩士班2年級優先，第3次選課起開放全校修習,4,       ,   擋修對象 : 全校   先修科目 : 研究方法-量化研究-成績需B-以上上述條件一定要有，則不擋修。,
11110KSS 600700,            綠色運動觀光Sustainable Sport Tourism,3,      R6R7R8,      Nanda南大A309／容量25,"黃煜HUANG, YU倪進誠NI, CHIN-CHENG趙芝良CHAO, CHIH-LIANG",20,,2,       , ,
11110KSS 670000,            論文研究Thesis,0,,,指導教授, ,限碩士班二年級以上修習 限運科系碩士班,8,       , ,
11110KSSN510200,            運動科學研究Study in Exercise Science,2,      M9Ma,      Nanda南大A310／容量25,"林貴福LIN, KUEI-FU",20,限運科系在職專班專班,1,       , ,
11110KSSN510500,            應用運動心理學研究Study in Applied Sport Psychology,2,      MbMc,      Nanda南大A412／容量20,"高三福KAO, SAN-FU",20,限運科系在職專班專班,2,       , ,
11110KSSN510800,            休閒社會學專題研究Seminar on sociology of leisure,2,      T9Ta,      Nanda南大A310／容量25,"張俊一CHANG, CHUN-YI",20,限運科系在職專班專班,7,       , ,
11110KSSN510900,            高等體育統計學Advanced Statistics in Physical Education,2,      R9Ra,      Nanda南大A412／容量20,"謝錦城HSIEH, CHIN-CHENG",20,限運科系在職專班專班,0,       , ,
11110KSSN511000,            運動科技專題討論Special Topics on Sports Technology Research,2,      WbWc,      Nanda南大A310／容量25,"劉先翔LIU, HSIEN-HSIANG邱文信CHIU, WEN-HSIN",20,限運科系在職專班專班,8,       , ,
11110KSSN513500,            運動賽會專題研究Seminar on Sport Event,2,      TbTc,      Nanda南大A412／容量20,"黃煜HUANG, YU",20,限運科系在職專班專班,4,       , ,
11110KSSN523900,            球類教學專題研究Seminar:Teaching in Balls,2,      F9Fa,      Nanda南大A412／容量20,"謝錦城HSIEH, CHIN-CHENG",20,限運科系在職專班專班,10,       , ,
11110KSSN610000,            運動生物力學專題研究Seminar on Sports Biomechanics,2,      W9Wa,      Nanda南大A310／容量25,"邱文信CHIU, WEN-HSIN",20,限運科系在職專班專班,1,       , ,
11110KSSN632100,            運動保健專題研究Study in Athletic Training,2,      RbRc,      Nanda南大A310／容量25,"黎俊彥LI, CHUN-YEN",15,/Offered in English 限運科系在職專班專班,7,       , ,
11110KSSN680000,            論文Thesis,2,,,指導教授, ,限在職專班二年級以上同學修習 限運科系在職專班專班,8,       , ,
11110KTLT112300,            閩南語拼音與正音Southern Min Pronunciation and Spelling,2,      R3R4,      Nanda南大9426／容量20,"顏秀珊YEN, HSIU-SHAN",20,國小加註語文領域閩南語文、中等教育閩南語文專門課程必修課程 本土語文(第二專長),11,       , ,
11110KTLT122300,            客家語正音與拼音Hakka Pronunciation and Spelling,2,      M3M4,      Nanda南大9430／容量16,"葉瑞娟YEH, JUI-CHUAN",15,本課程為16週課程/國小加註語文領域客家語文、中等教育客家語文專門課程必修課程 本土語文(第二專長),11,       , ,
11110KTLT131100,            客家文化概論Seminar on Hakka Culture,2,      T3T4,      Nanda南大9430／容量16,"謝職全HSIEH, CHIH-CHUAN",16,國小加註語文領域客家語文、中等教育客家語文專門課程必修課程 本土語文(第二專長),8,       , ,
11110KTLT132300,            泰雅族族語三 ,2,      S5S6,      Nanda南大9404／容量52,錢玉章CHENG JU CHANG,25,中等教育原住民族語文專門課程必修課程、原住民族語言與文化課程20學分必修課程 (跨領域)世界南島暨原住民族學分學程 本土語文(第二專長),4,       , ,
11110KTLT133000,            排灣族族語翻譯 ,3,      R2R3R4,      Nanda南大9430／容量16,"陳春媚CHEN, CHUN-MEI",16,中等教育原住民族語文專門課程必選修課程 (跨領域)世界南島暨原住民族學分學程 本土語文(第二專長),2,       , ,
11110KTLT150100,            族語評量與測驗 ,2,      S3S4,      Nanda南大9404／容量52,聘任中,25,中等教育原住民族語文專門課程選修課程、原住民族語言與文化課程20學分必修課程/授課教師待聘：里 苾荷瓦力 (跨領域)世界南島暨原住民族學分學程,2,       , ,
11110KTLT150200,            族語教材教法 ,2,      S7S8,      Nanda南大9404／容量52,聘任中,25,原住民族語言與文化課程20學分必修課程/授課教師:蘇美娟 (跨領域)世界南島暨原住民族學分學程,2,       , ,
11110KTLT500200,            語言學通論General Survey of Languages,3,      W5W6W7,      Nanda南大9426／容量20,"劉秀雪LIU, HSIU-HSUEH呂菁菁LU, CHING-CHING葉瑞娟YEH, JUI-CHUAN",20,本土語文(第二專長),10,       , ,
11110KTLT501000,            語言教學綜論Fundamental Issues on Language Teaching,3,      W2W3W4,      Nanda南大9426／容量20,"陳鳳如CHEN, FENG-RU葉美利YEH, MEI-LI",20,本土語文(第二專長),5,       , ,
11110KTLT600000,            論文研究Thesis,0,,,指導教授, ,限碩二以上修習 限臺語所碩士班2年級3年級4年級,1,       , ,
11110KTLT600100,            論文寫作ＡThesis Writing A,3,      W2W3W4,      Nanda南大9430／容量16,"呂菁菁LU, CHING-CHING葉瑞娟YEH, JUI-CHUAN陳亭君CHEN, TINGCHUN",16,限臺語所碩士班,9,       , ,
11110KTLT600200,            論文寫作ＢThesis WritingＢ,3,      W5W6W7,      Nanda南大9430／容量16,"陳鳳如CHEN, FENG-RU鄭縈CHENG, YING",16,限臺語所碩士班,0,       , ,
11110KTLT710500,            語法與詞彙語意介面專題Seminar on the Syntax-Lexical Semantics Interface,3,      T5T6T7,      Nanda南大9430／容量16,"葉瑞娟YEH, JUI-CHUAN",15,本課程為16週課程 限碩士班博士班,3,       , ,
11110KTLT712300,            臺灣閩南語方言差比較研究Comparative Studies of Taiwan Southern Min Dialects,3,      R5R6R7,      Nanda南大9430／容量16,"劉秀雪LIU, HSIU-HSUEH",16,本課程為16週課程 本土語文(第二專長),4,       , ,
11110KTLT720800,            語料庫語言學專題Seminar on Corpus Linguistics,3,      W2W3W4,      Nanda南大9429／容量12,"鄭縈CHENG, YING",10,限碩士班博士班 本土語文(第二專長),10,       , ,
11110KTLT721200,            臺灣南島語句法研究Formosan Syntax,3,      W5W6W7,      Nanda南大942B／容量12,"陳亭君CHEN, TINGCHUN",12,本課程為16週課程 (跨領域)世界南島暨原住民族學分學程 本土語文(第二專長),3,       , ,
11110KTLT722300,            生成句法導論Introduction to Generative Syntax,3,      T5T6T7,      Nanda南大9429／容量12,"陳亭君CHEN, TINGCHUN",12,本課程為16週課程,3,       , ,
11110KTLT722500,            計算語言學Computational Linguistics,3,      M9MaMb,      Nanda南大9430／容量16,"呂菁菁LU, CHING-CHING林書宇LIN, SHU-YU",16,本課程為16週課程,8,       , ,
11110KTLT722600,            大腦中的語言處理Language Processing in the Brain,3,      RaRbRc,      Nanda南大9430／容量16,"呂菁菁LU, CHING-CHING",16,本課程為16週課程,4,       , ,
11110KTLT730900,            原住民族語教學Teaching Indigenous Languages,3,      W5W6W7,      Nanda南大9429／容量12,"葉美利YEH, MEI-LI",10,本課程為16週課程 限碩士班博士班 (跨領域)世界南島暨原住民族學分學程,7,       , ,
11110KTLT731200,            雙語教學研究Studies on Bilingual Literacy Instruction,3,      T2T3T4,      Nanda南大9429／容量12,"劉秀雪LIU, HSIU-HSUEH陳明蕾CHEN, MING-LEI",10,中等教育閩南語文專門課程選修課程/本土語雙語教學.本課程為16週課程。,3,       , ,
11110KTLT740600,            語文領域教材教法研究Seminar on Language Teaching Materials and Methods,3,      W8W9Wa,      Nanda南大9430／容量16,"陳鳳如CHEN, FENG-RU",15,本課程為16週課程 限臺語所碩士班博士班,6,       , ,
11110KTLT800000,            論文研究Thesis,0,,,指導教授, ,限台語所博二以上同學，Selectable after successfully completing first year's coursework 限臺語所博士班2年級3年級4年級,0,       , ,
11110KWEN520100,            量的研究法Quantitative Research Methods,3,      S2S3S4,      Nanda南大1319／容量50,"成虹飛CHERNG, HORN-FAY聘任中",0,實際上課時間請參閱本班公告，以線上加簽方式選課。合授教師：詹志禹(聘任中) 限華德福在職學位學程,0,       , ,
11110KWEN520200,            全球化世界中的自然與經濟Nature and Economy in the Globalized World,3,      S5S6S7,      Nanda南大1319／容量50,"成虹飛CHERNG, HORN-FAY尼爾．伯蘭NEIL BOLAND聘任中",0,上課時間依本班公告為主，另本班皆以線上加簽方式選課。合授教師：宋文里、馮朝霖(聘任中) 限華德福在職學位學程,0,       , ,
11110LANG101001,            中高級英文一Upper-Intermediate English I,2,      M1M2,      GEN II綜二103／容量48,"蔣光煌CHIANG,KUANG-HUANG",32新生保留32人,"/Offered in English 限工學院,清華學院學士班大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101002,            中高級英文一Upper-Intermediate English I,2,      M1M2,      GEN II綜二105／容量70,"陳明君CHEN, MING-CHUN",32新生保留32人,"/Offered in English 限工學院,清華學院學士班大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101003,            中高級英文一Upper-Intermediate English I,2,      M1M2,      GEN II綜二108／容量70,"吳宇晴WU, YU-QING",32新生保留32人,"/Offered in English 限工學院,清華學院學士班大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101004,            中高級英文一Upper-Intermediate English I,2,      M3M4,      GEN II綜二203／容量52,,0,"/Offered in English 限大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101005,            中高級英文一Upper-Intermediate English I,2,      M3M4,      GEN II綜二103／容量48,,0,"/Offered in English 限大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101006,            中高級英文一Upper-Intermediate English I,2,      M3M4,      GEN II綜二105／容量70,"陳明君CHEN, MING-CHUN",32新生保留32人,"/Offered in English 限生科院,原科院,大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101007,            中高級英文一Upper-Intermediate English I,2,      M3M4,      GEN II綜二108／容量70,"吳宇晴WU, YU-QING",32新生保留32人,"/Offered in English 限生科院,原科院,大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101008,            中高級英文一Upper-Intermediate English I,2,      W3W4,      GEN II綜二201／容量38,"徐桂平HSU, KUI-PING",32新生保留32人,"/Offered in English 限電資院,國際學士班大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101009,            中高級英文一Upper-Intermediate English I,2,      W3W4,      EDU教  103／容量36,"陳明君CHEN, MING-CHUN",32新生保留32人,"/Offered in English 限電資院,國際學士班大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101011,            中高級英文一Upper-Intermediate English I,2,      R1R2,      GEN II綜二108／容量70,,0,"/Offered in English 限大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101012,            中高級英文一Upper-Intermediate English I,2,      R1R2,      GEN II綜二201／容量38,"徐桂平HSU, KUI-PING",32新生保留32人,"/Offered in English 限人社院,科管院,清華學院,大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101013,            中高級英文一Upper-Intermediate English I,2,      R1R2,      GEN II綜二103／容量48,"蔣光煌CHIANG,KUANG-HUANG",32新生保留32人,"/Offered in English 限人社院,科管院,清華學院,大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101014,            中高級英文一Upper-Intermediate English I,2,      R1R2,      GEN II綜二104／容量58,"賴郁婷LAI, YU-TING",32新生保留32人,"/Offered in English 限人社院,科管院,清華學院,大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101015,            中高級英文一Upper-Intermediate English I,2,      F1F2,      GEN II綜二103／容量48,"鄺粵敏KWONG, YUET MAN",32,"/Offered in English 限大學部,前標生《不接受加簽 No extra selection》         ",28,       , ,
11110LANG101016,            中高級英文一Upper-Intermediate English I,2,      F3F4,      GEN II綜二201／容量38,"張雅淳CHANG, YA-TSUN",32新生保留32人,"/Offered in English 限理學院,大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101017,            中高級英文一Upper-Intermediate English I,2,      F3F4,      EDU教  102／容量36,"賴郁婷LAI, YU-TING",32新生保留32人,"/Offered in English 限理學院,大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101018,            中高級英文一Upper-Intermediate English I,2,      F3F4,      GEN II綜二103／容量48,"鄺粵敏KWONG, YUET MAN",32新生保留32人,"/Offered in English 限理學院,大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101019,            中高級英文一Upper-Intermediate English I,2,      M3M4,      Nanda南大9205／容量55,"徐桂平HSU, KUI-PING",32新生保留32人,"/Offered in English 限教育學院,大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101020,            中高級英文一Upper-Intermediate English I,2,      M3M4,      Nanda南大9206／容量55,"王國樹WANG, KUO-SHU",32新生保留32人,"/Offered in English 限教育學院,大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101021,            中高級英文一Upper-Intermediate English I,2,      F3F4,      Nanda南大9206／容量55,"陳明君CHEN, MING-CHUN",32新生保留32人,"/Offered in English 限藝術學院,運科系大學部,前標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101101,            中級英文一Intermediate English I,2,      R1R2,      GEN II綜二105／容量70,楊幸瑜HSING-YU YANG,32新生保留32人,"/Offered in English 限大學部,中級生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101102,            中級英文一Intermediate English I,2,      F3F4,      EDU教  103／容量36,"湯智群TANG, CHIH CHUN",32新生保留32人,"/Offered in English 限大學部,中級生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101103,            中級英文一Intermediate English I,2,      M3M4,      Nanda南大9104／容量55,楊幸瑜HSING-YU YANG,32新生保留32人,"/Offered in English 限大學部,中級生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101104,            中級英文一Intermediate English I,2,      F3F4,      Nanda南大9512／容量55,"金祖詠KING, TZUU-YEONG",32新生保留32人,"/Offered in English 限大學部,中級生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101105,            中級英文一Intermediate English I,2,      F3F4,      Nanda南大2104／容量63,蔡佩蓉KATHERINE TSAI,32新生保留32人,"/Offered in English 限大學部,中級生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101201,            初級英文一Elementary English I,2,      F3F4,      Nanda南大9104／容量55,"林鈺凣LIN, YU-FAN",32新生保留32人,"/Offered in English 限大學部,初級生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101202,            初級英文一Elementary English I,2,      F3F4,      Nanda南大9122／容量55,"王遠洋WANG, YUAN-YANG",32新生保留32人,"/Offered in English 限大學部,初級生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG101203,            初級英文一Elementary English I,2,      F3F4,      Nanda南大9105／容量55,"林雅瓊LIM, NGA-KHING",32新生保留32人,"/Offered in English 限大學部,初級生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103001,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      M1M2,      GEN II綜二201／容量38,"黃滿庭HUANG, MAN-TING",30新生保留30人,"/Offered in English 限工學院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103002,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      M1M2,      GEN II綜二202／容量45,"林嘉瑜LIN, CHIA-YU",30新生保留30人,"/Offered in English 限工學院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103003,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      M1M2,      GEN II綜二203／容量52,"劉文貞LIU, WEN-CHEN",30新生保留30人,"/Offered in English 限工學院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103004,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      M1M2,      GEN II綜二104／容量58,"林玉書LIN, YU-SHU",30新生保留30人,"/Offered in English 限工學院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103005,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      M1M2,      EDU教  103／容量36,"陳惠芬CHEN, HUI-FEN",30新生保留30人,"/Offered in English 限工學院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103006,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      M1M2,      EDU教  102／容量36,"戴孜伃TAI, TZU-YU",30新生保留30人,"/Offered in English 限工學院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103007,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      M1M2,      GEN II綜二204／容量68,"黃蘭婷HUANG, LAN-TING",30新生保留30人,"/Offered in English 限工學院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103010,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      M3M4,      GEN II綜二201／容量38,"黃滿庭HUANG, MAN-TING",30新生保留30人,"/Offered in English 限生科院,原科院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103011,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      M3M4,      GEN II綜二202／容量45,"林嘉瑜LIN, CHIA-YU",30新生保留30人,"/Offered in English 限生科院,原科院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103012,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      M3M4,      GEN II綜二104／容量58,"林玉書LIN, YU-SHU",30新生保留30人,"/Offered in English 限生科院,原科院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103013,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      M3M4,      EDU教  103／容量36,"陳惠芬CHEN, HUI-FEN",30新生保留30人,"/Offered in English 限生科院,原科院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103014,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      M3M4,      GEN II綜二204／容量68,"黃蘭婷HUANG, LAN-TING",30新生保留30人,"/Offered in English 限生科院,原科院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103018,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      W1W2,      GEN II綜二103／容量48,"馬紹芸MA, SHAO-YUN",30,"/Offered in English 限大學部,頂標生《不接受加簽 No extra selection》         ",15,       , ,
11110LANG103019,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      W3W4,      GEN II綜二202／容量45,"劉文貞LIU, WEN-CHEN",30新生保留30人,"/Offered in English 限電資院,國際學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103020,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      W3W4,      EDU教  102／容量36,"黃滿庭HUANG, MAN-TING",30新生保留30人,"/Offered in English 限電資院,國際學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103021,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      W3W4,      GEN II綜二105／容量70,"賴盈旭LAI, YING-HSU",30新生保留30人,"/Offered in English 限電資院,國際學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103022,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      W3W4,      GEN II綜二103／容量48,"馬紹芸MA, SHAO-YUN",30新生保留30人,"/Offered in English 限電資院,國際學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103023,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      W3W4,      GEN II綜二104／容量58,"彭明玉PENG, MING-YU",30新生保留30人,"/Offered in English 限電資院,國際學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103030,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      R1R2,      EDU教  103／容量36,"林玲真LIN, LING-JEN",30新生保留30人,"/Offered in English 限人社院,科管院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103031,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      R1R2,      GEN II綜二202／容量45,"林嘉瑜LIN, CHIA-YU",30新生保留30人,"/Offered in English 限人社院,科管院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103032,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      R1R2,      GEN II綜二203／容量52,"劉文貞LIU, WEN-CHEN",30新生保留30人,"/Offered in English 限人社院,科管院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103033,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      R1R2,      EDU教  102／容量36,"金祖詠KING, TZUU-YEONG",30新生保留30人,"/Offered in English 限人社院,科管院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103034,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      R1R2,      GEN II綜二204／容量68,"黃嘉瑜HUANG, CHIA-YU",30新生保留30人,"/Offered in English 限人社院,科管院,清華學院學士班大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103037,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      F3F4,      GEN II綜二105／容量70,"林玲真LIN, LING-JEN",30新生保留30人,"/Offered in English 限理學院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103038,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      F3F4,      GEN II綜二203／容量52,"詹智婷CHAN, CHIH-TING",30新生保留30人,"/Offered in English 限理學院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103039,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      F3F4,      GEN II綜二104／容量58,"彭明玉PENG, MING-YU",30新生保留30人,"/Offered in English 限理學院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103040,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      F3F4,      GEN II綜二204／容量68,"黃蘭婷HUANG, LAN-TING",30新生保留30人,"/Offered in English 限理學院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103051,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      M3M4,      Nanda南大1407／容量48,"李偉哲LEE, WEI-CHE",30新生保留30人,"/Offered in English 限教育學院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103052,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      M3M4,      Nanda南大2104／容量63,聘任中,30新生保留30人,"/Offered in English 限教育學院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103053,            中高級英文三-聽講Upper-Intermediate English III：Listening and Speaking,2,      M3M4,      Nanda南大2203／容量63,"詹智婷CHAN, CHIH-TING",30新生保留30人,"/Offered in English 限教育學院,大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG103061,            中高級英文三-閱讀Upper-Intermediate English III：Reading,2,      F3F4,      Nanda南大9205／容量55,"林嘉瑜LIN, CHIA-YU",30新生保留30人,"/Offered in English 限藝術學院,運科系大學部,頂標生《不接受加簽 No extra selection》         ",0,       , ,
11110LANG200002,            中高級選讀英文-演說與簡報Public Speaking and Presentation,2,      M5M6,      GEN II綜二204／容量68,"黃嘉瑜HUANG, CHIA-YU",24,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",16,       , ,
11110LANG200003,            中高級選讀英文-新聞英文選讀Journalistic English,2,      M5M6,      GEN II綜二203／容量52,"劉文貞LIU, WEN-CHEN",30,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",20,       , ,
11110LANG200004,            中高級選讀英文-詞彙與閱讀Vocabulary and Reading,2,      M5M6,      GEN II綜二105／容量70,"林靜枝LIN, CHING-CHIH",30,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",20,       , ,
11110LANG200005,            中高級選讀英文-英文段落寫作English Paragraph Writing,2,      M7M8,      GEN II綜二201／容量38,"徐桂平HSU, KUI-PING",16,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",11,       , ,
11110LANG200006,            中高級選讀英文-詞彙與閱讀Vocabulary and Reading,2,      M7M8,      GEN II綜二105／容量70,"林靜枝LIN, CHING-CHIH",30,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",20,       , ,
11110LANG200007,            中高級選讀英文-演說與簡報Public Speaking and Presentation,2,      M7M8,      GEN II綜二204／容量68,"黃嘉瑜HUANG, CHIA-YU",24,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",16,       , ,
11110LANG200021,            中高級選讀英文-中英口譯Oral Interpretation,2,      T3T4,      GEN II綜二204／容量68,"黃嘉瑜HUANG, CHIA-YU",24,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",6,       , ,
11110LANG200022,            中高級選讀英文-影視英語聽講Listening & Oral Training through Films,2,      T3T4,      GEN II綜二105／容量70,"賴盈旭LAI, YING-HSU",30,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",20,       , ,
11110LANG200023,            中高級選讀英文-影視英語聽講Listening & Oral Training through Films,2,      T5T6,      GEN II綜二105／容量70,"賴盈旭LAI, YING-HSU",30,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",20,       , ,
11110LANG200024,            中高級選讀英文-職場英語寫作Writing for Professional Pursuit,2,      T5T6,      GEN II綜二204／容量68,"黃佩如HUANG, PEI-JU",16,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",11,       , ,
11110LANG200025,            中高級選讀英文-小說選讀Selected English Novels,2,      T5T6,      GEN II綜二103／容量48,"李偉哲LEE, WEI-CHE",30,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",20,       , ,
11110LANG200026,            中高級選讀英文-英文篇章寫作English Essay Writing,2,      T5T6,      GEN II綜二203／容量52,"劉文貞LIU, WEN-CHEN",16,"/Offered in English 1、2選:限同級數大二生，3選:限同級數大三、大四生，加退選:開放同級數大二至大四生。 限大學部3年級4年級,頂標生,前標生《不接受加簽 No extra selection》         ",9,       , ,
