0,1,2,3,4,5,6,7,8
11110PE  111014,大一體育Physical Education,"戴偉國TAI, WEI-KUO",M7M8,無限制,11,無限制,0,
11110PE  111015,大一體育Physical Education,"鄭為仁CHENG, WEI-JEN",M7M8,無限制,9,無限制,0,
11110PE  111016,大一體育Physical Education,"梁嘉文LIANG,CHIA-WEN",M7M8,無限制,8,無限制,0,
11110PE  111017,大一體育Physical Education,"周宜辰CHOU, YI-CHEN",M7M8,無限制,22,無限制,0,
11110PE  111018,大一體育Physical Education,"張祐華CHANG, YU-HUA",F5F6,無限制,3,無限制,0,
11110PE  111019,大一體育Physical Education,"邱得全CHIU,TE-CHUAN",F5F6,50,0,50,1,
11110PE  111020,大一體育Physical Education,"戴偉國TAI, WEI-KUO",F5F6,無限制,19,無限制,0,
11110PE  111021,大一體育Physical Education,"簡敏惠CHIEN, MIN-HUI",F5F6,無限制,13,無限制,0,
11110PE  111022,大一體育Physical Education,"林琨瀚LIN, KUN-HAN",F5F6,無限制,10,無限制,0,
11110PE  111023,大一體育Physical Education,"謝佩君HSIEH, PEI-CHUN",F5F6,無限制,13,無限制,0,
11110PE  111024,大一體育Physical Education,"施惠方SZU, HUI-FANG",F5F6,無限制,10,無限制,0,
11110PE  111025,大一體育Physical Education,"謝文偉HSIEH, WEN-WEI",F5F6,無限制,12,無限制,0,
11110PE  111026,大一體育Physical Education,"許仁豪HSU,JEN-HAO",F5F6,無限制,9,無限制,0,
11110PE  111027,大一體育Physical Education,"王嬿婷WANG, YEN-TING",F7F8,無限制,4,無限制,0,
11110PE  111028,大一體育Physical Education,"施惠方SZU, HUI-FANG",F7F8,無限制,9,無限制,0,
11110PE  111029,大一體育Physical Education,"邱得全CHIU,TE-CHUAN",F7F8,無限制,13,無限制,0,
11110PE  111030,大一體育Physical Education,"林琨瀚LIN, KUN-HAN",F7F8,無限制,7,無限制,0,
11110PE  111031,大一體育Physical Education,"戴偉國TAI, WEI-KUO",F7F8,無限制,12,無限制,0,
11110PE  111032,大一體育Physical Education,"謝文偉HSIEH, WEN-WEI",F7F8,無限制,16,無限制,0,
11110PE  111033,大一體育Physical Education,"劉振華FIU, CHEN-HUA",F7F8,無限制,10,無限制,0,
11110PE  111034,大一體育Physical Education,"簡敏惠CHIEN, MIN-HUI",F7F8,無限制,8,無限制,0,
11110PE  111035,大一體育Physical Education,"許仁豪HSU,JEN-HAO",F7F8,無限制,4,無限制,0,
11110PE  111036,大一體育Physical Education,"曾鈺婷TSENG, YU-TING",M5M6,無限制,6,無限制,0,
11110PE  111037,大一體育Physical Education,"高子人KAO,TZU-JEN",M5M6,無限制,9,無限制,0,
11110PE  111038,大一體育Physical Education,"何吉星HE,CHI-HSING",M7M8,無限制,12,無限制,0,
11110PE  111039,大一體育Physical Education,"高子人KAO,TZU-JEN",M7M8,無限制,16,無限制,0,
11110PE  111040,大一體育Physical Education,"王嬿婷WANG, YEN-TING",M7M8,無限制,7,無限制,0,
11110PE  111041,大一體育Physical Education,"林家傑LIN, CHIA-CHIEH",F5F6,無限制,9,無限制,0,
11110PE  111042,大一體育Physical Education,"王俊盛WANG, CHUN-SHENG",F5F6,無限制,17,無限制,0,
11110PE  111043,大一體育Physical Education,"林家傑LIN, CHIA-CHIEH",F7F8,無限制,5,無限制,0,
11110PE  111044,大一體育Physical Education,"余成煌YU, CHEN-HUANG",F7F8,無限制,11,無限制,0,
11110PE  111045,大一體育Physical Education,"謝佩君HSIEH, PEI-CHUN",F7F8,無限制,10,無限制,0,
11110PE  111046,大一體育Physical Education,"王俊盛WANG, CHUN-SHENG",F7F8,無限制,7,無限制,0,
11110PE  205001,核心肌力Core Strength,"李柏均LEE, PO-CHUN",M1M2,36,36,0,0,
11110PE  205002,桌球初學Ping pong(basic),"鄭兆光ZHENG, ZHAO-GUANG",M1M2,36,36,0,0,
11110PE  205003,游泳初學Swimming(basic),"徐志翔HSU, CHIH-HSIANG",M1M2,36,36,0,0,
11110PE  205004,游泳初學Swimming(basic),"李大麟LEE, TA-LIN",M3M4,36,36,0,0,
11110PE  205005,核心肌力Core Strength,"李柏均LEE, PO-CHUN",M3M4,36,34,2,0,
11110PE  205006,桌球初學Ping pong(basic),"鄭兆光ZHENG, ZHAO-GUANG",M3M4,36,36,0,0,
11110PE  205007,重量訓練Weight Training,"周宜辰CHOU, YI-CHEN",M3M4,36,36,0,0,
11110PE  205008,慢壘Softball,"徐志翔HSU, CHIH-HSIANG",M3M4,36,36,0,0,
11110PE  205009,跆拳道Tae kwon do,"戴偉國TAI, WEI-KUO",M5M6,36,36,0,0,
11110PE  205010,射擊初學(增開)Shooting,"葉志俊YEH, CHIH-CHUN",M5M6,20,19,1,0,
11110PE  205011,核心肌力Core Strength,"林國威LIN, KUO-WEI",M7M8,36,36,0,0,
11110PE  205012,射擊初學(增開)Shooting,"葉志俊YEH, CHIH-CHUN",M7M8,20,20,0,0,
11110PE  205013,桌球初學Ping pong(basic),"鄭兆光ZHENG, ZHAO-GUANG",T1T2,36,36,0,0,
11110PE  205014,健走體適能Exercise walking and Physical fitness,"張祐華CHANG, YU-HUA",T1T2,36,36,0,0,
11110PE  205015,核心肌力Core Strength,"林國威LIN, KUO-WEI",T1T2,36,36,0,0,
11110PE  205016,籃球進階Basketball(advance),"謝文偉HSIEH, WEN-WEI",T1T2,36,35,1,0,
11110PE  205017,桌球初學Ping pong(basic),"鄭兆光ZHENG, ZHAO-GUANG",T3T4,36,36,0,0,
11110PE  205018,游泳初學Swimming(basic),"李大麟LEE, TA-LIN",T3T4,36,35,1,1,
11110PE  205019,排球Volleyball,"施惠方SZU, HUI-FANG",T3T4,36,36,0,0,
11110PE  205020,"速度、敏捷及反應訓練Speed, agility and quickness training","張祐華CHANG, YU-HUA",T3T4,36,36,0,0,
11110PE  205021,重量訓練Weight Training,"周宜辰CHOU, YI-CHEN",T3T4,36,36,0,0,
11110PE  205022,定向越野Orienteering,"余杰霖YU, CHIEH-LIN",T3T4,36,36,0,0,
11110PE  205023,太極拳中級Tai Chi (Intermediate),"張耀庭CHANG, YAO-TING",T3T4,36,19,17,0,
11110PE  205024,羽球初學Badminton,"許仁豪HSU,JEN-HAO",T3T4,32,32,0,0,
11110PE  205025,網球進階Tennis(advance),"鄭為仁CHENG, WEI-JEN",T5T6,30,30,0,0,
11110PE  205026,足球女football,方靖仁靖仁,T5T6,36,35,1,0,
11110PE  205027,羽球進階Badminton(advance),"許仁豪HSU,JEN-HAO",T5T6,32,32,0,0,
11110PE  205028,桌球初學Ping pong(basic),"吳德成WU, TE-CHENG",T5T6,30,30,0,0,
11110PE  205029,重量訓練Weight Training,"周宜辰CHOU, YI-CHEN",T5T6,36,36,0,0,
11110PE  205030,瑜珈Yoga,"張介CHANG, CHIEH",T5T6,36,35,1,0,
11110PE  205031,游泳進階Swimming(advance),"李大麟LEE, TA-LIN",T5T6,36,36,0,0,
11110PE  205032,太極拳Tai Chi,"張耀庭CHANG, YAO-TING",T5T6,36,36,0,0,
11110PE  205033,定向越野Orienteering,"余杰霖YU, CHIEH-LIN",T5T6,36,36,0,0,
11110PE  205034,高爾夫球Golf,"謝文偉HSIEH, WEN-WEI",T5T6,26,26,0,0,
11110PE  205035,棒球Baseball,"林琨瀚LIN, KUN-HAN",T5T6,36,36,0,0,
11110PE  205036,網球進階Tennis(advance),"鄭為仁CHENG, WEI-JEN",T7T8,30,30,0,0,
11110PE  205037,足球男football,"張凱翔CHANG, KAI-HSIANG",T7T8,36,36,0,0,
11110PE  205038,棒球Baseball,"林琨瀚LIN, KUN-HAN",T7T8,36,35,1,0,
11110PE  205039,桌球初學Ping pong(basic),"吳德成WU, TE-CHENG",T7T8,30,30,0,0,
11110PE  205040,羽球初學Badminton,"許仁豪HSU,JEN-HAO",T7T8,32,32,0,0,
11110PE  205041,太極拳Tai Chi,"張耀庭CHANG, YAO-TING",T7T8,36,36,0,0,
11110PE  205042,瑜珈Yoga,"張介CHANG, CHIEH",T7T8,36,36,0,0,
11110PE  205043,SUP 立式划槳Stand up Paddle,陳國華TAN KOK HWA,T7T8,20,20,0,0,
11110PE  205044,籃球初學Basketball(basic),"盧淑雲LU, SHU-YUN",W1W2,36,36,0,0,
11110PE  205045,空手道Karate,"劉雅甄Ya-Chen,Liu",W1W2,36,36,0,0,
11110PE  205046,籃球初學Basketball(basic),"盧淑雲LU, SHU-YUN",W3W4,36,36,0,0,
11110PE  205047,游泳初學Swimming(basic),"李大麟LEE, TA-LIN",W3W4,36,36,0,0,
11110PE  205048,重量訓練Weight Training,"黃惠芝HUANG, HUI-TZU",W3W4,36,36,0,0,
11110PE  205049,瑜珈Yoga,"張介CHANG, CHIEH",W3W4,36,36,0,0,
11110PE  205050,空手道Karate,"劉雅甄Ya-Chen,Liu",W3W4,36,36,0,0,
11110PE  205051,重量訓練Weight Training,"邱晨然CHIU,CHEN-JAN",W5W6,36,36,0,0,
11110PE  205052,排球Volleyball,"葉煌典HSIEH, HUANG-TIEN",W5W6,36,36,0,0,
11110PE  205053,羽球初學Badminton,"朱真儀CHU, CHEN-YI",W5W6,32,32,0,0,
11110PE  205054,柔道Judo,"劉振華FIU, CHEN-HUA",W5W6,36,36,0,0,
11110PE  205055,網球初學Tennis(basic),"鄭為仁CHENG, WEI-JEN",W5W6,30,30,0,0,
11110PE  205056,足球女football,陳國華TAN KOK HWA,W5W6,36,36,0,0,
11110PE  205057,瑜珈初學Yoga(basic),"黃惠芝HUANG, HUI-TZU",W5W6,36,35,1,1,
11110PE  205058,重量訓練Weight Training,"邱晨然CHIU,CHEN-JAN",W7W8,36,36,0,0,
11110PE  205059,排球Volleyball,"葉煌典HSIEH, HUANG-TIEN",W7W8,36,36,0,0,
11110PE  205060,羽球初學Badminton,"朱真儀CHU, CHEN-YI",W7W8,32,32,0,0,
11110PE  205061,柔道Judo,"劉振華FIU, CHEN-HUA",W7W8,36,36,0,0,
11110PE  205062,網球進階Tennis(advance),"鄭為仁CHENG, WEI-JEN",W7W8,30,30,0,0,
11110PE  205063,足球男football,陳國華TAN KOK HWA,W7W8,36,36,0,0,
11110PE  205064,皮拉提斯Pilates,"黃惠芝HUANG, HUI-TZU",W7W8,36,35,1,0,
11110PE  205065,羽球初學Badminton,"朱真儀CHU, CHEN-YI",R1R2,32,32,0,0,
11110PE  205066,網球初學Tennis(basic),"邵心平SHAO, HSIN-PING",R1R2,30,30,0,0,
11110PE  205067,羽球初學Badminton,"朱真儀CHU, CHEN-YI",R3R4,32,32,0,0,
11110PE  205068,網球初學Tennis(basic),"邵心平SHAO, HSIN-PING",R3R4,30,30,0,0,
11110PE  205069,瑜珈提斯Yogalates,"許芸榛HSU, YUN-CHEN",R3R4,36,36,0,0,
11110PE  205070,慢壘Softball,"徐志翔HSU, CHIH-HSIANG",R5R6,36,36,0,0,
11110PE  205071,網球初學Tennis(basic),"王汶琳WANG, WEN-LIN",R5R6,30,30,0,0,
11110PE  205072,爵士舞Jazz Dance,"黃靖琄HUANG,CHING-CHUAN",R5R6,36,36,0,0,
11110PE  205073,武術散打Physical Training:：san da,"邱晨然CHIU,CHEN-JAN",R5R6,36,36,0,0,
11110PE  205074,高爾夫球Golf,"林琨瀚LIN, KUN-HAN",R5R6,26,26,0,0,
11110PE  205075,桌球進階Ping pong (advance),"吳德成WU, TE-CHENG",R5R6,30,30,0,0,
11110PE  205076,重量訓練Weight Training,"張祐華CHANG, YU-HUA",R5R6,36,36,0,0,
11110PE  205077,國際標準舞Ballroom Dancing,曾建嘉ZENG JIAN-JIA,R5R6,36,27,9,0,
11110PE  205078,籃球初學Basketball(basic),"謝文偉HSIEH, WEN-WEI",R5R6,36,35,1,0,
11110PE  205079,慢壘Softball,"徐志翔HSU, CHIH-HSIANG",R7R8,36,36,0,0,
11110PE  205080,游泳初學Swimming(basic),"施秉宏SHIH, PING-HUNG",R7R8,36,36,0,0,
11110PE  205081,網球初學Tennis(basic),"王汶琳WANG, WEN-LIN",R7R8,30,30,0,0,
11110PE  205082,爵士舞Jazz Dance,"黃靖琄HUANG,CHING-CHUAN",R7R8,36,36,0,0,
11110PE  205083,武術散打Physical Training:：san da,"邱晨然CHIU,CHEN-JAN",R7R8,36,36,0,0,
11110PE  205084,高爾夫球Golf,"林琨瀚LIN, KUN-HAN",R7R8,26,26,0,0,
11110PE  205085,桌球進階Ping pong (advance),"吳德成WU, TE-CHENG",R7R8,30,30,0,0,
11110PE  205086,國際標準舞Ballroom Dancing,曾建嘉ZENG JIAN-JIA,R7R8,36,14,22,0,
11110PE  205087,排球Volleyball,"施惠方SZU, HUI-FANG",R7R8,36,36,0,0,
11110PE  205088,桌球初學Ping pong(basic),"陳光紫CHEN, KUANG-TZU",F1F2,36,36,0,0,
11110PE  205089,籃球初學Basketball(basic),"陳虔倖CHEN, CHIEN-HSIN",F1F2,36,36,0,0,
11110PE  205090,水中有氧Water aerobics,"汪庭緣WANG, TING-YUAN",F1F2,36,36,0,0,
11110PE  205091,桌球初學Ping pong(basic),"陳光紫CHEN, KUANG-TZU",F3F4,36,36,0,0,
11110PE  205092,籃球進階Basketball(advance),"陳虔倖CHEN, CHIEN-HSIN",F3F4,36,36,0,0,
11110PE  205093,水中有氧Water aerobics,"汪庭緣WANG, TING-YUAN",F3F4,36,36,0,0,
11110PE  205094,流行舞蹈Pop Dance,"黃靖琄HUANG,CHING-CHUAN",F3F4,36,36,0,0,
11110PE  205095,重量訓練Weight Training,"林琨瀚LIN, KUN-HAN",F3F4,36,36,0,0,
11110PE  205096,螺旋有氧Vortex Aerobics,"施惠方SZU, HUI-FANG",F3F4,36,36,0,0,
11110PE  205097,舞蹈即興創作Dance Improvisation,"王嬿婷WANG, YEN-TING",F5F6,36,36,0,0,
11110PE  205098,角力Wrestling,"劉振華FIU, CHEN-HUA",F5F6,36,36,0,0,
11110PE  205099,流行舞蹈Pop Dance,"黃靖琄HUANG,CHING-CHUAN",F5F6,36,35,1,0,
11110PE  205101,羽球初學Badminton,"梁嘉文LIANG,CHIA-WEN",M3M4,32,32,0,0,
11110PE  205102,桌球初學Ping pong(basic),"何吉星HE,CHI-HSING",M5M6,36,36,0,0,
11110PE  205103,體操Gymnastics,"曾德明TSENG, TE-MING",M5M6,36,36,0,0,
11110PE  205104,重量塑身Weight body shape,"王嬿婷WANG, YEN-TING",M5M6,36,36,0,0,
11110PE  205105,體操Gymnastics,"曾德明TSENG, TE-MING",M7M8,36,28,8,0,
11110PE  205106,桌球初學Ping pong(basic),"錢明福CHIEN, MING-FU",T1T2,28,28,0,0,
11110PE  205107,迷你網球Mini tennis,"梁嘉文LIANG,CHIA-WEN",T3T4,25,25,0,0,
11110PE  205108,桌球初學Ping pong(basic),"錢明福CHIEN, MING-FU",T3T4,28,28,0,0,
11110PE  205109,爵士舞Jazz Dance,"黃靖琄HUANG,CHING-CHUAN",W3W4,36,33,3,0,
11110PE  205110,有氧舞蹈Aerobics dancing,"黃靖琄HUANG,CHING-CHUAN",W5W6,36,35,1,0,
11110PE  205111,重量訓練Weight Training,"黎俊彥LI, CHUN-YEN",W5W6,36,36,0,0,
11110PE  205112,高爾夫球Golf,"張嘉洲CHANG, CHIA-CHOU",W5W6,26,26,0,0,
11110PE  205113,籃球初學Basketball(basic),"李平鴻LEE, PING-HUNG",W7W8,36,36,0,0,
11110PE  205114,高爾夫球Golf,"張嘉洲CHANG, CHIA-CHOU",W7W8,26,26,0,0,
11110PE  205116,適應體育Adapted Physical Education,"梁嘉文LIANG,CHIA-WEN",R5R6,0,0,0,0,
11110PE  205117,重量塑身Weight body shape,"王嬿婷WANG, YEN-TING",R5R6,36,36,0,0,
11110PE  205118,舞蹈即興創作Dance Improvisation,"王嬿婷WANG, YEN-TING",R7R8,36,20,16,0,
11110PE  205119,健走與慢跑Exercise walking and jogging,"梁嘉文LIANG,CHIA-WEN",R7R8,36,36,0,0,
11110PE  205120,重量訓練Weight Training,"黎俊彥LI, CHUN-YEN",F3F4,36,36,0,0,
11110PE  205121,迷你網球Mini tennis,"梁龍鏡LIANG, LUNG-CHING",F3F4,25,25,0,0,
11110PE  205122,國防菁英體適能National Defense Elite Physical Fitness,"張祐華CHANG, YU-HUA",F7F8,0,0,0,0,
11110PE  205123,適應體育Adapted Physical Education,"劉振華FIU, CHEN-HUA",MaMb,0,0,0,0,
11110PE  205124,籃球(增開)Basketball,"謝佩君HSIEH, PEI-CHUN",T3T4,36,0,36,0,
11110PE  205125,排球(增開)Volleyball,"邱得全CHIU,TE-CHUAN",T5T6,36,0,36,0,
11110PE  205126,居家體適能運動(增開)Physical Fitness,"謝佩君HSIEH, PEI-CHUN",R5R6,36,0,36,0,
11110PE  205127,居家體適能運動(增開)Physical Fitness,"謝佩君HSIEH, PEI-CHUN",R7R8,30,0,30,0,
11110PE  205128,排球(增開)Volleyball,"邱得全CHIU,TE-CHUAN",M1M2,36,0,36,0,
11110PE  205129,排球(增開)Volleyball,"邱得全CHIU,TE-CHUAN",M3M4,36,0,36,0,
11110PE  205130,籃球(增開)Basketball,"謝佩君HSIEH, PEI-CHUN",T5T6,36,0,36,0,
11110PE  205131,籃球(增開)Basketball,"謝佩君HSIEH, PEI-CHUN",T7T8,36,0,36,0,
11110PE  205132,定向越野(增開)Orienteering,"邱得全CHIU,TE-CHUAN",W5W6,36,0,36,0,
11110PE  205133,定向越野(增開)Orienteering,"邱得全CHIU,TE-CHUAN",W7W8,36,0,36,0,
11110PE  333001,羽球校隊男Physical Education,"許仁豪HSU,JEN-HAO", ,無限制,11,無限制,0,
11110PE  333002,羽球校隊女Physical Education,"許仁豪HSU,JEN-HAO", ,無限制,7,無限制,0,
11110PE  333003,羽球校隊公開組Physical education,"許仁豪HSU,JEN-HAO", ,無限制,3,無限制,0,
11110PE  333004,排球校隊男Physical Education,"施惠方SZU, HUI-FANG", ,無限制,14,無限制,0,
11110PE  333005,排球校隊男公開組Physical education, , ,無限制,6,無限制,0,
11110PE  333006,排球校隊女Physical Education,"施惠方SZU, HUI-FANG", ,無限制,19,無限制,0,
11110PE  333007,游泳校隊Physical education,"施秉宏SHIH, PING-HUNG", ,無限制,15,無限制,0,
11110PE  333008,游泳校隊公開組Physical education,體育室, ,無限制,3,無限制,0,
11110PE  333009,射箭校隊公開組Physical education,體育室, ,無限制,3,無限制,0,
11110PE  333010,拳擊校隊公開組Physical education,體育室, ,無限制,4,無限制,0,
11110PE  333011,籃球校隊男Physical Education,"謝佩君HSIEH, PEI-CHUN", ,無限制,8,無限制,0,
11110PE  333012,籃球校隊女Physical Education,"謝文偉HSIEH, WEN-WEI", ,無限制,16,無限制,0,
11110PE  333013,網球校隊男Physical Education,"鄭為仁CHENG, WEI-JEN", ,無限制,9,無限制,0,
11110PE  333014,網球校隊女Physical Education,"鄭為仁CHENG, WEI-JEN", ,無限制,3,無限制,0,
11110PE  333015,桌球校隊男Physical Education,"吳德成WU, TE-CHENG", ,無限制,15,無限制,0,
11110PE  333016,桌球校隊女Physical Education,"吳德成WU, TE-CHENG", ,無限制,13,無限制,0,
11110PE  333017,棒球校隊男Physical Education,"林琨瀚LIN, KUN-HAN", ,無限制,11,無限制,0,
11110PE  333018,足球校隊男Physical Education,陳國華TAN KOK HWA, ,無限制,14,無限制,0,
11110PE  333019,田徑校隊Physical education,"周宜辰CHOU, YI-CHEN", ,無限制,13,無限制,0,
11110PE  333020,手球校隊Physical education,體育室, ,無限制,9,無限制,0,
11110PE  333021,田徑校隊公開組Physical Education,"周宜辰CHOU, YI-CHEN", ,無限制,7,無限制,0,
11110PE  111001,大一體育Physical Education,"吳德成WU, TE-CHENG",M5M6,無限制,19,無限制,0,
11110PE  111002,大一體育Physical Education,"林國威LIN, KUO-WEI",M5M6,無限制,15,無限制,0,
11110PE  111003,大一體育Physical Education,"李大麟LEE, TA-LIN",M5M6,無限制,15,無限制,0,
11110PE  111004,大一體育Physical Education,"鄭為仁CHENG, WEI-JEN",M5M6,無限制,10,無限制,0,
11110PE  111005,大一體育Physical Education,"李柏均LEE, PO-CHUN",M5M6,無限制,13,無限制,0,
11110PE  111006,大一體育Physical Education,"徐志翔HSU, CHIH-HSIANG",M5M6,無限制,21,無限制,0,
11110PE  111007,大一體育Physical Education,陳國華TAN KOK HWA,M5M6,無限制,2,無限制,0,
11110PE  111008,大一體育Physical Education,"周宜辰CHOU, YI-CHEN",M5M6,無限制,9,無限制,0,
11110PE  111009,大一體育Physical Education,"張祐華CHANG, YU-HUA",M5M6,無限制,8,無限制,0,
11110PE  111010,大一體育Physical Education,"劉振華FIU, CHEN-HUA",M5M6,無限制,11,無限制,0,
11110PE  111011,大一體育Physical Education,"張祐華CHANG, YU-HUA",M7M8,無限制,11,無限制,0,
11110PE  111012,大一體育Physical Education,"李柏均LEE, PO-CHUN",M7M8,無限制,7,無限制,0,
11110PE  111013,大一體育Physical Education,"劉振華FIU, CHEN-HUA",M7M8,無限制,15,無限制,0,
11110PE  111014,大一體育Physical Education,"戴偉國TAI, WEI-KUO",M7M8,無限制,11,無限制,0,
11110PE  111015,大一體育Physical Education,"鄭為仁CHENG, WEI-JEN",M7M8,無限制,9,無限制,0,
11110PE  111016,大一體育Physical Education,"梁嘉文LIANG,CHIA-WEN",M7M8,無限制,8,無限制,0,
11110PE  111017,大一體育Physical Education,"周宜辰CHOU, YI-CHEN",M7M8,無限制,22,無限制,0,
11110PE  111018,大一體育Physical Education,"張祐華CHANG, YU-HUA",F5F6,無限制,3,無限制,0,
11110PE  111019,大一體育Physical Education,"邱得全CHIU,TE-CHUAN",F5F6,50,0,50,1,
11110PE  111020,大一體育Physical Education,"戴偉國TAI, WEI-KUO",F5F6,無限制,19,無限制,0,
11110PE  111021,大一體育Physical Education,"簡敏惠CHIEN, MIN-HUI",F5F6,無限制,13,無限制,0,
11110PE  111022,大一體育Physical Education,"林琨瀚LIN, KUN-HAN",F5F6,無限制,10,無限制,0,
11110PE  111023,大一體育Physical Education,"謝佩君HSIEH, PEI-CHUN",F5F6,無限制,13,無限制,0,
11110PE  111024,大一體育Physical Education,"施惠方SZU, HUI-FANG",F5F6,無限制,10,無限制,0,
11110PE  111025,大一體育Physical Education,"謝文偉HSIEH, WEN-WEI",F5F6,無限制,12,無限制,0,
11110PE  111026,大一體育Physical Education,"許仁豪HSU,JEN-HAO",F5F6,無限制,9,無限制,0,
11110PE  111027,大一體育Physical Education,"王嬿婷WANG, YEN-TING",F7F8,無限制,4,無限制,0,
11110PE  111028,大一體育Physical Education,"施惠方SZU, HUI-FANG",F7F8,無限制,9,無限制,0,
11110PE  111029,大一體育Physical Education,"邱得全CHIU,TE-CHUAN",F7F8,無限制,13,無限制,0,
11110PE  111030,大一體育Physical Education,"林琨瀚LIN, KUN-HAN",F7F8,無限制,7,無限制,0,
11110PE  111031,大一體育Physical Education,"戴偉國TAI, WEI-KUO",F7F8,無限制,12,無限制,0,
11110PE  111032,大一體育Physical Education,"謝文偉HSIEH, WEN-WEI",F7F8,無限制,16,無限制,0,
11110PE  111033,大一體育Physical Education,"劉振華FIU, CHEN-HUA",F7F8,無限制,10,無限制,0,
11110PE  111034,大一體育Physical Education,"簡敏惠CHIEN, MIN-HUI",F7F8,無限制,8,無限制,0,
11110PE  111035,大一體育Physical Education,"許仁豪HSU,JEN-HAO",F7F8,無限制,4,無限制,0,
11110PE  111036,大一體育Physical Education,"曾鈺婷TSENG, YU-TING",M5M6,無限制,6,無限制,0,
11110PE  111037,大一體育Physical Education,"高子人KAO,TZU-JEN",M5M6,無限制,9,無限制,0,
11110PE  111038,大一體育Physical Education,"何吉星HE,CHI-HSING",M7M8,無限制,12,無限制,0,
11110PE  111039,大一體育Physical Education,"高子人KAO,TZU-JEN",M7M8,無限制,16,無限制,0,
11110PE  111040,大一體育Physical Education,"王嬿婷WANG, YEN-TING",M7M8,無限制,7,無限制,0,
11110PE  111041,大一體育Physical Education,"林家傑LIN, CHIA-CHIEH",F5F6,無限制,9,無限制,0,
11110PE  111042,大一體育Physical Education,"王俊盛WANG, CHUN-SHENG",F5F6,無限制,17,無限制,0,
11110PE  111043,大一體育Physical Education,"林家傑LIN, CHIA-CHIEH",F7F8,無限制,5,無限制,0,
11110PE  111044,大一體育Physical Education,"余成煌YU, CHEN-HUANG",F7F8,無限制,11,無限制,0,
11110PE  111045,大一體育Physical Education,"謝佩君HSIEH, PEI-CHUN",F7F8,無限制,10,無限制,0,
11110PE  111046,大一體育Physical Education,"王俊盛WANG, CHUN-SHENG",F7F8,無限制,7,無限制,0,
11110PE  333001,羽球校隊男Physical Education,"許仁豪HSU,JEN-HAO", ,無限制,11,無限制,0,
11110PE  333002,羽球校隊女Physical Education,"許仁豪HSU,JEN-HAO", ,無限制,7,無限制,0,
11110PE  333003,羽球校隊公開組Physical education,"許仁豪HSU,JEN-HAO", ,無限制,3,無限制,0,
11110PE  333004,排球校隊男Physical Education,"施惠方SZU, HUI-FANG", ,無限制,14,無限制,0,
11110PE  333005,排球校隊男公開組Physical education, , ,無限制,6,無限制,0,
11110PE  333006,排球校隊女Physical Education,"施惠方SZU, HUI-FANG", ,無限制,19,無限制,0,
11110PE  333007,游泳校隊Physical education,"施秉宏SHIH, PING-HUNG", ,無限制,15,無限制,0,
11110PE  333008,游泳校隊公開組Physical education,體育室, ,無限制,3,無限制,0,
11110PE  333009,射箭校隊公開組Physical education,體育室, ,無限制,3,無限制,0,
11110PE  333010,拳擊校隊公開組Physical education,體育室, ,無限制,4,無限制,0,
11110PE  333011,籃球校隊男Physical Education,"謝佩君HSIEH, PEI-CHUN", ,無限制,8,無限制,0,
11110PE  333012,籃球校隊女Physical Education,"謝文偉HSIEH, WEN-WEI", ,無限制,16,無限制,0,
11110PE  333013,網球校隊男Physical Education,"鄭為仁CHENG, WEI-JEN", ,無限制,9,無限制,0,
11110PE  333014,網球校隊女Physical Education,"鄭為仁CHENG, WEI-JEN", ,無限制,3,無限制,0,
11110PE  333015,桌球校隊男Physical Education,"吳德成WU, TE-CHENG", ,無限制,15,無限制,0,
11110PE  333016,桌球校隊女Physical Education,"吳德成WU, TE-CHENG", ,無限制,13,無限制,0,
11110PE  333017,棒球校隊男Physical Education,"林琨瀚LIN, KUN-HAN", ,無限制,11,無限制,0,
11110PE  333018,足球校隊男Physical Education,陳國華TAN KOK HWA, ,無限制,14,無限制,0,
11110PE  333019,田徑校隊Physical education,"周宜辰CHOU, YI-CHEN", ,無限制,13,無限制,0,
11110PE  333020,手球校隊Physical education,體育室, ,無限制,9,無限制,0,
11110PE  333021,田徑校隊公開組Physical Education,"周宜辰CHOU, YI-CHEN", ,無限制,7,無限制,0,
11110PHIL501200,書報討論二Seminar(II),"黃文宏HUANG, WEN-HONG",W7W8W9,15,2,13,0,
11110PHIL551000,柏拉圖Plato,"陳斐婷CHEN, FEI-TING",R3R4Rn,15,5,10,1,
11110PHIL555000,康德Kant,"鄭志忠JENG, JYH-JONG",M7M8M9,15,6,9,1,
11110PHIL559100,真理原理論--真理自體On Principles of Alethiology - Truth in itself,"黃文宏HUANG, WEN-HONG",T6T7T8,15,1,14,1,
11110PHIL583100,心理哲學專題：情Seminar on the Philosophy of Mind: Emotions,"吳瑞媛WU, RUEY-YUAN",W3W4Wn,15,7,8,0,
11110PHIL586400,現象學專題：他異性Topics in Phenomenology: Alterity,"吳俊業NG, CHON IP",T3T4Tn,15,6,9,1,
11110PHIL600000,論文研究Thesis,指導教授, ,無限制,1,無限制,0,
11110PHIL602000,進階專題研究:精神分析人格理論之哲學探討(增開)Advanced Seminar: Philosophical Issues in Psychoanalytic Studies of the Personality,"吳瑞媛WU, RUEY-YUAN",T5T6,15,0,15,0,
11110PHYS101001,普通物理實驗一General Physics Laboratory (I),物理系,M5M6M7M8,57/57,0,57,12,
