0,1,2,3,4,5,6,7,8
11110EE  432001,固態電子實驗--半導體製程與實驗Solid-State Electronics Laboratory-Semiconductor Processing,"邱博文CHIU, PO-WEN",T7T8T9,30,30,0,0,
11110EE  432002,固態電子實驗--半導體製程與實驗Solid-State Electronics Laboratory-Semiconductor Processing,"葉昭輝YEH, CHAO-HUI",R7R8R9,30,14,16,0,
11110EE  465000,通訊系統實驗Communications System Laboratory,"劉光浩LIU, KUANG-HAO",W7W8W9,30,19,11,0,
11110EE  466000,強化學習導論Introduction to Reinforcement Learning,"邱偉育CHIU, WEI-YU",T3T4R4,80,34,46,4,
11110EE  490000,專題研究一Undergraduate Research (I),指導教授, ,0,0,0,0,
11110EE  491000,專題研究二Undergraduate Research (II),指導教授, ,0,0,0,0,
11110EE  521600,時序電路設計及應用Timing Circuit Designs and Their Applications,"黃錫瑜HUANG, SHI-YU",T1T2R2,80,54,26,10,
11110EE  523000,類比電路設計Analog Circuit Design,"黃柏鈞HUANG, PO-CHIUN",M5M6R7,100,2,98,11,
11110EE  525000,超大型積體電路設計VLSI Design,"謝志成HSIEH, CHIH CHENG",T3T4R4,130,97,33,12,
11110EE  541000,計算機算術Computer Arithmetic,"張慶元CHANG, TSIN-YUAN",M2M3M4,40,31,9,5,
11110EE  563000,數位訊號處理Digital Signal Processing,"劉奕汶LIU, YI-WEN",T2F2F3,120,93,27,27,
11110EE  571000,高等電力網路分析Advanced Electric Network Analysis,"郭宗益GUO, TZONG-YIH",TaTbTc,50,4,46,6,
11110EE  581000,固態電機控制Solid-State Electric Machine Control, ,M5T5T6,50,14,36,12,
11110EE  582000,高等電機理論Advanced Electric Machinery Theory,"張淵智CHANG, YUAN-CHIH",MaMbMc,50,1,49,9,
11110EE  585000,切換式電源供應器Switching Mode Power Converters,"吳財福WU, TSAI-FU",R7R8R9,40,12,28,14,
11110EE  591001,書報討論Seminar,"翁詠祿UENG, YEONG-LUH鄭桂忠TANG KEA TIONG",F6F7,170,16,154,33,
11110EE  591002,書報討論(增開)Seminar,"吳財福WU, TSAI-FU",F6F7,50,0,50,15,
11110EE  601000,基礎學術論文寫作Introduction to Academic Writing,"徐憶萍HSU, ANGELA YI-PING",T7T8T9,15,11,4,5,
11110EE  626500,生醫光聲原理Principles of Biomedical Ultrasound and Photoacoustics,"李夢麟LI, MENG-LIN",M3M4W2,30,4,26,1,
11110EE  641300,系統生物學Systems Biology, ,W3W4R2,25,8,17,2,
11110EE  648500,計算機視覺Computer Vision,"孫民SUN, MIN",M9W8W9,100,85,15,20,
11110EE  665200,錯誤更正碼二Error-Correcting Codes (II),"翁詠祿UENG, YEONG-LUH",T3T4R3R4,27,3,24,2,
11110EE  690000,論文研究Thesis,指導教授, ,無限制,84,無限制,0,
11110EE  890000,論文研究Thesis,指導教授, ,無限制,7,無限制,0,
11110EECS101001,邏輯設計Logic Design,"黃錫瑜HUANG, SHI-YU",T5T6R5R6,98/70,28,70,10,
11110EECS101002,邏輯設計Logic Design,"馬席彬MA, HSI-PIN",T5T6R5R6,20/20,0,20,27,
11110EECS121000,Python語言程式入門(增開)Introduction to Programming in Python,"周百祥CHOU, PAI-HSIANG",T5T6R5,0,0,0,0,
11110EECS202000,訊號與系統Signals and Systems,洪樂文YAO-WIN HONG,W5W6R8R9,45,44,1,1,
11110EECS203001,常微分方程Ordinary Differential Equations,"朱家齊CHU, CHIA-CHI",T5T6R5R6,75,43,32,0,
11110EECS203002,常微分方程Ordinary Differential Equations,"王俊堯WANG, CHUN-YAO",W3W4F3F4,90,88,2,0,
11110EECS207001,邏輯設計實驗Logic Design Laboratory,"李濬屹LEE, CHUN-YI",R7R8T7T8,0,0,0,0,
11110EECS207002,邏輯設計實驗Logic Design Laboratory,"黃稚存HUANG, CHIH-TSUN",R7R8T7T8,75,74,1,0,
11110EECS208000,軟體實驗Software Studio,聘任中,R3R4Rn,75,36,39,0,
11110EECS302001,計算機網路概論Introduction  to Computer Networks,"徐正炘HSU, CHENG-HSIN",M7M8R6,90,69,21,0,
11110EECS302002,計算機網路概論Introduction  to Computer Networks,"高榮駿KAO, JUNG-CHUN",M7M8R6,90,89,1,3,
11110EECS305000,感測技術於運動科學之應用Sensing Technologies for Sports,"馬席彬MA, HSI-PIN邱文信CHIU, WEN-HSIN",T2T3T4,30,30,0,0,
11110EMBA501000,論文Thesis,指導教授, ,無限制,36,無限制,0,
11110EMBA504800,全球經濟Globalizing Economy,"黃朝熙HUANG, CHAO-HSI劉瑞華LIU, RUEY-HUA張寶塔CHANG, BAO-TAA",RaRb,40,35,5,19,
11110EMBA507300,科技與產業Topics in Technology and Industry,"史欽泰SHIH, CHIN-TAY羅達賢LO, TA-HSIEN",S5S6S7,50,0,50,32,
11110EMBA507800,行銷管理Marketing Management,"金聯舫KIN, LIEN-FANG丘宏昌CHIU, HUNG-CHANG",S2S3S4,50,0,50,32,
11110EMBA508400,創新與創業Innovation and Entrepreneurship,"張元杰CHANG, YUAN-CHIEH",S5S6S7,50,46,4,0,
11110EMBA508900,服務科學Service Science,"林福仁LIN, FU-REN",S2S3S4,50,46,4,0,
11110EMBA509300,企業及管理論壇Business & Management Forum,"林哲群LIN, CHE-CHUN祁玉蘭CHYI, YIH-LUAN",Ra,60,21,39,22,
11110EMBA509600,商務溝通Business Communication,"金聯舫KIN, LIEN-FANG",Mc,40/20,5,35,22,
11110EMBA510600,人文思維與社會實踐humanities and social practices,"林聖芬LIN, SHENG-FEN",WaWb,40/10,30,10,15,
11110EMBA510700,公司治理與法律Corporate Governance and the Law,"蔡昌憲TSAI, CHANG-HSIEN",MbT9,35,3,32,18,
11110EMBA510800,金門戰地人文與管理(增開)Battlefield Culture and Management in Kinmen,"林世昌LIN, SHIH-CHANG蔡昌憲TSAI, CHANG-HSIEN",TaTb,無限制,3,無限制,0,
11110EMD 500100,財務管理Financial Management,"林哲群LIN, CHE-CHUN",FaFbFc,30,0,30,1,
11110EMD 500200,數據經營管理Critical Numbers for Decision-Making,"林世昌LIN, SHIH-CHANG",TaTbTc,30,0,30,1,
11110EMD 500300,商業決策測量與分析Measurement and Analysis for Business Decision Making,EMD雙聯專班,RaRbRc,30,0,30,0,
11110EMD 500400,專案管理Project Management,EMD雙聯專班,WaWbWc,30,0,30,0,
11110EMD 500500,策略與決策(增開)Decisions and Strategy,EMD雙聯專班,MaMbMc,30,0,30,1,
11110EMD 500600,國際行銷(增開)International Marketing,EMD雙聯專班,SaSbSc,30,0,30,1,
11110EMD 501100,跨國企業管理Management Multinational Enterprises,EMD雙聯專班,SaSbSc,30,1,29,0,
11110EMIM500100,人工智慧與大數據技術概論Introduction to AI and Big Data, ,S5S6S7,無限制,26,無限制,0,
11110EMIM500200,大數據與決策分析Big Data and Decision Analysis,"簡禎富CHIEN, CHEN-FU張國浩CHANG, KUO-HAO",FaFbFc,44,1,43,9,
11110EMIM500300,工業統計與資料科學Industrial Statistics and Data Science,"銀慶剛CHING-KANG YIN曾勝滄TSENG, SHENG-TSIANG徐南蓉HSU, NAN-JUNG",S2S3S4,44,0,44,9,
11110EMIM501300,先進製造技術(增開)Advanced Manufacturing Technology,"陳鴻文CHEN, HUNG-WEN李明蒼LEE, MING-TSANG",S2S3S4,44,0,44,0,
11110EMIM600000,論文(增開)Thesis,指導教授, ,無限制,19,無限制,0,
11110EMM 600100,行銷管理Marketing Management,"丘宏昌CHIU, HUNG-CHANG",TaTb,無限制,0,無限制,0,
11110EMM 600200,策略Strategy,"洪世章HUNG, SHIH-CHANG",MaMb,無限制,0,無限制,0,
11110EMM 600300,財經個案研究Finance and Economic Cases Analysis,"余士迪YU, SHIH-TI蔡子晧TSAI, TZU-HAO",SaSb,無限制,0,無限制,0,
11110EMM 600400,高階主管經濟Advanced Management Economics,"莊慧玲CHUANG, HWEI-LIN祁玉蘭CHYI, YIH-LUAN",S8S9,無限制,0,無限制,0,
11110EMM 609900,論文Thesis,指導教授, ,無限制,0,無限制,0,
11110EMS 500400,戰略管理Strategy,"洪世章HUNG, SHIH-CHANG",SaSb,無限制,0,無限制,0,
11110EMS 500600,經濟學Economics,"林世昌LIN, SHIH-CHANG黃朝熙HUANG, CHAO-HSI",MaMb,無限制,0,無限制,0,
11110EMS 500800,組織行為學Organizational Behavior,深圳境外課程,S5S6,無限制,0,無限制,0,
11110EMS 501000,財務報表分析Financial Statement Analysis,深圳境外課程,S2S3,無限制,0,無限制,0,
11110EMS 509900,論文(增開)Thesis,指導教授, ,無限制,0,無限制,0,
11110ENE 511000,固態物理一Solid State Physics I,"吳玉書WU, YU-SHU",T2T3T4,50,13,37,10,
11110ENE 522000,數位積體電路Digital Integrated Circuits,"張彌彰CHANG, MI-CHANG",T3T4R3,50,32,18,11,
11110ENE 531000,微電子工程Silicon Processing Technology for Microelectronics,"楊雅棠YANG, YA-TANG",T6R5R6,96,31,65,28,
11110ENE 533000,積體電路元件Semiconductor Devices for Integrated Circuits,"黃智方HUANG, CHIH-FANG",W5W6F5,80,13,67,22,
11110ENE 538500,發光二極體Light-Emitting Diodes,"吳孟奇WU, MENG-CHYI",M2M3M4,50,6,44,5,
11110ENE 540000,微機電系統設計Micro Electro Mechanical Systems (MEMS) Design,"盧向成LU, SHIANG-CHENG",W3W4R2,40,12,28,5,
11110ENE 551000,有機半導體概論Introduction to Organic Semiconductor,"洪勝富HORNG, SHENG-FU",M9W8W9,40,5,35,6,
11110ENE 552000,太陽電池Solar Cells,"洪勝富HORNG, SHENG-FU",M7M8W7,40,3,37,1,
11110ENE 591000,書報討論Seminar,"金雅琴KING, YA-CHIN徐碩鴻HSU, SHUO-HUNG",F6F7,135,8,127,25,
11110ENE 633000,半導體微波元件Semiconductor Microwave Devices,"徐永珍HSU, YUNG-JANE",F2F3F4,50,30,20,18,
11110ENE 636500,半導體元件物理與模擬Physics and Simulation of Semiconductor Devices,"連振炘LIEN, CHEN-HSIN",W2W3W4,無限制,38,無限制,0,
11110ENE 690000,論文研究Thesis,指導教授, ,無限制,51,無限制,0,
11110ENE 890000,論文研究Thesis,指導教授, ,無限制,4,無限制,0,
11110ESS 102000,普通化學General Chemistry,"王本誠WANG, PEN-CHENG",T5T6F3F4,130/130,0,130,25,
11110ESS 107000,工程圖學Engineering Drawing,"楊家翎YANG, CHIA-LING",W7W8W9,30,26,4,9,
11110ESS 201000,核工原理Principles of Nuclear Engineering,"梁正宏LIANG, JENQ-HORNG",M1M2M3M4,無限制,22,無限制,0,
11110ESS 202002,程式語言Programming Languages,"許榮鈞SHEU, RONG-JIUN",M7M8R5R6,120/120,0,120,27,
11110ESS 203001,工程數學一Engineering Mathematics I,"林明緯LIN, MING-WEI",T1T2F1F2,60,60,0,0,
11110ESS 203002,工程數學一Engineering Mathematics I,"王翔郁WANG, HSIANG-YU",M3M4W1W2,60,45,15,0,
11110ESS 220000,電路學Electric Circuits,"吳順吉WU, SHUN-CHI",T3T4R3R4,120,119,1,0,
11110ESS 223000,電子學一Electronics I,"巫勇賢WU, YUNG-HSIEN",W3W4F3F4,120,120,0,0,
11110ESS 224001,電子學實驗一Electronics Lab. I,"巫勇賢WU, YUNG-HSIEN",F5F6F7F8,50,50,0,0,
11110ESS 224002,電子學實驗一Electronics Lab. I,"巫勇賢WU, YUNG-HSIEN",T5T6T7T8,50,40,10,0,
11110ESS 234000,電磁學二Electromagnetism II,"柳克強LEOU, KEH-CHYANG",M5M6R1R2,無限制,3,無限制,0,
11110ESS 240001,熱力學Thermodynamics,"林洸銓LIN, KUANG-CHUAN",M3M4W1W2,55,55,0,0,
11110ESS 240002,熱力學Thermodynamics,"王翔郁WANG, HSIANG-YU",T1T2F1F2,55,55,0,0,
11110ESS 250100,材料科學導論二Introduction to Materials Science II,"歐陽汎怡OU YANG, FAN-YI",M5M6R7R8,60,48,12,0,
11110ESS 302200,近代物理實驗Modern Physics Lab.,"李志浩LEE, CHIH-HAO柳克強LEOU, KEH-CHYANG",TaTbTc,18,1,17,0,
11110ESS 303000,偏微與複變Partial Differential Equations and Complex Analysis,"蕭百沂HSIAO, PAI-YI",M7M8M9,60,33,27,0,
11110ESS 305001,數值分析一Numerical Analysis I,"藍貫哲LAN, KUAN-CHE",W3W4F3F4,55,55,0,0,
11110ESS 305002,數值分析一Numerical Analysis I,"梁正宏LIANG, JENQ-HORNG",T3T4R3R4,55,33,22,0,
11110ESS 323000,電子學三Electronics III,"張廖貴術CHANG LIAO, KUEI-SHU",M3M4W1W2,無限制,77,無限制,0,
11110ESS 327001,儀器與量測Instrumentation  and Measurements,"李志浩LEE, CHIH-HAO蘇育全SU, YU-CHUAN",W3W4F3F4,55,32,23,0,
11110ESS 327002,儀器與量測Instrumentation  and Measurements,"李志浩LEE, CHIH-HAO蘇育全SU, YU-CHUAN",T3T4R3R4,55,55,0,0,
11110ESS 327100,量測系統實驗Measurement System Experiments,"蘇育全SU, YU-CHUAN",R7R8R9,16,16,0,0,
11110ESS 328000,訊號與系統Signals and Systems,"吳順吉WU, SHUN-CHI",T7T8R7R8,無限制,79,無限制,0,
11110ESS 342000,流體力學一Fluid Mechanics I,"馮玉明FERNG, YUH-MING",R5R6R7,無限制,12,無限制,0,
11110ESS 351000,物理冶金一Physical Metallurgy I,"朱鵬維CHU, PENG-WEI",M5M6F5F6,無限制,28,無限制,0,
11110ESS 401000,書報討論一Seminar(I),"陳馨怡CHEN, HSIN-YI",T5T6,30,20,10,0,
11110ESS 401100,輻射安全Radiation Safety,"許榮鈞SHEU, RONG-JIUN",W3W4F3F4,無限制,21,無限制,0,
11110ESS 410000,核能系統Nuclear Power Systems,"陳紹文CHEN, SHAO-WEN",M7M8R6,無限制,22,無限制,0,
11110ESS 441500,太陽能電池原理Introduction to solar cells,"吳永俊WU, YUNG-CHUN",M7M8M9,無限制,74,無限制,0,
11110ESS 446000,能源材料與物理結構特性(增開)Energy Materials and Physical Structure Properties,"陳燦耀CHEN, TSAN-YAO",M7M8R5R6,無限制,1,無限制,0,
11110ESS 451000,腐蝕工程Corrosion Engineering Surface Science,"葉宗洸YEH, TSUNG-KUANG",R7R8R9,無限制,36,無限制,0,
11110ESS 453000,電化學原理Principles of Electrochemistry,"王本誠WANG, PEN-CHENG",R7R8R9,無限制,14,無限制,0,
11110ESS 455000,太陽光電創意專題實作(增開)Solar Cell Laboratory and Project Study,"吳永俊WU, YUNG-CHUN",Wa,30,18,12,0,
11110ESS 461000,真空技術(增開)Vacuum Technology,"林郁洧LIN, YU-WEI",RaRbRc,無限制,82,無限制,0,
11110ESS 482000,奈微機電系統整合與實作專題Special Topic on Nano and Micro Systems Integration and Implementation,"蘇育全SU, YU-CHUAN",WaWbWc,無限制,22,無限制,0,
11110ESS 498000,工程系統專題研究一Independent Study in Engineering & System Science I,指導教授, ,無限制,8,無限制,0,
11110ESS 499000,工程系統專題研究二Independent Study in Engineering & System Science II,指導教授, ,無限制,51,無限制,0,
11110ESS 500000,專題演講Colloquium,"朱鵬維CHU, PENG-WEI陳馨怡CHEN, HSIN-YI林洸銓LIN, KUANG-CHUAN",W7W8,無限制,96,無限制,0,
11110ESS 501001,書報討論Seminar,"柳克強LEOU, KEH-CHYANG",W5W6,無限制,5,無限制,0,
11110ESS 501002,書報討論Seminar,"曾繁根TSENG, FAN-GANG",W5W6,無限制,7,無限制,0,
11110ESS 501003,書報討論Seminar,"王翔郁WANG, HSIANG-YU",W5W6,無限制,5,無限制,0,
11110ESS 501004,書報討論Seminar,"朱鵬維CHU, PENG-WEI",W5W6,無限制,36,無限制,0,
11110ESS 501005,書報討論Seminar,"張廖貴術CHANG LIAO, KUEI-SHU",W5W6,無限制,32,無限制,0,
11110ESS 501006,書報討論Seminar,"李敏LEE, MIN",FaFb,無限制,1,無限制,0,
11110ESS 507000,科技英文English for Science and Technology,"陳馨怡CHEN, HSIN-YI",F3F4Fn,15,9,6,2,
11110ESS 520000,微電子工程Silicon Processing Technology for Microelectronics,"吳永俊WU, YUNG-CHUN",R7R8R9,無限制,49,無限制,0,
11110ESS 534000,電漿工程應用Plasma Engineering and Applications,"柳克強LEOU, KEH-CHYANG",F5F6F7,無限制,7,無限制,0,
11110ESS 534100,電漿實驗與實驗設計方法Plasma Laboratory and Experiment Design Methods,"柳克強LEOU, KEH-CHYANG",RaRbRc,無限制,6,無限制,0,
11110ESS 549000,計算熱流學Computational Fluid Dynamics and Heat Transfer,"林洸銓LIN, KUANG-CHUAN",T8T9Ta,無限制,3,無限制,0,
11110ESS 552800,材料分析與檢測Inspection and Analysis for Materials,"陳健群CHEN, CHEIN-CHUN",MnM5M6,無限制,23,無限制,0,
11110ESS 553500,材料動力學Kinetic Process of Materials,"朱鵬維CHU, PENG-WEI",T3T4R3R4,無限制,19,無限制,0,
11110ESS 554500,同調光及電子繞射顯微術Coherent X-ray and Electron Diffraction Microscopy,"陳健群CHEN, CHEIN-CHUN",TnT5T6,無限制,2,無限制,0,
11110ESS 556500,電子薄膜科技Electronic Thin Film,"歐陽汎怡OU YANG, FAN-YI",W2W3W4,36,17,19,17,
11110ESS 558500,第一原理材料計算First-principles simulations of materials,"陳馨怡CHEN, HSIN-YI",R5R6R7,無限制,3,無限制,0,
11110ESS 564400,同步加速器X光吸收光譜分析應用Applications of Synchrotron X-ray Absorption Spectroscopy,"陳燦耀CHEN, TSAN-YAO",T7T8T9,無限制,6,無限制,0,
11110ESS 581000,高等微系統製造與實驗Advanced Micro System Fabrication and Lab,"曾繁根TSENG, FAN-GANG",F6F7F8,20,2,18,6,
11110ESS 582200,分子動力學模擬Molecular Dynamics Simulations,"蕭百沂HSIAO, PAI-YI",R7R8R9,無限制,11,無限制,0,
11110ESS 584700,生化分析與實驗Bioanalytical Chemistry：Basic Principles and Lab Projects,"王本誠WANG, PEN-CHENG楊重熙YANG, CHUNG-SHI",F5F6F7,20,7,13,2,
11110ESS 585000,微系統設計Micro System Design,"曾繁根TSENG, FAN-GANG",R6R7R8,無限制,5,無限制,0,
11110ESS 643000,雙相流與沸騰熱傳Two-Phase Flow & Boiling Heat Transfer,"馮玉明FERNG, YUH-MING",T5T6T7,無限制,10,無限制,0,
11110ESS 698000,論文研究Thesis,指導教授, ,無限制,24,無限制,0,
11110ESS 998000,論文研究Thesis,指導教授, ,無限制,5,無限制,0,
11110EST 710100,博士班專題研究一(增開)PhD Graduate Research (I),指導教授, ,無限制,3,無限制,0,
11110EST 810200,論文研究Thesis,指導教授, ,無限制,2,無限制,0,
11110FL  100300,語言學概論Introduction to Linguistics,"蘇怡如SU, I-RU",M3M4Mn,70/50,5,65,12,
11110FL  100500,西洋文學概論一Introduction to Western Literature I,"吳建亨WU, CHIEN-HENG",T7T8T9,70/50,10,60,13,
11110FL  101001,英文一English I,"楊梵孛YANG, FAN-PEI",W3W4Wn,18,0,18,5,
11110FL  101002,英文一English I,"張銪容CHANG, YU-JUNG",W3W4Wn,18,0,18,5,
11110FL  101003,英文一English I,"陳宗穎CHEN, TSUNG-YING",W3W4Wn,18,0,18,0,
11110FL  102801,進階英文：閱讀與討論Advanced English: Reading and Discussion,"秦震宇CHIN, CHEN-YU",M1M2,25/20,2,23,2,
11110FL  102802,進階英文：閱讀與討論Advanced English: Reading and Discussion,"呂文仁LIU, WEN-REN",M1M2,25/20,3,22,2,
11110FL  102803,進階英文：閱讀與討論Advanced English: Reading and Discussion,"郭詩芝KUO, SHIH-CHIH",M3M4,25/20,1,24,2,
11110FL  102804,進階英文：閱讀與討論Advanced English: Reading and Discussion,"林雅瓊LIM, NGA-KHING",W3W4,25/20,2,23,4,
11110FL  102805,進階英文：閱讀與討論Advanced English: Reading and Discussion,"鄺粵敏KWONG, YUET MAN",R1R2,25/20,5,20,2,
11110FL  102806,進階英文：聽講Advanced English: Listening and Speaking,"鄺粵敏KWONG, YUET MAN",M1M2,25/20,5,20,1,
11110FL  102807,進階英文：聽講Advanced English: Listening and Speaking,"郭詩芝KUO, SHIH-CHIH",M1M2,25/20,5,20,2,
11110FL  102808,進階英文：聽講Advanced English: Listening and Speaking,"黃伊岑HUANG, I-TSEN",M3M4,25/20,0,25,2,
11110FL  102809,進階英文：聽講Advanced English: Listening and Speaking,"詹智婷CHAN, CHIH-TING",W3W4,25/20,3,22,5,
11110FL  102810,進階英文：聽講Advanced English: Listening and Speaking,"馬紹芸MA, SHAO-YUN",R1R2,25/20,1,24,1,
11110FL  102811,進階英文：聽講Advanced English: Listening and Speaking,周寶齡,F3F4,25/20,3,22,4,
11110FL  103500,文學作品讀法一Introduction to Literature I,"黃仕宜HUANG, SHIH-YI",R2R3R4,70/50,11,59,13,
11110FL  104101,英語聽講一English Listening and Speaking I,張寶玉VIPHAVEE VONGPUMIVITCH,T5T6,30/25,3,27,6,
11110FL  104102,英語聽講一English Listening and Speaking I,"許淳潔HSU, CHUN-CHIEH",T5T6,30/25,5,25,3,
11110FL  200901,閱讀與寫作一(上)Reading & Writing I (1),"林惠芬LIN, HUI-FEN",T3T4,18,13,5,0,
11110FL  200902,閱讀與寫作一(上)Reading & Writing I (1),張寶玉VIPHAVEE VONGPUMIVITCH,T3T4,18,16,2,0,
11110FL  200903,閱讀與寫作一(上)Reading & Writing I (1),"陳皇華CHEN, HUANG-HUA",T3T4,18,16,2,1,
11110FL  201101,初級日語一Beginning Japanese I,"簡嘉菁CHIEN, CHIA-CHING",M7M8M9,30,23,7,0,
11110FL  201102,初級日語一Beginning Japanese I,"張鈞竹CHANG,CHUN-CHU",M3M4Mn,42,28,14,8,
11110FL  201103,初級日語一Beginning Japanese I,"陳國卿CHEN, KUO-CHING",MnM5M6,42,42,0,0,
11110FL  201104,初級日語一Beginning Japanese I,"周雅玲CHOU, YA-LING",M7M8M9,42,41,1,4,
11110FL  201105,初級日語一Beginning Japanese I,"周雅玲CHOU, YA-LING",T2T3T4,42,16,26,2,
11110FL  201106,初級日語一Beginning Japanese I,"楊漫恩YANG, MAN-EN",TnT5T6,42,33,9,2,
11110FL  201107,初級日語一Beginning Japanese I,"周雅玲CHOU, YA-LING",T5T6T7,42,13,29,2,
11110FL  201108,初級日語一Beginning Japanese I,"張鈞竹CHANG,CHUN-CHU",T6T7T8,42,26,16,1,
11110FL  201109,初級日語一Beginning Japanese I,"王瑋婷WANG, WEI-TING",W3W4Wn,42,42,0,0,
11110FL  201110,初級日語一Beginning Japanese I,"簡嘉菁CHIEN, CHIA-CHING",WnW5W6,42,42,0,0,
11110FL  201111,初級日語一Beginning Japanese I,"王瑋婷WANG, WEI-TING",W6W7W8,42,42,0,0,
11110FL  201112,初級日語一Beginning Japanese I,"張嘉芬CHANG, CHIA-FEN",W7W8W9,42,42,0,0,
11110FL  201113,初級日語一Beginning Japanese I,"周雅玲CHOU, YA-LING",R2R3R4,42,17,25,1,
11110FL  201114,初級日語一Beginning Japanese I,"陳曉貞CHEN, HSIAO-CHEN",R2R3R4,42,42,0,0,
11110FL  201115,初級日語一Beginning Japanese I,"王瑋婷WANG, WEI-TING",R6R7R8,42,42,0,0,
11110FL  201116,初級日語一Beginning Japanese I,"張嘉芬CHANG, CHIA-FEN",R7R8R9,42,42,0,0,
11110FL  201117,初級日語一Beginning Japanese I,"陳曉貞CHEN, HSIAO-CHEN",F2F3F4,42,37,5,2,
11110FL  201118,初級日語一Beginning Japanese I,"王瑋婷WANG, WEI-TING",F3F4Fn,42,42,0,0,
11110FL  201119,初級日語一Beginning Japanese I,"李蕙如LEE,HUI-JU",F6F7F8,42,42,0,0,
11110FL  201301,初級西班牙語一Beginning Spanish I,"張雅鈴CHANG, YEA-LING",M7M8M9,30,10,20,0,
11110FL  201302,初級西班牙語一Beginning Spanish I,"張雅鈴CHANG, YEA-LING",T7T8T9,42,19,23,3,
11110FL  201303,初級西班牙語一Beginning Spanish I,"張雅鈴CHANG, YEA-LING",WnW5W6,42,23,19,1,
11110FL  201304,初級西班牙語一Beginning Spanish I,"張雅鈴CHANG, YEA-LING",W7W8W9,42,36,6,0,
11110FL  201305,初級西班牙語一Beginning Spanish I,"張雅鈴CHANG, YEA-LING",RnR5R6,42,31,11,2,
11110FL  201306,初級西班牙語一Beginning Spanish I,"張雅鈴CHANG, YEA-LING",F5F6F7,42,32,10,1,
11110FL  201307,初級西班牙語一Beginning Spanish I,"鄭雲英CHENG, YUN-YING",MnM5M6,42,2,40,0,
11110FL  201501,初級法語一Beginning French I,"張月琴CHANG, YUEH-CHIN",M7M8M9,30,11,19,0,
11110FL  201502,初級法語一Beginning French I,"徐琿輝HSU, HUN-HUI",F2F3F4,42,15,27,1,
11110FL  201503,初級法語一Beginning French I,"廖含潔LIAO, HAN-CHIEH",T7T8T9,42,37,5,3,
11110FL  201504,初級法語一Beginning French I,"廖含潔LIAO, HAN-CHIEH",W7W8W9,42,42,0,0,
11110FL  201505,初級法語一Beginning French I,"廖含潔LIAO, HAN-CHIEH",RnR5R6,42,41,1,0,
11110FL  201506,初級法語一Beginning French I,"石秋燕SHIH, CHIU-YEN",M7M8M9,42,10,32,0,
11110FL  201507,初級法語一Beginning French I,"石秋燕SHIH, CHIU-YEN",TnT5T6,42,1,41,1,
11110FL  201508,初級法語一(增開)Beginning French I,"洪筱婷HUNG, SHIAU-TING",R3R4Rn,42,3,39,0,
11110FL  201509,初級法語一(增開)Beginning French I,"洪筱婷HUNG, SHIAU-TING",R7R8R9,42,1,41,2,
11110FL  202800,當代文學Contemporary Literature,"李書雨LEE, SHU-YU",T7T8T9,30,29,1,0,
11110FL  203700,句法學Syntax,"許淳潔HSU, CHUN-CHIEH",T7T8T9,30,20,10,0,
11110FL  203901,英語口語訓練一English Oral Practice(I),"黃仕宜HUANG, SHIH-YI",M5M6,20,17,3,0,
11110FL  203902,英語口語訓練一English Oral Practice(I),"張銪容CHANG, YU-JUNG",R5R6,20,16,4,0,
11110FL  203903,英語口語訓練一English Oral Practice(I),"黃虹慈HUANG, HUNG-TZU",R5R6,20,20,0,0,
11110FL  204101,初級德語一Beginning German I,"郭春長KUO, CHUN-CHANG",M7M8M9,30,10,20,0,
11110FL  204102,初級德語一Beginning German I,"郭春長KUO, CHUN-CHANG",M3M4Mn,42,15,27,1,
11110FL  204103,初級德語一Beginning German I,"郭春長KUO, CHUN-CHANG",T3T4Tn,42,9,33,0,
11110FL  204104,初級德語一Beginning German I,"郭春長KUO, CHUN-CHANG",W3W4Wn,42,7,35,1,
11110FL  204105,初級德語一Beginning German I,"郭春長KUO, CHUN-CHANG",W7W8W9,42,30,12,1,
11110FL  204106,初級德語一Beginning German I,"韓珮雯HAN, PEI-WEN",M7M8M9,42,29,13,2,
11110FL  204107,初級德語一Beginning German I,"韓珮雯HAN, PEI-WEN",WnW5W6,42,19,23,1,
11110FL  204108,初級德語一Beginning German I,"韓珮雯HAN, PEI-WEN",FnF5F6,42,41,1,2,
11110FL  204109,初級德語一Beginning German I,"韓珮雯HAN, PEI-WEN",F7F8F9,42,33,9,0,
11110FL  209000,圖像文學Graphic Literature,"李書雨LEE, SHU-YU",W3W4Wn,30,18,12,1,
11110FL  213700,十八世紀文學Eighteenth-Century Literature,"陳皇華CHEN, HUANG-HUA",TnT5T6,50,42,8,0,
11110FL  300301,閱讀與寫作二(上)Reading & Writing II (1),"傅士珍FUH, SHYH-JEN",T3T4,18,10,8,0,
11110FL  300302,閱讀與寫作二(上)Reading & Writing II (1),"黃虹慈HUANG, HUNG-TZU",T3T4,18,18,0,0,
11110FL  300303,閱讀與寫作二(上)Reading & Writing II (1),"李書雨LEE, SHU-YU",T3T4,18,18,0,0,
11110FL  300501,中級日語一Intermediate Japanese I,真武薰KAORU MATAKE,R7R8R9,30,12,18,0,
11110FL  300502,中級日語一Intermediate Japanese I,"簡嘉菁CHIEN, CHIA-CHING",M3M4Mn,42,42,0,0,
11110FL  300503,中級日語一Intermediate Japanese I,"張鈞竹CHANG,CHUN-CHU",M7M8M9,42,42,0,0,
