course_ID_full_orig,current_stage_enrollment
11110IBP 401200,9
11110IBP 402000,17
11110IBP 403000,17
11110ICMS500200,4
11110ICMS500300,0
11110ICMS510200,1
11110ICMS510400,1
11110ICMS510800,2
11110ICMS540400,0
11110ICMS550200,0
11110ICMS550800,0
11110ICMS551200,2
11110ICMS650200,1
11110IEEM101000,0
11110IEEM202101,60
11110IEEM202102,8
11110IEEM203000,60
11110IEEM203002,20
11110IEEM207000,50
11110IEEM208000,80
11110IEEM281000,80
11110IEEM301000,80
11110IEEM303000,80
11110IEEM305000,80
11110IEEM305400,48
11110IEEM318100,50
11110IEEM401000,0
11110IEEM480000,25
11110IEEM491100,50
11110IEEM500000,15
11110IEEM510300,7
11110IEEM510400,14
11110IEEM510800,0
11110IEEM510900,26
11110IEEM512700,10
11110IEEM513500,22
11110IEEM523700,6
11110IEEM523900,2
11110IEEM524900,1
11110IEEM531100,11
11110IEEM536900,29
11110IEEM538000,5
11110IEEM538100,6
11110IEEM543000,7
11110IEEM552300,17
11110IEEM560600,9
11110IEEM580000,26
11110IEEM600000,76
11110IEEM700000,3
11110IEEM710100,9
11110IEM 500000,12
11110IEM 560200,26
11110IEM 560500,1
11110IEM 561300,15
11110IIS 500000,0
11110IIS 500200,121
11110IIS 690000,22
11110IMBA400100,10
11110IMBA400200,18
11110IMBA500000,8
11110IMBA500600,13
11110IMII600000,3
11110IMS 500200,1
11110IMS 501700,15
11110IMS 501800,0
11110IMS 530000,0
11110IMS 600000,0
11110IPE 100300,0
11110IPHD400100,0
11110IPHD410000,0
11110IPHD501300,0
11110IPHD601400,5
11110IPHD700100,15
11110IPHD700200,0
11110IPHD710000,2
11110IPHD710500,0
11110IPHD750000,1
11110IPHD800000,7
11110IPIM600000,0
11110IPNS300100,0
11110IPNS400000,14
11110IPNS401000,4
11110IPT 510000,33
11110IPT 514000,9
11110IPT 514200,3
11110IPT 514300,0
11110IPT 516000,2
11110IPT 518000,1
11110IPT 533000,3
11110IPT 534100,1
11110IPT 543000,1
11110IPT 546000,1
11110IPT 552000,3
11110IPT 553000,13
11110IPT 561000,3
11110IPT 591000,15
11110IPT 620000,0
11110IPT 692000,0
11110IPT 710000,1
11110IPT 720000,0
11110IPTH100100,7
11110IPTH100800,0
11110IPTH101100,0
11110IPTH101300,0
11110IPTH201100,0
11110IPTH202100,0
11110IPTH202200,0
11110IPTH203100,0
11110IPTH203200,0
11110IPTH204100,0
11110IPTH205100,0
11110IPTH205200,0
11110ISA 536200,66
11110ISA 543100,49
11110ISA 556000,25
11110ISA 556100,90
11110ISA 557900,25
11110ISA 560100,12
11110ISA 562100,40
11110ISA 565100,5
11110ISA 581000,105
11110ISA 590100,0
11110ISA 591100,0
11110ISA 612000,39
11110ISA 683000,20
11110ISA 683200,30
11110ISA 690000,43
11110ISA 890000,6
11110ISS 406600,50
11110ISS 500000,24
11110ISS 500100,6
11110ISS 500200,20
11110ISS 506000,15
11110ISS 506500,20
11110ISS 506700,25
11110ISS 506800,11
11110ISS 507000,11
11110ISS 507200,15
11110ISS 508600,17
11110ISS 508700,2
11110ISS 509000,20
11110ISS 509200,20
11110ISS 509400,25
11110ISS 509900,3
11110ISS 700000,3
11110ISS 700400,2
11110JAC 100101,0
11110JAC 100102,0
11110JAC 100103,5
11110JAC 100200,3
11110JAC 100300,4
11110JAD 110100,0
11110JAD 120100,0
11110JAD 120200,0
11110JAD 120300,0
11110JAD 120400,0
11110JAD 125100,1
11110JAD 130100,1
11110JAD 130200,3
11110JAD 139700,0
11110JAD 210200,32
11110JAD 210300,45
11110JAD 225400,24
11110JAD 226200,18
11110JAD 226300,8
11110JAD 226400,24
11110JAD 226500,24
11110JAD 226600,8
11110JAD 226700,23
11110JAD 226800,20
11110JAD 230500,41
11110JAD 230600,45
11110JAD 235200,16
11110JAD 235300,20
11110JAD 235400,30
11110JAD 235500,28
11110JAD 238700,25
11110JAD 310600,39
11110JAD 321200,35
11110JAD 325700,11
11110JAD 327600,22
11110JAD 327700,31
11110JAD 327800,8
11110JAD 327900,18
11110JAD 328000,10
11110JAD 328100,21
11110JAD 328300,34
11110JAD 330900,34
11110JAD 331000,40
11110JAD 336200,12
11110JAD 336300,13
11110JAD 336400,10
11110JAD 336500,7
11110JAD 337200,14
11110JAD 337300,10
11110JAD 337400,12
11110JAD 337500,4
11110JAD 339000,28
11110JAD 339100,29
11110JAD 339200,24
11110JAD 345500,10
11110JAD 421300,35
11110JAD 425900,19
11110JAD 429400,26
11110JAD 431300,40
11110JAD 431400,40
11110JAD 438100,9
11110JAD 438200,10
11110JAD 438300,12
11110JAD 438400,8
11110JAD 438500,3
11110JAD 442600,31
11110JAD 510100,3
11110JAD 510200,3
11110JAD 515100,1
11110JAD 515200,3
11110JAD 515300,2
11110JAD 515500,3
11110JAD 515700,4
11110JAD 520100,0
11110JAD 525100,7
11110JAD 525400,0
11110JAD 525500,2
11110JAD 530100,0
11110JAD 530200,0
11110JAD 535400,0
11110JAD 536900,6
11110JAD 610000,7
11110JAD 610400,11
11110JAD 616000,4
11110JAD 616400,10
11110JAD 625800,1
11110JAD 625900,4
11110JAD 626000,3
11110JAD 626200,1
11110JAD 626300,3
11110JANT510100,0
11110JANT510200,0
11110JANT510300,0
11110JANT520100,0
11110JITA110800,3
11110JITA111000,4
11110JITA210900,20
11110JITA211000,25
11110JITA211300,26
11110JITA220100,17
11110JITA220200,8
11110JITA220700,18
11110JITA230700,5
11110JITA230800,7
11110JITA310100,12
11110JITA320200,14
11110JITA320400,8
11110JITA320500,8
11110JITA320600,8
11110JITA330200,18
11110JITA410100,23
11110JMU 100101,0
11110JMU 100102,0
11110JMU 100103,0
11110JMU 100301,0
11110JMU 100302,0
11110JMU 100700,8
11110JMU 100800,111
11110JMU 101300,3
11110JMU 101500,7
11110JMU 102100,66
11110JMU 102300,24
11110JMU 102500,27
11110JMU 102701,8
11110JMU 102702,31
11110JMU 102900,3
11110JMU 103100,14
11110JMU 103300,4
11110JMU 104100,7
11110JMU 104501,0
11110JMU 104502,0
11110JMU 104503,0
11110JMU 104504,0
11110JMU 104505,0
11110JMU 104600,4
11110JMU 104700,2
11110JMU 104900,7
11110JMU 200101,21
11110JMU 200102,14
11110JMU 200300,26
11110JMU 200500,39
11110JMU 200700,44
11110JMU 201300,12
11110JMU 201800,18
11110JMU 201900,9
11110JMU 202300,8
11110JMU 202500,7
11110JMU 203700,19
11110JMU 300100,36
11110JMU 300500,40
11110JMU 301300,13
11110JMU 301400,12
11110JMU 301600,40
11110JMU 301700,14
11110JMU 301800,15
11110JMU 302200,12
11110JMU 302700,6
11110JMU 303400,2
11110JMU 303601,14
11110JMU 303602,15
11110JMU 304100,8
11110JMU 400100,40
11110JMU 400500,12
11110JMU 400700,10
11110JMU 401700,11
11110JMU 402100,0
11110JMU 402300,27
11110JMU 500900,22
11110JMU 501000,11
11110JMU 501600,7
11110JMU 502300,14
11110JMU 503300,13
11110JMU 503900,4
11110JMU 504500,15
11110JMU 504600,6
11110JMU 505800,7
11110JMU 505900,0
11110JMUN503000,0
11110KCSN600700,0
11110KEC 405100,1
11110KEC 500300,10
11110KEC 500400,3
11110KEC 500800,2
11110KEC 500900,7
11110KEC 502400,3
11110KEC 502900,22
11110KEC 503100,14
11110KEC 602200,7
11110KEC 602500,18
11110KEC 602800,2
11110KEC 603500,10
11110KECN500200,0
11110KECN500500,6
11110KECN501300,6
11110KECN502600,9
11110KECN602000,11
11110KECN602100,7
11110KEE 100100,5
11110KEE 100200,2
11110KEE 100300,1
11110KEE 100500,1
11110KEE 101500,0
11110KEE 200100,44
11110KEE 200200,45
11110KEE 200400,4
11110KEE 200900,42
11110KEE 201900,16
11110KEE 202400,3
11110KEE 300100,44
11110KEE 300300,39
11110KEE 300600,39
11110KEE 301000,26
11110KEE 301700,29
11110KEE 302000,26
11110KEE 302400,8
11110KEE 400100,33
11110KEE 400200,48
11110KEE 400301,6
11110KEE 400302,31
11110KEE 400700,32
11110KEE 401100,6
11110KEE 401300,33
11110KEE 500100,4
11110KEE 500200,4
11110KEE 500300,2
11110KEE 500800,7
11110KEE 500900,11
11110KEE 501400,3
11110KEE 600100,1
11110KEE 601800,9
11110KEEN500800,16
11110KEEN510100,0
11110KEEN510200,0
11110KEEN510300,12
11110KEEN600100,4
11110KEEN601000,13
11110KEEN601800,10
11110KEL 143000,0
11110KEL 150000,3
11110KEL 160000,3
11110KEL 180100,2
11110KEL 182000,3
11110KEL 210000,45
11110KEL 210100,45
11110KEL 222000,28
11110KEL 223000,28
11110KEL 230000,18
11110KEL 255000,34
11110KEL 271100,45
11110KEL 280000,12
11110KEL 284000,21
11110KEL 313000,10
11110KEL 330000,16
11110KEL 332000,5
11110KEL 340000,43
11110KEL 341100,15
11110KEL 342000,8
11110KEL 355100,5
11110KEL 362000,1
11110KEL 372000,1
11110KEL 381100,11
11110KEL 412100,0
11110KEL 422000,13
11110KEL 440000,39
11110KEL 442000,3
11110KEL 443000,12
11110KEL 443300,5
11110KEL 453200,9
11110KEL 462000,1
11110KEL 463601,13
11110KEL 463602,16
11110KEL 500500,6
11110KEL 501300,8
11110KEL 502300,10
11110KEL 502600,16
11110KEL 600000,19
11110KEL 600800,6
11110KEL 700100,3
11110KEL 702800,4
11110KEL 703100,6
11110KEL 703200,1
11110KEL 703300,4
11110KEL 704300,8
11110KEL 704400,4
11110KEL 800000,6
11110KEL 801100,13
11110KEL 801700,22
11110KEL 801800,4
11110KEL 801900,1
11110KEL 804000,10
11110KEL 804600,8
11110KEL 805100,3
11110KEL 806300,4
11110KELN500200,0
11110KELN500300,0
11110KELN501401,8
11110KELN502000,12
11110KELN502500,26
11110KELN505100,0
11110KELN505200,0
11110KELN506500,7
11110KELN510400,4
11110KELN510500,4
11110KELN510600,9
11110KELN511400,4
11110KELN511900,2
11110KELN512400,14
11110KELN600000,45
11110KELN600500,20
11110KELN605900,8
11110KELN606800,8
11110KELN610300,3
11110KELN610800,23
11110KELN612000,9
11110KENI100100,0
11110KENI110200,0
11110KENI110600,4
11110KENI130400,7
11110KENI130900,7
11110KENI200300,31
11110KENI210700,41
11110KENI220100,37
11110KENI231000,17
11110KENI231200,15
11110KENI231300,18
11110KENI231800,32
11110KENI320300,42
11110KENI331800,30
11110KENI331900,24
11110KENI332100,31
11110KENI340600,26
11110KENI420600,29
11110KENI420700,27
11110KENI432400,9
11110KENI432500,12
11110KENI441100,13
11110KENI510100,3
11110KENI530100,4
11110KENI540100,5
11110KENI620600,7
11110KENI620700,8
11110KENI630300,5
11110KENI640000,1
11110KHCT100400,4
11110KHCT101500,4
11110KHCT401600,10
11110KHCT401800,5
11110KHCT500101,4
11110KHCT500102,14
11110KHCT500201,7
11110KHCT500202,9
11110KHCT500203,3
11110KHCT500204,5
11110KIPE100100,6
11110KIPE101100,11
11110KIPE101300,5
11110KIPE101400,13
11110KIPE120100,2
11110KIPE121300,3
11110KIPE121700,6
11110KIPE124100,2
11110KIPE221900,5
11110KIPE224500,5
11110KIPE225000,6
11110KIPE300100,44
11110KIPE300400,3
11110KIPE323100,5
11110KIPE423400,7
11110KLST500000,13
11110KLST510101,6
11110KLST520100,4
11110KLST610100,7
11110KLST610400,8
11110KLST610500,5
11110KLST610600,4
11110KLST620100,9
11110KLST620600,12
11110KLST620900,1
11110KLST621100,0
11110KLST630300,4
11110KLST630700,1
11110KLST640100,2
11110KLST640200,12
11110KLST640300,5
11110KLST640400,7
11110KLST640600,10
11110KMS 500100,4
11110KMS 510100,1
11110KMS 510200,15
11110KMS 520400,4
11110KMS 520700,14
11110KMS 521300,10
11110KMS 521400,5
11110KMS 540800,10
11110KMS 600500,18
11110KMS 610100,1
11110KMS 610200,12
11110KMS 610300,5
11110KMS 621200,12
11110KMS 630800,6
11110KMS 631400,4
11110KMSN500100,0
11110KMSN531100,11
11110KMSN600500,17
11110KMSN621000,5
11110KMSN630200,5
11110KPC 110000,29
11110KPC 120000,10
11110KPC 172000,4
11110KPC 172100,5
11110KPC 172200,5
11110KPC 180200,10
11110KPC 210300,55
11110KPC 210400,30
11110KPC 232000,30
11110KPC 242000,30
11110KPC 243100,30
11110KPC 262200,30
11110KPC 262400,33
11110KPC 282100,24
11110KPC 310500,50
11110KPC 320300,40
11110KPC 322000,15
11110KPC 332700,20
11110KPC 342500,16
11110KPC 352200,15
11110KPC 362600,14
11110KPC 363000,31
11110KPC 372600,23
11110KPC 442900,9
11110KPC 452500,20
11110KPC 452800,20
11110KPC 463300,9
11110KPC 463800,13
11110KPC 472800,6
11110KPC 482400,25
11110KPC 523000,4
11110KPC 542000,1
11110KPC 552000,1
11110KPC 562900,2
11110KPC 563200,2
11110KPC 564400,4
11110KPC 582000,20
11110KPC 590100,16
11110KPC 642401,11
11110KPC 642402,11
11110KPC 643301,9
11110KPC 643302,7
11110KPC 664200,9
11110KPC 712000,15
11110KPC 720100,4
11110KPC 734200,10
11110KPC 752000,6
11110KPC 762200,5
11110KPC 764000,5
11110KPC 834300,5
11110KPC 842900,10
11110KPC 852400,6
11110KPC 890200,2
11110KPC 890400,1
11110KPCN522000,5
11110KPCN522600,7
11110KPCN542000,5
11110KPCN542600,15
11110KPCN542800,12
11110KPCN543900,9
11110KPCN552000,10
11110KPCN562100,5
11110KPCN563200,7
11110KPCN572000,12
11110KPCN590100,14
11110KSEN500200,0
11110KSEN500700,11
11110KSEN600100,11
11110KSEN600200,2
11110KSN 500100,0
11110KSN 500200,0
11110KSN 500300,0
11110KSN 500400,0
11110KSN 500500,0
11110KSPE110200,6
11110KSPE110300,8
11110KSPE110800,2
11110KSPE111000,1
11110KSPE130100,6
11110KSPE130500,13
11110KSPE150800,0
11110KSPE210900,39
11110KSPE211300,12
11110KSPE211900,41
11110KSPE212900,5
11110KSPE221400,41
11110KSPE230200,40
11110KSPE250200,15
11110KSPE311500,31
11110KSPE311700,26
11110KSPE312500,22
11110KSPE313000,8
11110KSPE313100,14
11110KSPE320500,16
11110KSPE321200,11
11110KSPE340900,23
11110KSPE350700,9
11110KSPE430300,36
11110KSPE430601,11
11110KSPE430602,18
11110KSPE441200,25
11110KSPE441300,32
11110KSPE510200,4
11110KSPE520100,10
11110KSPE521000,5
11110KSPE610200,15
11110KSPE620500,10
11110KSS 100101,3
11110KSS 100102,2
11110KSS 102000,53
11110KSS 110000,1
11110KSS 110100,3
11110KSS 110201,1
11110KSS 110202,1
11110KSS 110301,0
11110KSS 110302,0
11110KSS 110401,0
11110KSS 110501,0
11110KSS 110502,3
11110KSS 110602,0
11110KSS 110700,5
11110KSS 200801,13
11110KSS 200802,7
11110KSS 200900,13
11110KSS 201001,12
11110KSS 201002,2
11110KSS 210101,30
11110KSS 210102,9
11110KSS 230200,6
11110KSS 280000,19
11110KSS 280100,7
11110KSS 281301,9
11110KSS 281302,5
11110KSS 281501,19
11110KSS 281502,2
11110KSS 281600,8
11110KSS 300500,4
11110KSS 300801,5
11110KSS 300802,3
11110KSS 301000,9
11110KSS 301100,15
11110KSS 301500,13
11110KSS 301600,13
11110KSS 302000,6
11110KSS 302200,17
11110KSS 302300,13
11110KSS 320000,23
11110KSS 355501,19
11110KSS 355502,7
11110KSS 355600,2
11110KSS 355800,14
11110KSS 356000,45
11110KSS 380400,18
11110KSS 400100,5
11110KSS 400300,5
11110KSS 401100,10
11110KSS 401200,6
11110KSS 401500,13
11110KSS 500300,3
11110KSS 500400,4
11110KSS 500500,0
11110KSS 500700,1
11110KSS 505000,1
11110KSS 511300,4
11110KSS 600100,6
11110KSS 600200,1
11110KSS 600300,2
11110KSS 600600,4
11110KSS 600700,2
11110KSS 670000,8
11110KSSN510200,1
11110KSSN510500,2
11110KSSN510800,7
11110KSSN510900,0
11110KSSN511000,8
11110KSSN513500,4
11110KSSN523900,10
11110KSSN610000,1
11110KSSN632100,7
11110KSSN680000,8
11110KTLT112300,11
11110KTLT122300,11
11110KTLT131100,8
11110KTLT132300,4
11110KTLT133000,2
11110KTLT150100,2
11110KTLT150200,2
11110KTLT500200,10
11110KTLT501000,5
11110KTLT600000,1
11110KTLT600100,9
11110KTLT600200,0
11110KTLT710500,3
11110KTLT712300,4
11110KTLT720800,10
11110KTLT721200,3
11110KTLT722300,3
11110KTLT722500,8
11110KTLT722600,4
11110KTLT730900,7
11110KTLT731200,3
11110KTLT740600,6
11110KTLT800000,0
11110KWEN520100,0
11110KWEN520200,0
11110LANG101001,0
11110LANG101002,0
11110LANG101003,0
11110LANG101004,0
11110LANG101005,0
11110LANG101006,0
11110LANG101007,0
11110LANG101008,0
11110LANG101009,0
11110LANG101011,0
11110LANG101012,0
11110LANG101013,0
11110LANG101014,0
11110LANG101015,28
11110LANG101016,0
11110LANG101017,0
11110LANG101018,0
11110LANG101019,0
11110LANG101020,0
11110LANG101021,0
11110LANG101101,0
11110LANG101102,0
11110LANG101103,0
11110LANG101104,0
11110LANG101105,0
11110LANG101201,0
11110LANG101202,0
11110LANG101203,0
11110LANG103001,0
11110LANG103002,0
11110LANG103003,0
11110LANG103004,0
11110LANG103005,0
11110LANG103006,0
11110LANG103007,0
11110LANG103010,0
11110LANG103011,0
11110LANG103012,0
11110LANG103013,0
11110LANG103014,0
11110LANG103018,15
11110LANG103019,0
11110LANG103020,0
11110LANG103021,0
11110LANG103022,0
11110LANG103023,0
11110LANG103030,0
11110LANG103031,0
11110LANG103032,0
11110LANG103033,0
11110LANG103034,0
11110LANG103037,0
11110LANG103038,0
11110LANG103039,0
11110LANG103040,0
11110LANG103051,0
11110LANG103052,0
11110LANG103053,0
11110LANG103061,0
11110LANG200002,16
11110LANG200003,20
11110LANG200004,20
11110LANG200005,11
11110LANG200006,20
11110LANG200007,16
11110LANG200021,6
11110LANG200022,20
11110LANG200023,20
11110LANG200024,11
11110LANG200025,20
11110LANG200026,9
11110LANG200027,13
11110LANG200031,20
11110LANG200032,20
11110LANG200033,11
11110LANG200034,20
11110LANG200035,20
11110LANG200036,13
11110LANG200041,20
11110LANG200042,8
11110LANG200043,20
11110LANG200044,10
11110LANG200045,20
11110LANG200046,20
11110LANG200047,20
11110LANG200048,13
11110LANG200049,20
11110LANG200061,16
11110LANG200062,20
11110LANG200063,11
11110LANG200064,0
11110LANG200065,0
11110LANG200066,16
11110LANG200067,16
11110LANG200068,16
11110LANG200069,16
11110LANG500001,5
11110LANG500002,0
11110LANG500003,15
11110LANG500004,3
11110LANG500005,3
11110LANG500006,15
11110LANG500007,0
11110LANG500008,6
11110LANG500009,12
11110LANG500010,7
11110LANG500011,1
11110LANG500012,9
11110LANG500013,0
11110LANG500014,8
11110LE  120100,13
11110LE  120200,13
11110LE  130101,16
11110LE  130102,15
11110LE  140100,18
11110LE  150200,6
11110LE  230100,5
11110LING500100,3
11110LING500300,2
11110LING500500,5
11110LING500700,0
11110LING576100,10
11110LING600100,7
11110LING700100,1
11110LING700700,5
11110LING701900,3
11110LING703300,1
11110LING703400,2
11110LING703500,3
11110LING703600,7
11110LING703700,1
11110LING703800,4
11110LS  110301,20
11110LS  110302,6
11110LS  114300,200
11110LS  192100,6
11110LS  214100,17
11110LS  214500,0
11110LS  284100,10
11110LS  314100,0
11110LS  314500,20
11110LS  315200,23
11110LS  322100,56
11110LS  330300,52
11110LS  340100,69
11110LS  344300,8
11110LS  374500,38
11110LS  382201,12
11110LS  382202,10
11110LS  383100,13
11110LS  390101,11
11110LS  390102,11
11110LS  390103,12
11110LS  390104,12
11110LS  390105,12
11110LS  464300,30
11110LS  473200,40
11110LS  474100,21
11110LS  482100,24
11110LS  545700,6
11110LSBI700200,0
11110LSBS524500,3
11110LSBS525100,0
11110LSBS545600,0
11110LSBS545800,0
11110LSBS554500,1
11110LSBS564300,0
11110LSBS565200,0
11110LSBS566100,0
11110LSBS567500,0
11110LSBS567700,0
11110LSBS567900,0
11110LSBS590101,0
11110LSBS590102,1
11110LSBS590300,19
11110LSBS600200,5
11110LSBS652100,2
11110LSBS700200,0
11110LSBS790101,3
11110LSBS790102,3
11110LSBS790300,2
11110LSBT505200,11
11110LSBT525300,0
11110LSBT525500,0
11110LSBT544900,0
11110LSBT545500,0
11110LSBT573100,0
11110LSBT575300,5
11110LSBT576500,0
11110LSBT576700,8
11110LSBT584500,0
11110LSBT590101,2
11110LSBT590102,0
11110LSBT590300,12
11110LSBT594200,26
11110LSBT600200,9
11110LSBT674100,0
11110LSBT674300,3
11110LSBT674500,13
11110LSBT700200,4
11110LSBT790101,0
11110LSBT790102,2
11110LSBT790300,6
11110LSC 110100,16
11110LSC 230100,127
11110LSC 404000,16
11110LSIP181100,7
11110LSIP391100,10
11110LSIP391101,5
11110LSIP391102,4
11110LSMC510700,0
11110LSMC515200,0
11110LSMC516100,0
11110LSMC524900,0
11110LSMC525500,0
11110LSMC534500,3
11110LSMC535300,0
11110LSMC546200,0
11110LSMC546700,0
11110LSMC555100,0
11110LSMC555300,19
11110LSMC574100,3
11110LSMC576300,0
11110LSMC590101,0
11110LSMC590102,0
11110LSMC590300,8
11110LSMC600200,3
11110LSMC634800,1
11110LSMC642100,22
11110LSMC644200,0
11110LSMC700200,1
11110LSMC790101,6
11110LSMC790300,3
11110LSMM514400,0
11110LSMM524300,0
11110LSMM525600,0
11110LSMM527900,0
11110LSMM528300,0
11110LSMM528500,0
11110LSMM544400,0
11110LSMM574100,9
11110LSMM577100,5
11110LSMM577300,0
11110LSMM590101,0
11110LSMM590102,0
11110LSMM590300,20
11110LSMM600200,9
11110LSMM624700,4
11110LSMM700200,1
11110LSMM790101,5
11110LSMM790300,3
11110LSSN504400,0
11110LSSN510100,0
11110LSSN510900,0
11110LSSN514200,0
11110LSSN515100,0
11110LSSN515300,0
11110LSSN515600,5
11110LSSN565100,1
11110LSSN575300,7
11110LSSN590101,0
11110LSSN590300,5
11110LSSN600200,2
11110LSSN700200,0
11110LST 310301,1
11110LST 310302,38
11110LST 310501,27
11110LST 320100,28
11110LST 321001,21
11110LST 330101,16
11110LST 330102,7
11110LST 350301,98
11110LST 350302,47
11110LST 350500,100
11110LST 370100,18
11110LST 420300,36
11110LST 420600,24
11110LST 460300,25
11110LST 500100,0
11110LST 500900,21
11110LST 501700,3
11110LST 502100,2
11110LST 525000,17
11110LST 531000,4
11110LST 531300,15
11110LST 531500,8
11110LST 531900,7
11110LST 532300,14
11110LST 532400,12
11110LST 533400,4
11110LST 534000,3
11110LST 540900,1
11110LST 541200,20
11110LST 550200,0
11110LST 550800,16
11110LST 560700,29
11110LST 561100,6
11110LST 562800,6
11110LST 566600,5
11110LST 570100,10
11110LST 570400,5
11110LST 570600,19
11110LST 571700,6
11110LST 780100,3
11110MATH101001,1
11110MATH101002,4
11110MATH101003,0
11110MATH101004,0
11110MATH101005,0
11110MATH101006,10
11110MATH101007,4
11110MATH103001,1
11110MATH103002,5
11110MATH103003,0
11110MATH103004,16
11110MATH103005,16
11110MATH103006,10
11110MATH103007,10
11110MATH103008,2
11110MATH110000,0
11110MATH141000,10
11110MATH160000,0
11110MATH171001,0
11110MATH171002,0
11110MATH201001,50
11110MATH201002,12
11110MATH241000,75
11110MATH281000,89
11110MATH301000,66
11110MATH331000,37
11110MATH351000,7
11110MATH361000,57
11110MATH481000,42
11110MATH503000,6
11110MATH513000,10
11110MATH523000,4
11110MATH525000,3
11110MATH541000,4
11110MATH542500,5
11110MATH547000,6
11110MATH571000,2
11110MATH576000,3
11110MATH601000,3
11110MATH647500,3
11110MATH669000,2
11110MATH701000,1
11110MATH717200,4
11110MATH724800,3
11110MATU500100,0
11110MATU500200,0
11110MATU500300,0
11110MATU500400,0
11110MBA 500000,34
11110MBA 500200,44
11110MBA 500300,0
11110MBA 500400,3
11110MBA 500500,0
11110MBA 501400,11
11110MBA 503000,22
11110MBA 503200,12
11110MBA 503700,40
11110MBA 504100,25
11110MBA 550101,0
11110MBA 551101,0
11110MBA 553100,0
11110MBA 555900,0
11110MBA 557300,0
11110MFB 500100,0
11110MFB 500200,0
11110MFB 500300,0
11110MFB 501000,22
11110MFB 501200,23
11110MFB 501500,24
11110MFB 501600,0
11110MFB 509900,21
11110MI  100001,66
11110MI  100002,24
11110MI  100003,0
11110MI  100004,0
11110MPM 500100,0
11110MPM 500200,0
11110MPM 500700,17
11110MPM 501000,24
11110MPM 501400,19
11110MPM 501800,0
11110MPM 509900,23
11110MS  102100,11
11110MS  102103,19
11110MS  103100,6
11110MS  201101,79
11110MS  201102,46
11110MS  202100,156
11110MS  204100,149
11110MS  205100,91
11110MS  300301,11
11110MS  300302,40
11110MS  302100,144
11110MS  303201,30
11110MS  303202,16
11110MS  307100,116
11110MS  308100,145
11110MS  309200,133
11110MS  401100,80
11110MS  402100,128
11110MS  404100,42
11110MS  412000,34
11110MS  413100,76
11110MS  435200,17
11110MS  441100,17
11110MS  463500,52
11110MS  500000,21
11110MS  501100,11
11110MS  502100,4
11110MS  503100,0
11110MS  504100,6
11110MS  505100,6
11110MS  507400,37
11110MS  509100,7
11110MS  518300,19
11110MS  527100,19
11110MS  539200,24
11110MS  574000,40
11110MS  574100,26
11110MS  575000,30
11110MS  600000,33
11110MS  800000,4
11110NEMS500000,11
11110NEMS510000,5
11110NEMS550100,6
11110NEMS582000,6
11110NEMS583300,1
11110NEMS584000,2
11110NEMS586000,1
11110NEMS587000,2
11110NEMS588000,0
11110NEMS600000,12
11110NEMS800000,2
11110NES 500000,23
11110NES 507000,4
11110NES 510900,4
11110NES 523000,9
11110NES 524000,4
11110NES 525300,1
11110NES 525500,3
11110NES 525700,5
11110NES 525800,3
11110NES 541000,0
11110NES 563000,6
11110NES 598003,8
11110NES 598004,3
11110NES 598005,8
11110NES 698000,11
11110NES 999000,1
11110PE  111001,0
11110PE  111002,1
11110PE  111003,0
11110PE  111004,0
11110PE  111005,0
11110PE  111006,0
11110PE  111007,0
11110PE  111008,0
11110PE  111009,0
11110PE  111010,0
11110PE  111011,0
11110PE  111012,0
11110PE  111013,0
11110PE  111014,0
11110PE  111015,0
11110PE  111016,0
11110PE  111017,0
11110PE  111018,0
11110PE  111019,0
11110PE  111020,0
11110PE  111021,0
11110PE  111022,0
11110PE  111023,0
11110PE  111024,0
11110PE  111025,0
11110PE  111026,0
11110PE  111027,0
11110PE  111028,0
11110PE  111029,0
11110PE  111030,0
11110PE  111031,0
11110PE  111032,0
11110PE  111033,0
11110PE  111034,0
11110PE  111035,0
11110PE  111036,0
11110PE  111037,0
11110PE  111038,0
11110PE  111039,0
11110PE  111040,0
11110PE  111041,0
11110PE  111042,0
11110PE  111043,0
11110PE  111044,0
11110PE  111045,0
11110PE  111046,0
11110PE  205001,36
11110PE  205002,36
11110PE  205003,36
11110PE  205004,36
11110PE  205005,36
11110PE  205006,36
11110PE  205007,36
11110PE  205008,36
11110PE  205009,36
11110PE  205010,19
11110PE  205011,36
11110PE  205012,20
11110PE  205013,36
11110PE  205014,36
11110PE  205015,36
11110PE  205016,36
11110PE  205017,36
11110PE  205018,35
11110PE  205019,36
11110PE  205020,36
11110PE  205021,36
11110PE  205022,36
11110PE  205023,19
11110PE  205024,32
11110PE  205025,30
11110PE  205026,36
11110PE  205027,32
11110PE  205028,30
11110PE  205029,36
11110PE  205030,36
11110PE  205031,36
11110PE  205032,36
11110PE  205033,36
11110PE  205034,26
11110PE  205035,36
11110PE  205036,30
11110PE  205037,36
11110PE  205038,36
11110PE  205039,30
11110PE  205040,32
11110PE  205041,36
11110PE  205042,36
11110PE  205043,20
11110PE  205044,36
11110PE  205045,36
11110PE  205046,36
11110PE  205047,36
11110PE  205048,36
11110PE  205049,36
11110PE  205050,36
11110PE  205051,36
11110PE  205052,36
11110PE  205053,32
11110PE  205054,36
11110PE  205055,30
11110PE  205056,36
11110PE  205057,36
11110PE  205058,36
11110PE  205059,36
11110PE  205060,32
11110PE  205061,36
11110PE  205062,30
